alpha b0 d sigma tau Gmean Gstd
1 1.194 1 1 2.5 -0.00525171 0.0315355
1 1.194 1 1 3 -0.00871145 0.0357539
1 1.194 1 1 3.5 -0.0112348 0.0386008
1 1.194 1 1 4 -0.0116448 0.041306
1 1.194 1 1 4.5 -0.0140365 0.0441815
1 1.194 1 1 5 -0.0169605 0.0456474
1 1.194 1 1 5.5 -0.0187992 0.0500585

1.1 1.194 1 1 0 0.109627 0.000962672
1.1 1.194 1 1 0.5 0.0486366 0.0125889
1.1 1.194 1 1 1 0.0194016 0.0184467
1.1 1.194 1 1 1.5 0.00617648 0.0222861
1.1 1.194 1 1 2 -0.0043111 0.0288536
1.1 1.194 1 1 2.5 -0.0110268 0.0316264
1.1 1.194 1 1 3 -0.0133864 0.0353334
1.1 1.194 1 1 3.5 -0.0168195 0.0364536
1.1 1.194 1 1 4 -0.0172764 0.0388694
1.1 1.194 1 1 4.5 -0.0225582 0.0418788
1.1 1.194 1 1 5 -0.0213546 0.0457486
1.1 1.194 1 1 5.5 -0.0258519 0.0482255

1.2 1.194 1 1 0 0.103901 0.000904593
1.2 1.194 1 1 0.5 0.0470751 0.0123918
1.2 1.194 1 1 1 0.0180838 0.0181515
1.2 1.194 1 1 1.5 0.00266223 0.0225587
1.2 1.194 1 1 2 -0.0067633 0.0260356
1.2 1.194 1 1 2.5 -0.0134902 0.0309711
1.2 1.194 1 1 3 -0.0176102 0.0344936
1.2 1.194 1 1 3.5 -0.0211357 0.035112
1.2 1.194 1 1 4 -0.0240467 0.0404774
1.2 1.194 1 1 4.5 -0.0261883 0.0415268
1.2 1.194 1 1 5 -0.0259415 0.0431567
1.2 1.194 1 1 5.5 -0.028023 0.0470784

1.3 1.194 1 1 0 0.0991927 0.000937146
1.3 1.194 1 1 0.5 0.0460103 0.0118579
1.3 1.194 1 1 1 0.0168196 0.0171176
1.3 1.194 1 1 1.5 0.00162272 0.0227838
1.3 1.194 1 1 2 -0.0083711 0.0259287
1.3 1.194 1 1 2.5 -0.0151749 0.0288458
1.3 1.194 1 1 3 -0.0188102 0.0317683
1.3 1.194 1 1 3.5 -0.0237022 0.0356927
1.3 1.194 1 1 4 -0.0284659 0.0392628
1.3 1.194 1 1 4.5 -0.0287237 0.040173
1.3 1.194 1 1 5 -0.0301304 0.0437732
1.3 1.194 1 1 5.5 -0.0304886 0.0434149

1.4 1.194 1 1 0 0.0949016 0.000870704
1.4 1.194 1 1 0.5 0.0454738 0.0106593
1.4 1.194 1 1 1 0.0159631 0.0169532
1.4 1.194 1 1 1.5 -0.0010399 0.0212006
1.4 1.194 1 1 2 -0.00893839 0.0251381
1.4 1.194 1 1 2.5 -0.0165431 0.0278353
1.4 1.194 1 1 3 -0.0199502 0.0293922
1.4 1.194 1 1 3.5 -0.0252553 0.0341131
1.4 1.194 1 1 4 -0.0269308 0.0368688
1.4 1.194 1 1 4.5 -0.0287096 0.0394492
1.4 1.194 1 1 5 -0.0319376 0.0411281
1.4 1.194 1 1 5.5 -0.0338557 0.0439205

1.5 1.194 1 1 0 0.0909985 0.000871887
1.5 1.194 1 1 0.5 0.0445038 0.0105834
1.5 1.194 1 1 1 0.0162995 0.0162781
1.5 1.194 1 1 1.5 -0.00110445 0.0213207
1.5 1.194 1 1 2 -0.0110173 0.0242314
1.5 1.194 1 1 2.5 -0.0201141 0.027183
1.5 1.194 1 1 3 -0.0226451 0.0304519
1.5 1.194 1 1 3.5 -0.0279528 0.0312293
1.5 1.194 1 1 4 -0.0319706 0.0337492
1.5 1.194 1 1 4.5 -0.0335927 0.0385356
1.5 1.194 1 1 5 -0.0373901 0.0400308
1.5 1.194 1 1 5.5 -0.0397215 0.041413

1.6 1.194 1 1 0 0.0873533 0.000832055
1.6 1.194 1 1 0.5 0.0436625 0.0100505
1.6 1.194 1 1 1 0.015888 0.0151929
1.6 1.194 1 1 1.5 -0.000523927 0.0207064
1.6 1.194 1 1 2 -0.0113631 0.0232643
1.6 1.194 1 1 2.5 -0.0189634 0.0266915
1.6 1.194 1 1 3 -0.0236164 0.0296044
1.6 1.194 1 1 3.5 -0.0267801 0.0317326
1.6 1.194 1 1 4 -0.0325565 0.0350952
1.6 1.194 1 1 4.5 -0.0349258 0.0373185
1.6 1.194 1 1 5 -0.0362128 0.0374856
1.6 1.194 1 1 5.5 -0.0371662 0.0409936

1.7 1.194 1 1 0 0.0840343 0.000816165
1.7 1.194 1 1 0.5 0.0436654 0.0101511
1.7 1.194 1 1 1 0.015838 0.0144155
1.7 1.194 1 1 1.5 -0.000249786 0.0188764
1.7 1.194 1 1 2 -0.0121969 0.0225365
1.7 1.194 1 1 2.5 -0.017883 0.0255067
1.7 1.194 1 1 3 -0.0233474 0.0287775
1.7 1.194 1 1 3.5 -0.0272701 0.030533
1.7 1.194 1 1 4 -0.0309467 0.03462
1.7 1.194 1 1 4.5 -0.0356345 0.0358908
1.7 1.194 1 1 5 -0.035885 0.0380497
1.7 1.194 1 1 5.5 -0.0407366 0.0393896

1.8 1.194 1 1 0 0.0808532 0.000830137
1.8 1.194 1 1 0.5 0.0428682 0.00940529
1.8 1.194 1 1 1 0.0148047 0.0148123
1.8 1.194 1 1 1.5 -0.00169347 0.0187798
1.8 1.194 1 1 2 -0.0111313 0.0214982
1.8 1.194 1 1 2.5 -0.0195562 0.0250206
1.8 1.194 1 1 3 -0.0248903 0.0283765
1.8 1.194 1 1 3.5 -0.0286159 0.0293759
1.8 1.194 1 1 4 -0.0345105 0.0317516
1.8 1.194 1 1 4.5 -0.0365862 0.034043
1.8 1.194 1 1 5 -0.0411692 0.039576
1.8 1.194 1 1 5.5 -0.0406923 0.0399099

1.9 1.194 1 1 0 0.0780482 0.000854631
1.9 1.194 1 1 0.5 0.0423823 0.00901537
1.9 1.194 1 1 1 0.0153045 0.0145496
1.9 1.194 1 1 1.5 -0.000903845 0.0179267
1.9 1.194 1 1 2 -0.0121699 0.0215282
1.9 1.194 1 1 2.5 -0.0201883 0.0241968
1.9 1.194 1 1 3 -0.0256234 0.0272869
1.9 1.194 1 1 3.5 -0.0302756 0.0299805
1.9 1.194 1 1 4 -0.0340166 0.0344133
1.9 1.194 1 1 4.5 -0.0371911 0.0342723
1.9 1.194 1 1 5 -0.0364295 0.0373695
1.9 1.194 1 1 5.5 -0.0422513 0.038422

2 1.194 1 1 0 0.0754007 0.000817453
2 1.194 1 1 0.5 0.041611 0.0091898
2 1.194 1 1 1 0.0156863 0.0136642
2 1.194 1 1 1.5 -0.00107921 0.0174227
2 1.194 1 1 2 -0.0110167 0.0204858
2 1.194 1 1 2.5 -0.0196556 0.0236288
2 1.194 1 1 3 -0.0250456 0.0268725
2 1.194 1 1 3.5 -0.0299535 0.0291867
2 1.194 1 1 4 -0.035281 0.031772
2 1.194 1 1 4.5 -0.0372213 0.0327202
2 1.194 1 1 5 -0.038479 0.0351688
2 1.194 1 1 5.5 -0.0405611 0.0376305

2.1 1.194 1 1 0 0.0729431 0.000810004
2.1 1.194 1 1 0.5 0.0411126 0.00860343
2.1 1.194 1 1 1 0.016193 0.0132431
2.1 1.194 1 1 1.5 0.000373337 0.0171926
2.1 1.194 1 1 2 -0.0122637 0.0195905
2.1 1.194 1 1 2.5 -0.0191004 0.0237292
2.1 1.194 1 1 3 -0.0250474 0.0263707
2.1 1.194 1 1 3.5 -0.0316439 0.0275611
2.1 1.194 1 1 4 -0.0353023 0.0293447
2.1 1.194 1 1 4.5 -0.0384789 0.0335945
2.1 1.194 1 1 5 -0.0414179 0.0349081
2.1 1.194 1 1 5.5 -0.0422496 0.0372174

2.2 1.194 1 1 0 0.0705893 0.000802267
2.2 1.194 1 1 0.5 0.0407455 0.0084432
2.2 1.194 1 1 1 0.0170295 0.0133805
2.2 1.194 1 1 1.5 -0.000412894 0.016513
2.2 1.194 1 1 2 -0.00961662 0.0205779
2.2 1.194 1 1 2.5 -0.0210248 0.0230562
2.2 1.194 1 1 3 -0.0246064 0.0243789
2.2 1.194 1 1 3.5 -0.0316071 0.0280619
2.2 1.194 1 1 4 -0.0354419 0.0297398
2.2 1.194 1 1 4.5 -0.037404 0.0325406
2.2 1.194 1 1 5 -0.0413544 0.0347726
2.2 1.194 1 1 5.5 -0.04248 0.0375889

2.3 1.194 1 1 0 0.0683794 0.000813458
2.3 1.194 1 1 0.5 0.0401834 0.00801108
2.3 1.194 1 1 1 0.0159512 0.0125897
2.3 1.194 1 1 1.5 0.000607966 0.0167291
2.3 1.194 1 1 2 -0.0105827 0.0196855
2.3 1.194 1 1 2.5 -0.0200966 0.0221441
2.3 1.194 1 1 3 -0.0252716 0.0245061
2.3 1.194 1 1 3.5 -0.0306921 0.0275597
2.3 1.194 1 1 4 -0.0329665 0.0295676
2.3 1.194 1 1 4.5 -0.037105 0.0314591
2.3 1.194 1 1 5 -0.0377967 0.0321941
2.3 1.194 1 1 5.5 -0.0442171 0.037365

2.4 1.194 1 1 0 0.0663228 0.000791473
2.4 1.194 1 1 0.5 0.0395828 0.0079739
2.4 1.194 1 1 1 0.0164385 0.0118835
2.4 1.194 1 1 1.5 0.000729656 0.0158989
2.4 1.194 1 1 2 -0.0100087 0.0187365
2.4 1.194 1 1 2.5 -0.0183009 0.0222806
2.4 1.194 1 1 3 -0.0254161 0.0245385
2.4 1.194 1 1 3.5 -0.0293307 0.0273773
2.4 1.194 1 1 4 -0.0330442 0.0291084
2.4 1.194 1 1 4.5 -0.0376421 0.0319897
2.4 1.194 1 1 5 -0.0401293 0.0325298
2.4 1.194 1 1 5.5 -0.040231 0.0343894

2.5 1.194 1 1 0 0.0643884 0.000786676
2.5 1.194 1 1 0.5 0.0393549 0.00774554
2.5 1.194 1 1 1 0.0178749 0.0117593
2.5 1.194 1 1 1.5 0.00132896 0.0149005
2.5 1.194 1 1 2 -0.00973315 0.0178909
2.5 1.194 1 1 2.5 -0.0187418 0.021147
2.5 1.194 1 1 3 -0.0241244 0.0245435
2.5 1.194 1 1 3.5 -0.0300615 0.0262887
2.5 1.194 1 1 4 -0.0351202 0.0290624
2.5 1.194 1 1 4.5 -0.0375802 0.0312008
2.5 1.194 1 1 5 -0.0394948 0.0326403
2.5 1.194 1 1 5.5 -0.0427037 0.0323856

2.6 1.194 1 1 0 0.062578 0.00079837
2.6 1.194 1 1 0.5 0.0389953 0.00752026
2.6 1.194 1 1 1 0.0175342 0.0117072
2.6 1.194 1 1 1.5 0.00119362 0.0148985
2.6 1.194 1 1 2 -0.0101064 0.0174023
2.6 1.194 1 1 2.5 -0.0172223 0.0210452
2.6 1.194 1 1 3 -0.023773 0.0221463
2.6 1.194 1 1 3.5 -0.0295305 0.0254033
2.6 1.194 1 1 4 -0.0320973 0.0267622
2.6 1.194 1 1 4.5 -0.0378851 0.0291665
2.6 1.194 1 1 5 -0.0386181 0.0314915
2.6 1.194 1 1 5.5 -0.0433067 0.0333693

2.7 1.194 1 1 0 0.0608663 0.000778199
2.7 1.194 1 1 0.5 0.038539 0.00703702
2.7 1.194 1 1 1 0.0182131 0.0107971
2.7 1.194 1 1 1.5 0.00233443 0.0137038
2.7 1.194 1 1 2 -0.00797187 0.0173202
2.7 1.194 1 1 2.5 -0.0170117 0.0203132
2.7 1.194 1 1 3 -0.021834 0.0223421
2.7 1.194 1 1 3.5 -0.027759 0.0255989
2.7 1.194 1 1 4 -0.0332308 0.0278407
2.7 1.194 1 1 4.5 -0.0359417 0.0290052
2.7 1.194 1 1 5 -0.0404966 0.0318028
2.7 1.194 1 1 5.5 -0.0425539 0.0318421

2.8 1.194 1 1 0 0.0592584 0.00080983
2.8 1.194 1 1 0.5 0.0381315 0.00718984
2.8 1.194 1 1 1 0.0180651 0.0108192
2.8 1.194 1 1 1.5 0.00353367 0.0134478
2.8 1.194 1 1 2 -0.00733871 0.0164247
2.8 1.194 1 1 2.5 -0.0166002 0.0192021
2.8 1.194 1 1 3 -0.0223868 0.0224961
2.8 1.194 1 1 3.5 -0.0278036 0.0236803
2.8 1.194 1 1 4 -0.0324169 0.0264906
2.8 1.194 1 1 4.5 -0.0357292 0.0295265
2.8 1.194 1 1 5 -0.0410231 0.0319385
2.8 1.194 1 1 5.5 -0.0421311 0.0322096

2.9 1.194 1 1 0 0.057712 0.000800797
2.9 1.194 1 1 0.5 0.0372309 0.00692818
2.9 1.194 1 1 1 0.0178532 0.0101563
2.9 1.194 1 1 1.5 0.00378716 0.0129922
2.9 1.194 1 1 2 -0.00710369 0.01697
2.9 1.194 1 1 2.5 -0.0155755 0.0188306
2.9 1.194 1 1 3 -0.0225359 0.0220485
2.9 1.194 1 1 3.5 -0.02772 0.0236873
2.9 1.194 1 1 4 -0.0324043 0.0264894
2.9 1.194 1 1 4.5 -0.0360627 0.028297
2.9 1.194 1 1 5 -0.0380669 0.0279892
2.9 1.194 1 1 5.5 -0.0416571 0.0319213

3 1.194 1 1 0 0.0561942 0.00083111
3 1.194 1 1 0.5 0.0373874 0.00653667
3 1.194 1 1 1 0.0179445 0.0105095
3 1.194 1 1 1.5 0.00354814 0.013775
3 1.194 1 1 2 -0.0057495 0.0163571
3 1.194 1 1 2.5 -0.0149683 0.0199272
3 1.194 1 1 3 -0.0221934 0.0206008
3 1.194 1 1 3.5 -0.026779 0.0223338
3 1.194 1 1 4 -0.0308211 0.0257843
3 1.194 1 1 4.5 -0.0354997 0.0274575
3 1.194 1 1 5 -0.0369378 0.0286409
3 1.194 1 1 5.5 -0.041664 0.031215

3.1 1.194 1 1 0 0.0548071 0.000789041
3.1 1.194 1 1 0.5 0.0370027 0.00650311
3.1 1.194 1 1 1 0.0182522 0.0100233
3.1 1.194 1 1 1.5 0.00419696 0.0124207
3.1 1.194 1 1 2 -0.00661541 0.0157536
3.1 1.194 1 1 2.5 -0.0141892 0.0179484
3.1 1.194 1 1 3 -0.0208778 0.0209272
3.1 1.194 1 1 3.5 -0.0269578 0.0226954
3.1 1.194 1 1 4 -0.0305447 0.0249782
3.1 1.194 1 1 4.5 -0.0347662 0.0275213
3.1 1.194 1 1 5 -0.0366292 0.0282043
3.1 1.194 1 1 5.5 -0.0393162 0.0301998

3.2 1.194 1 1 0 0.0534916 0.000824156
3.2 1.194 1 1 0.5 0.0360346 0.00624837
3.2 1.194 1 1 1 0.0182016 0.00962635
3.2 1.194 1 1 1.5 0.00494527 0.0129508
3.2 1.194 1 1 2 -0.00574672 0.0152826
3.2 1.194 1 1 2.5 -0.0142091 0.0181741
3.2 1.194 1 1 3 -0.0205858 0.0200739
3.2 1.194 1 1 3.5 -0.0265336 0.0230904
3.2 1.194 1 1 4 -0.0313269 0.0248368
3.2 1.194 1 1 4.5 -0.0345642 0.0260384
3.2 1.194 1 1 5 -0.0375133 0.0287686
3.2 1.194 1 1 5.5 -0.0390094 0.0299592

3.3 1.194 1 1 0 0.052197 0.000832103
3.3 1.194 1 1 0.5 0.0356173 0.00609941
3.3 1.194 1 1 1 0.0185817 0.00979895
3.3 1.194 1 1 1.5 0.00550409 0.0122355
3.3 1.194 1 1 2 -0.00537165 0.0154857
3.3 1.194 1 1 2.5 -0.0138661 0.0175967
3.3 1.194 1 1 3 -0.0192672 0.0196567
3.3 1.194 1 1 3.5 -0.0252636 0.0216441
3.3 1.194 1 1 4 -0.0274587 0.0242352
3.3 1.194 1 1 4.5 -0.0326771 0.0255447
3.3 1.194 1 1 5 -0.0365563 0.0271495
3.3 1.194 1 1 5.5 -0.0397062 0.029064

3.4 1.194 1 1 0 0.0510066 0.000823557
3.4 1.194 1 1 0.5 0.0349427 0.00609559
3.4 1.194 1 1 1 0.0190057 0.00956761
3.4 1.194 1 1 1.5 0.00510898 0.0125647
3.4 1.194 1 1 2 -0.00466484 0.0154042
3.4 1.194 1 1 2.5 -0.0128702 0.0173212
3.4 1.194 1 1 3 -0.0184297 0.0194233
3.4 1.194 1 1 3.5 -0.0243944 0.0218344
3.4 1.194 1 1 4 -0.0289926 0.0237616
3.4 1.194 1 1 4.5 -0.0326552 0.0257294
3.4 1.194 1 1 5 -0.0353675 0.0272925
3.4 1.194 1 1 5.5 -0.0389887 0.0281272

3.5 1.194 1 1 0 0.0499205 0.000807911
3.5 1.194 1 1 0.5 0.034398 0.00575511
3.5 1.194 1 1 1 0.0186462 0.00945485
3.5 1.194 1 1 1.5 0.00584089 0.0115821
3.5 1.194 1 1 2 -0.0037961 0.0139763
3.5 1.194 1 1 2.5 -0.0116408 0.0169836
3.5 1.194 1 1 3 -0.0191946 0.0192794
3.5 1.194 1 1 3.5 -0.0233122 0.0207191
3.5 1.194 1 1 4 -0.0275197 0.022913
3.5 1.194 1 1 4.5 -0.0321291 0.0241877
3.5 1.194 1 1 5 -0.0347289 0.0282853
3.5 1.194 1 1 5.5 -0.0373665 0.0285533

3.6 1.194 1 1 0 0.0487388 0.000799932
3.6 1.194 1 1 0.5 0.0340657 0.00572799
3.6 1.194 1 1 1 0.0191986 0.00880112
3.6 1.194 1 1 1.5 0.00599998 0.011305
3.6 1.194 1 1 2 -0.00271528 0.0138403
3.6 1.194 1 1 2.5 -0.0105727 0.0166312
3.6 1.194 1 1 3 -0.016837 0.0188249
3.6 1.194 1 1 3.5 -0.0231836 0.0205658
3.6 1.194 1 1 4 -0.0273257 0.0219566
3.6 1.194 1 1 4.5 -0.0316016 0.024386
3.6 1.194 1 1 5 -0.0352525 0.0265926
3.6 1.194 1 1 5.5 -0.0382307 0.0291678

3.7 1.194 1 1 0 0.0477325 0.000827913
3.7 1.194 1 1 0.5 0.0337915 0.00585351
3.7 1.194 1 1 1 0.0193609 0.0086495
3.7 1.194 1 1 1.5 0.00685972 0.0112982
3.7 1.194 1 1 2 -0.0029493 0.0134509
3.7 1.194 1 1 2.5 -0.0112434 0.0164227
3.7 1.194 1 1 3 -0.0168724 0.0182462
3.7 1.194 1 1 3.5 -0.022246 0.0194636
3.7 1.194 1 1 4 -0.0266264 0.02296
3.7 1.194 1 1 4.5 -0.0315932 0.0241326
3.7 1.194 1 1 5 -0.0337585 0.0264857
3.7 1.194 1 1 5.5 -0.0373809 0.0270094

3.8 1.194 1 1 0 0.0467082 0.000836034
3.8 1.194 1 1 0.5 0.0334781 0.00556854
3.8 1.194 1 1 1 0.018744 0.00840745
3.8 1.194 1 1 1.5 0.00708891 0.0113671
3.8 1.194 1 1 2 -0.00170941 0.0137508
3.8 1.194 1 1 2.5 -0.0100514 0.0160996
3.8 1.194 1 1 3 -0.0156748 0.0184121
3.8 1.194 1 1 3.5 -0.0206073 0.0207822
3.8 1.194 1 1 4 -0.026757 0.0219426
3.8 1.194 1 1 4.5 -0.0304564 0.0236251
3.8 1.194 1 1 5 -0.0333265 0.0250516
3.8 1.194 1 1 5.5 -0.0359848 0.0273517

3.9 1.194 1 1 0 0.0457623 0.00084287
3.9 1.194 1 1 0.5 0.0328787 0.00543128
3.9 1.194 1 1 1 0.0188161 0.00804401
3.9 1.194 1 1 1.5 0.00768508 0.0105977
3.9 1.194 1 1 2 -0.00248838 0.0135999
3.9 1.194 1 1 2.5 -0.0093634 0.0151707
3.9 1.194 1 1 3 -0.0159875 0.0175516
3.9 1.194 1 1 3.5 -0.019743 0.0202412
3.9 1.194 1 1 4 -0.0257614 0.022052
3.9 1.194 1 1 4.5 -0.0294552 0.0228497
3.9 1.194 1 1 5 -0.0345682 0.0267659
3.9 1.194 1 1 5.5 -0.0346147 0.0265632

4 1.194 1 1 0 0.0448806 0.00083242
4 1.194 1 1 0.5 0.0321981 0.0053811
4 1.194 1 1 1 0.0190386 0.00798883
4 1.194 1 1 1.5 0.0072283 0.0107175
4 1.194 1 1 2 -0.000437015 0.0126993
4 1.194 1 1 2.5 -0.0090735 0.014938
4 1.194 1 1 3 -0.0148765 0.0175086
4 1.194 1 1 3.5 -0.0213295 0.019384
4 1.194 1 1 4 -0.0244715 0.0209361
4 1.194 1 1 4.5 -0.029221 0.0232115
4 1.194 1 1 5 -0.0313038 0.0245805
4 1.194 1 1 5.5 -0.034812 0.0256018

4.1 1.194 1 1 0 0.0439417 0.000827032
4.1 1.194 1 1 0.5 0.0318543 0.00533209
4.1 1.194 1 1 1 0.0191046 0.00793384
4.1 1.194 1 1 1.5 0.00802696 0.0101497
4.1 1.194 1 1 2 -0.00106386 0.0128643
4.1 1.194 1 1 2.5 -0.00768932 0.0147505
4.1 1.194 1 1 3 -0.0156038 0.0171607
4.1 1.194 1 1 3.5 -0.0210659 0.0189531
4.1 1.194 1 1 4 -0.0237801 0.020987
4.1 1.194 1 1 4.5 -0.0280035 0.0224739
4.1 1.194 1 1 5 -0.031713 0.0248045
4.1 1.194 1 1 5.5 -0.0345111 0.0268288

4.2 1.194 1 1 0 0.043023 0.000832636
4.2 1.194 1 1 0.5 0.031538 0.00521348
4.2 1.194 1 1 1 0.0194715 0.00780268
4.2 1.194 1 1 1.5 0.00828048 0.0101131
4.2 1.194 1 1 2 -0.000988592 0.0125644
4.2 1.194 1 1 2.5 -0.00805344 0.0149361
4.2 1.194 1 1 3 -0.0136959 0.0169113
4.2 1.194 1 1 3.5 -0.0190421 0.0183885
4.2 1.194 1 1 4 -0.024635 0.0206856
4.2 1.194 1 1 4.5 -0.0275884 0.0215775
