alpha b0 d sigma tau Gmean Gstd
0.7 1.035 1 1.5 2 -0.0564803 0.041754
0.7 1.035 1 1.5 2.5 -0.0607232 0.0454757
0.7 1.035 1 1.5 3 -0.0646901 0.0475104
0.7 1.035 1 1.5 3.5 -0.0695953 0.054932
0.7 1.035 1 1.5 4 -0.0695206 0.0576919
0.7 1.035 1 1.5 4.5 -0.0742552 0.0611467
0.7 1.035 1 1.5 5 -0.0784856 0.0641256
0.7 1.035 1 1.5 5.5 -0.0776971 0.0691637

0.8 1.035 1 1.5 0 0.129952 0.00142491
0.8 1.035 1 1.5 0.5 0.00836567 0.0190478
0.8 1.035 1 1.5 1 -0.0330627 0.0278674
0.8 1.035 1 1.5 1.5 -0.0519834 0.0345129
0.8 1.035 1 1.5 2 -0.0630612 0.0375186
0.8 1.035 1 1.5 2.5 -0.0690755 0.0431862
0.8 1.035 1 1.5 3 -0.0764668 0.0481669
0.8 1.035 1 1.5 3.5 -0.0775735 0.0520703
0.8 1.035 1 1.5 4 -0.0786881 0.0546734
0.8 1.035 1 1.5 4.5 -0.0812501 0.0589588
0.8 1.035 1 1.5 5 -0.0885856 0.0628024
0.8 1.035 1 1.5 5.5 -0.0877102 0.0661961

0.9 1.035 1 1.5 0 0.122614 0.001317
0.9 1.035 1 1.5 0.5 0.00681264 0.0181528
0.9 1.035 1 1.5 1 -0.0362562 0.0259538
0.9 1.035 1 1.5 1.5 -0.0557986 0.0321153
0.9 1.035 1 1.5 2 -0.0701263 0.0363506
0.9 1.035 1 1.5 2.5 -0.0769589 0.0429154
0.9 1.035 1 1.5 3 -0.0856467 0.0442526
0.9 1.035 1 1.5 3.5 -0.0856772 0.0524589
0.9 1.035 1 1.5 4 -0.0932835 0.0529139
0.9 1.035 1 1.5 4.5 -0.0909858 0.0563009
0.9 1.035 1 1.5 5 -0.0943579 0.0600623
0.9 1.035 1 1.5 5.5 -0.0950326 0.0645616

1 1.035 1 1.5 0 0.11617 0.00129327
1 1.035 1 1.5 0.5 0.00691912 0.0173984
1 1.035 1 1.5 1 -0.0379284 0.0242463
1 1.035 1 1.5 1.5 -0.0590739 0.0311568
1 1.035 1 1.5 2 -0.0732635 0.0373553
1 1.035 1 1.5 2.5 -0.0809612 0.0395916
1 1.035 1 1.5 3 -0.0909935 0.0449938
1 1.035 1 1.5 3.5 -0.0932103 0.0497361
1 1.035 1 1.5 4 -0.0987013 0.0523262
1 1.035 1 1.5 4.5 -0.0953664 0.0580181
1 1.035 1 1.5 5 -0.101869 0.0572061
1 1.035 1 1.5 5.5 -0.105503 0.0586148

1.1 1.035 1 1.5 0 0.110286 0.00123324
1.1 1.035 1 1.5 0.5 0.00809405 0.0161103
1.1 1.035 1 1.5 1 -0.0387165 0.0238118
1.1 1.035 1 1.5 1.5 -0.0621953 0.0287317
1.1 1.035 1 1.5 2 -0.075504 0.0355298
1.1 1.035 1 1.5 2.5 -0.0854843 0.0390027
1.1 1.035 1 1.5 3 -0.0914201 0.0423306
1.1 1.035 1 1.5 3.5 -0.098021 0.0480122
1.1 1.035 1 1.5 4 -0.100997 0.0507783
1.1 1.035 1 1.5 4.5 -0.103077 0.0527449
1.1 1.035 1 1.5 5 -0.106843 0.0552419
1.1 1.035 1 1.5 5.5 -0.107321 0.0583715

1.2 1.035 1 1.5 0 0.104545 0.00122827
1.2 1.035 1 1.5 0.5 0.0091457 0.0151509
1.2 1.035 1 1.5 1 -0.0381686 0.0236222
1.2 1.035 1 1.5 1.5 -0.0632713 0.0284603
1.2 1.035 1 1.5 2 -0.0797327 0.0344554
1.2 1.035 1 1.5 2.5 -0.0895531 0.0366807
1.2 1.035 1 1.5 3 -0.0970656 0.0431068
1.2 1.035 1 1.5 3.5 -0.099064 0.0451158
1.2 1.035 1 1.5 4 -0.105779 0.0489576
1.2 1.035 1 1.5 4.5 -0.108587 0.0524742
1.2 1.035 1 1.5 5 -0.112525 0.0558646
1.2 1.035 1 1.5 5.5 -0.115415 0.0566729

1.3 1.035 1 1.5 0 0.0998187 0.00118547
1.3 1.035 1 1.5 0.5 0.00998877 0.0149242
1.3 1.035 1 1.5 1 -0.0369796 0.021741
1.3 1.035 1 1.5 1.5 -0.0631352 0.0270561
1.3 1.035 1 1.5 2 -0.0771667 0.033313
1.3 1.035 1 1.5 2.5 -0.0900575 0.0371428
1.3 1.035 1 1.5 3 -0.0974832 0.0407599
1.3 1.035 1 1.5 3.5 -0.105599 0.043762
1.3 1.035 1 1.5 4 -0.1097 0.0455275
1.3 1.035 1 1.5 4.5 -0.112874 0.0503447
1.3 1.035 1 1.5 5 -0.116377 0.0550929
1.3 1.035 1 1.5 5.5 -0.118884 0.0563406

1.4 1.035 1 1.5 0 0.0955515 0.00120609
1.4 1.035 1 1.5 0.5 0.0114298 0.014362
1.4 1.035 1 1.5 1 -0.0365015 0.0218347
1.4 1.035 1 1.5 1.5 -0.0617641 0.0266979
1.4 1.035 1 1.5 2 -0.0800889 0.0320509
1.4 1.035 1 1.5 2.5 -0.0912358 0.0372329
1.4 1.035 1 1.5 3 -0.0995873 0.0428346
1.4 1.035 1 1.5 3.5 -0.102685 0.043996
1.4 1.035 1 1.5 4 -0.109899 0.0471224
1.4 1.035 1 1.5 4.5 -0.113737 0.0483732
1.4 1.035 1 1.5 5 -0.115086 0.0511247
1.4 1.035 1 1.5 5.5 -0.122521 0.056699

1.5 1.035 1 1.5 0 0.0916212 0.00113337
1.5 1.035 1 1.5 0.5 0.013101 0.0137434
1.5 1.035 1 1.5 1 -0.0351099 0.0213592
1.5 1.035 1 1.5 1.5 -0.062395 0.0266797
1.5 1.035 1 1.5 2 -0.081081 0.0321835
1.5 1.035 1 1.5 2.5 -0.0931099 0.0359962
1.5 1.035 1 1.5 3 -0.103899 0.0385758
1.5 1.035 1 1.5 3.5 -0.10515 0.0413942
1.5 1.035 1 1.5 4 -0.109216 0.0450242
1.5 1.035 1 1.5 4.5 -0.117709 0.048453
1.5 1.035 1 1.5 5 -0.119356 0.0496296
1.5 1.035 1 1.5 5.5 -0.123312 0.0517734

1.6 1.035 1 1.5 0 0.0878946 0.00111157
1.6 1.035 1 1.5 0.5 0.0142143 0.0135321
1.6 1.035 1 1.5 1 -0.0330328 0.0191598
1.6 1.035 1 1.5 1.5 -0.0611209 0.0261962
1.6 1.035 1 1.5 2 -0.0786509 0.029619
1.6 1.035 1 1.5 2.5 -0.0917695 0.0338286
1.6 1.035 1 1.5 3 -0.0982633 0.0387753
1.6 1.035 1 1.5 3.5 -0.102749 0.0415777
1.6 1.035 1 1.5 4 -0.113463 0.0430802
1.6 1.035 1 1.5 4.5 -0.117632 0.0460799
1.6 1.035 1 1.5 5 -0.119786 0.0519258
1.6 1.035 1 1.5 5.5 -0.125299 0.0524787

1.7 1.035 1 1.5 0 0.0845143 0.00106614
1.7 1.035 1 1.5 0.5 0.0146549 0.0139369
1.7 1.035 1 1.5 1 -0.0327791 0.0200145
1.7 1.035 1 1.5 1.5 -0.0585602 0.0249918
1.7 1.035 1 1.5 2 -0.0801467 0.0293619
1.7 1.035 1 1.5 2.5 -0.0902478 0.0336846
1.7 1.035 1 1.5 3 -0.099412 0.0367704
1.7 1.035 1 1.5 3.5 -0.107374 0.0385817
1.7 1.035 1 1.5 4 -0.112381 0.0430007
1.7 1.035 1 1.5 4.5 -0.118654 0.0454564
1.7 1.035 1 1.5 5 -0.122939 0.0492713
1.7 1.035 1 1.5 5.5 -0.125894 0.0508305

1.8 1.035 1 1.5 0 0.081459 0.00106631
1.8 1.035 1 1.5 0.5 0.0165685 0.013252
1.8 1.035 1 1.5 1 -0.0304116 0.018988
1.8 1.035 1 1.5 1.5 -0.0578631 0.0256818
1.8 1.035 1 1.5 2 -0.0778524 0.0288424
1.8 1.035 1 1.5 2.5 -0.0885571 0.0334974
1.8 1.035 1 1.5 3 -0.0984443 0.0371198
1.8 1.035 1 1.5 3.5 -0.106628 0.0407538
1.8 1.035 1 1.5 4 -0.113332 0.0451418
1.8 1.035 1 1.5 4.5 -0.120297 0.0456073
1.8 1.035 1 1.5 5 -0.122249 0.0485315
1.8 1.035 1 1.5 5.5 -0.126608 0.0517299

1.9 1.035 1 1.5 0 0.0786009 0.00109935
1.9 1.035 1 1.5 0.5 0.0169191 0.0121156
1.9 1.035 1 1.5 1 -0.0291592 0.0191595
1.9 1.035 1 1.5 1.5 -0.0565461 0.0241664
1.9 1.035 1 1.5 2 -0.075987 0.0277971
1.9 1.035 1 1.5 2.5 -0.0901015 0.0308091
1.9 1.035 1 1.5 3 -0.0987184 0.0373027
1.9 1.035 1 1.5 3.5 -0.107665 0.0388952
1.9 1.035 1 1.5 4 -0.111565 0.0419316
1.9 1.035 1 1.5 4.5 -0.115935 0.0441806
1.9 1.035 1 1.5 5 -0.12151 0.0465153
1.9 1.035 1 1.5 5.5 -0.127179 0.0521916

2 1.035 1 1.5 0 0.0758826 0.00103806
2 1.035 1 1.5 0.5 0.0179769 0.0120501
2 1.035 1 1.5 1 -0.0264441 0.0181112
2 1.035 1 1.5 1.5 -0.0532334 0.0227697
2 1.035 1 1.5 2 -0.0736274 0.027602
2 1.035 1 1.5 2.5 -0.0880667 0.0307459
2 1.035 1 1.5 3 -0.0985021 0.0348312
2 1.035 1 1.5 3.5 -0.106124 0.0368674
2 1.035 1 1.5 4 -0.11262 0.0410231
2 1.035 1 1.5 4.5 -0.117328 0.0428775
2 1.035 1 1.5 5 -0.12448 0.0471626
2 1.035 1 1.5 5.5 -0.125754 0.0492292

2.1 1.035 1 1.5 0 0.0733862 0.00103294
2.1 1.035 1 1.5 0.5 0.0188794 0.0117634
2.1 1.035 1 1.5 1 -0.0239674 0.0178519
2.1 1.035 1 1.5 1.5 -0.0545684 0.023015
2.1 1.035 1 1.5 2 -0.0739817 0.0278073
2.1 1.035 1 1.5 2.5 -0.0849971 0.0297775
2.1 1.035 1 1.5 3 -0.0972534 0.0361535
2.1 1.035 1 1.5 3.5 -0.105244 0.0362865
2.1 1.035 1 1.5 4 -0.111629 0.0390439
2.1 1.035 1 1.5 4.5 -0.118656 0.0428227
2.1 1.035 1 1.5 5 -0.121058 0.0460496
2.1 1.035 1 1.5 5.5 -0.12728 0.0493542

2.2 1.035 1 1.5 0 0.0709976 0.00106013
2.2 1.035 1 1.5 0.5 0.0188712 0.0108725
2.2 1.035 1 1.5 1 -0.0234791 0.0172781
2.2 1.035 1 1.5 1.5 -0.0517162 0.0221163
2.2 1.035 1 1.5 2 -0.0698631 0.025802
2.2 1.035 1 1.5 2.5 -0.0832791 0.0293724
2.2 1.035 1 1.5 3 -0.0938025 0.0332377
2.2 1.035 1 1.5 3.5 -0.103444 0.0358834
2.2 1.035 1 1.5 4 -0.112109 0.0383503
2.2 1.035 1 1.5 4.5 -0.114958 0.0413508
2.2 1.035 1 1.5 5 -0.121658 0.0456981
2.2 1.035 1 1.5 5.5 -0.123428 0.0459197

2.3 1.035 1 1.5 0 0.0688217 0.0010292
2.3 1.035 1 1.5 0.5 0.0202561 0.0105733
2.3 1.035 1 1.5 1 -0.0216868 0.0169004
2.3 1.035 1 1.5 1.5 -0.0497172 0.0221924
2.3 1.035 1 1.5 2 -0.0687246 0.0260955
2.3 1.035 1 1.5 2.5 -0.082812 0.0308225
2.3 1.035 1 1.5 3 -0.0953575 0.0313509
2.3 1.035 1 1.5 3.5 -0.102728 0.0355792
2.3 1.035 1 1.5 4 -0.108903 0.0373128
2.3 1.035 1 1.5 4.5 -0.11482 0.0419202
2.3 1.035 1 1.5 5 -0.119319 0.044563
2.3 1.035 1 1.5 5.5 -0.124464 0.04521

2.4 1.035 1 1.5 0 0.066787 0.00104249
2.4 1.035 1 1.5 0.5 0.0210897 0.0106547
2.4 1.035 1 1.5 1 -0.0203093 0.0166191
2.4 1.035 1 1.5 1.5 -0.0467639 0.02161
2.4 1.035 1 1.5 2 -0.067532 0.0248212
2.4 1.035 1 1.5 2.5 -0.0800733 0.0294128
2.4 1.035 1 1.5 3 -0.0920691 0.0325148
2.4 1.035 1 1.5 3.5 -0.100613 0.0369754
2.4 1.035 1 1.5 4 -0.107771 0.0390149
2.4 1.035 1 1.5 4.5 -0.116545 0.0417871
2.4 1.035 1 1.5 5 -0.121367 0.0431022
2.4 1.035 1 1.5 5.5 -0.1223 0.0451305

2.5 1.035 1 1.5 0 0.0648422 0.00103041
2.5 1.035 1 1.5 0.5 0.021396 0.0102397
2.5 1.035 1 1.5 1 -0.0182571 0.0164579
2.5 1.035 1 1.5 1.5 -0.0450118 0.0207152
2.5 1.035 1 1.5 2 -0.0648223 0.0237475
2.5 1.035 1 1.5 2.5 -0.0799507 0.0280756
2.5 1.035 1 1.5 3 -0.0900118 0.0317863
2.5 1.035 1 1.5 3.5 -0.0986743 0.0344312
2.5 1.035 1 1.5 4 -0.10781 0.0377875
2.5 1.035 1 1.5 4.5 -0.113426 0.0400952
2.5 1.035 1 1.5 5 -0.116855 0.0419018
2.5 1.035 1 1.5 5.5 -0.120381 0.0456535

2.6 1.035 1 1.5 0 0.0630076 0.00101081
2.6 1.035 1 1.5 0.5 0.0211331 0.0101333
2.6 1.035 1 1.5 1 -0.0163178 0.0150803
2.6 1.035 1 1.5 1.5 -0.0440189 0.0205486
2.6 1.035 1 1.5 2 -0.0635285 0.025301
2.6 1.035 1 1.5 2.5 -0.0783447 0.0285255
2.6 1.035 1 1.5 3 -0.0894149 0.0298932
2.6 1.035 1 1.5 3.5 -0.0983605 0.0337355
2.6 1.035 1 1.5 4 -0.104823 0.0380574
2.6 1.035 1 1.5 4.5 -0.111422 0.0395608
2.6 1.035 1 1.5 5 -0.117085 0.0412087
2.6 1.035 1 1.5 5.5 -0.121582 0.0446107

2.7 1.035 1 1.5 0 0.0612304 0.00105092
2.7 1.035 1 1.5 0.5 0.0218536 0.0099964
2.7 1.035 1 1.5 1 -0.0160584 0.0147614
2.7 1.035 1 1.5 1.5 -0.0417786 0.0196402
2.7 1.035 1 1.5 2 -0.0617367 0.0241213
2.7 1.035 1 1.5 2.5 -0.0768503 0.0274423
2.7 1.035 1 1.5 3 -0.0865695 0.0322483
2.7 1.035 1 1.5 3.5 -0.0969296 0.0325868
2.7 1.035 1 1.5 4 -0.104987 0.0364025
2.7 1.035 1 1.5 4.5 -0.109945 0.0383972
2.7 1.035 1 1.5 5 -0.118218 0.0423188
2.7 1.035 1 1.5 5.5 -0.1211 0.0423599

2.8 1.035 1 1.5 0 0.0596574 0.00104493
2.8 1.035 1 1.5 0.5 0.0221945 0.00964153
2.8 1.035 1 1.5 1 -0.0139433 0.0141175
2.8 1.035 1 1.5 1.5 -0.0406873 0.0193499
2.8 1.035 1 1.5 2 -0.059584 0.0234506
2.8 1.035 1 1.5 2.5 -0.0739094 0.0266554
2.8 1.035 1 1.5 3 -0.0840523 0.0290088
2.8 1.035 1 1.5 3.5 -0.0944073 0.0320934
2.8 1.035 1 1.5 4 -0.10258 0.0346162
2.8 1.035 1 1.5 4.5 -0.111401 0.0384039
2.8 1.035 1 1.5 5 -0.112818 0.0398053
2.8 1.035 1 1.5 5.5 -0.120258 0.0445229

2.9 1.035 1 1.5 0 0.0580244 0.00104746
2.9 1.035 1 1.5 0.5 0.0217634 0.009301
2.9 1.035 1 1.5 1 -0.0123484 0.0139594
2.9 1.035 1 1.5 1.5 -0.039467 0.0185012
2.9 1.035 1 1.5 2 -0.0573833 0.0230225
2.9 1.035 1 1.5 2.5 -0.07153 0.0260258
2.9 1.035 1 1.5 3 -0.0852648 0.0307456
2.9 1.035 1 1.5 3.5 -0.0947159 0.0325726
2.9 1.035 1 1.5 4 -0.100249 0.0348304
2.9 1.035 1 1.5 4.5 -0.106381 0.0386985
2.9 1.035 1 1.5 5 -0.114455 0.0413133
2.9 1.035 1 1.5 5.5 -0.117621 0.0427147

3 1.035 1 1.5 0 0.0565797 0.00103208
3 1.035 1 1.5 0.5 0.0219841 0.00881763
3 1.035 1 1.5 1 -0.0107184 0.0136473
3 1.035 1 1.5 1.5 -0.0382233 0.0182966
3 1.035 1 1.5 2 -0.0573765 0.0222444
3 1.035 1 1.5 2.5 -0.0700532 0.0258278
3 1.035 1 1.5 3 -0.0825043 0.0298226
3 1.035 1 1.5 3.5 -0.0923983 0.031982
3 1.035 1 1.5 4 -0.100617 0.0350356
3 1.035 1 1.5 4.5 -0.105744 0.0368421
3 1.035 1 1.5 5 -0.11011 0.0390477
3 1.035 1 1.5 5.5 -0.118842 0.0416708

3.1 1.035 1 1.5 0 0.0551606 0.0010128
3.1 1.035 1 1.5 0.5 0.0224795 0.00891291
3.1 1.035 1 1.5 1 -0.0104202 0.0139664
3.1 1.035 1 1.5 1.5 -0.0353823 0.0183986
3.1 1.035 1 1.5 2 -0.0537857 0.022243
3.1 1.035 1 1.5 2.5 -0.0688918 0.0246504
3.1 1.035 1 1.5 3 -0.0803986 0.0279279
3.1 1.035 1 1.5 3.5 -0.0906313 0.0308597
3.1 1.035 1 1.5 4 -0.097536 0.0341132
3.1 1.035 1 1.5 4.5 -0.103774 0.0370969
3.1 1.035 1 1.5 5 -0.111052 0.0374671
3.1 1.035 1 1.5 5.5 -0.111681 0.0406444

3.2 1.035 1 1.5 0 0.0537909 0.00104553
3.2 1.035 1 1.5 0.5 0.0225513 0.00855806
3.2 1.035 1 1.5 1 -0.00876423 0.0130886
3.2 1.035 1 1.5 1.5 -0.0329716 0.0179703
3.2 1.035 1 1.5 2 -0.0527385 0.0218576
3.2 1.035 1 1.5 2.5 -0.0680852 0.0251588
3.2 1.035 1 1.5 3 -0.0793086 0.0279729
3.2 1.035 1 1.5 3.5 -0.088041 0.0303596
3.2 1.035 1 1.5 4 -0.0977798 0.0340154
3.2 1.035 1 1.5 4.5 -0.103332 0.036614
3.2 1.035 1 1.5 5 -0.109613 0.0398612
3.2 1.035 1 1.5 5.5 -0.118 0.0403508

3.3 1.035 1 1.5 0 0.0525561 0.00105286
3.3 1.035 1 1.5 0.5 0.0228932 0.00838163
3.3 1.035 1 1.5 1 -0.00780041 0.0134741
3.3 1.035 1 1.5 1.5 -0.0322156 0.0172493
3.3 1.035 1 1.5 2 -0.050478 0.0210431
3.3 1.035 1 1.5 2.5 -0.0643582 0.0246158
3.3 1.035 1 1.5 3 -0.0789318 0.0266055
3.3 1.035 1 1.5 3.5 -0.0872759 0.0308708
3.3 1.035 1 1.5 4 -0.0932629 0.0331185
3.3 1.035 1 1.5 4.5 -0.102185 0.0361751
3.3 1.035 1 1.5 5 -0.107483 0.0388819
3.3 1.035 1 1.5 5.5 -0.112995 0.0397561

3.4 1.035 1 1.5 0 0.0512883 0.0010282
3.4 1.035 1 1.5 0.5 0.0228823 0.00777963
3.4 1.035 1 1.5 1 -0.00720201 0.0125419
3.4 1.035 1 1.5 1.5 -0.0304711 0.0169749
3.4 1.035 1 1.5 2 -0.0495628 0.0206519
3.4 1.035 1 1.5 2.5 -0.0629802 0.0245786
3.4 1.035 1 1.5 3 -0.0765033 0.0286609
3.4 1.035 1 1.5 3.5 -0.0839162 0.0289999
3.4 1.035 1 1.5 4 -0.0938518 0.0333516
3.4 1.035 1 1.5 4.5 -0.0986342 0.0342702
3.4 1.035 1 1.5 5 -0.106416 0.0394541
3.4 1.035 1 1.5 5.5 -0.113034 0.0378409

3.5 1.035 1 1.5 0 0.0501047 0.00103234
3.5 1.035 1 1.5 0.5 0.0228225 0.00819792
3.5 1.035 1 1.5 1 -0.00654436 0.0122897
3.5 1.035 1 1.5 1.5 -0.0291025 0.016948
3.5 1.035 1 1.5 2 -0.0472731 0.0195529
3.5 1.035 1 1.5 2.5 -0.0621395 0.023213
3.5 1.035 1 1.5 3 -0.072995 0.0256354
3.5 1.035 1 1.5 3.5 -0.0841593 0.0281302
3.5 1.035 1 1.5 4 -0.092491 0.0319944
3.5 1.035 1 1.5 4.5 -0.0965196 0.0340848
3.5 1.035 1 1.5 5 -0.103684 0.0360529
3.5 1.035 1 1.5 5.5 -0.108897 0.0384071

3.6 1.035 1 1.5 0 0.0490269 0.00104408
3.6 1.035 1 1.5 0.5 0.0225143 0.00780042
3.6 1.035 1 1.5 1 -0.00432786 0.0118316
3.6 1.035 1 1.5 1.5 -0.0287265 0.0163369
3.6 1.035 1 1.5 2 -0.0453859 0.0203478
3.6 1.035 1 1.5 2.5 -0.0613184 0.0235678
3.6 1.035 1 1.5 3 -0.0726893 0.0263334
3.6 1.035 1 1.5 3.5 -0.0809906 0.028957
3.6 1.035 1 1.5 4 -0.0904681 0.0323822
3.6 1.035 1 1.5 4.5 -0.0968163 0.0326111
3.6 1.035 1 1.5 5 -0.104201 0.0360707
3.6 1.035 1 1.5 5.5 -0.106484 0.0400282

3.7 1.035 1 1.5 0 0.0480043 0.0010445
3.7 1.035 1 1.5 0.5 0.0228853 0.00764113
3.7 1.035 1 1.5 1 -0.00386724 0.0123392
3.7 1.035 1 1.5 1.5 -0.0265136 0.0161836
3.7 1.035 1 1.5 2 -0.0442544 0.0195098
3.7 1.035 1 1.5 2.5 -0.0578075 0.0226606
3.7 1.035 1 1.5 3 -0.0697135 0.0263599
3.7 1.035 1 1.5 3.5 -0.0797102 0.0287888
3.7 1.035 1 1.5 4 -0.0885047 0.0311873
3.7 1.035 1 1.5 4.5 -0.0948195 0.0338853
3.7 1.035 1 1.5 5 -0.10139 0.0369162
3.7 1.035 1 1.5 5.5 -0.105417 0.0371755

3.8 1.035 1 1.5 0 0.0469001 0.0010525
3.8 1.035 1 1.5 0.5 0.0226299 0.00747823
3.8 1.035 1 1.5 1 -0.00329191 0.0115411
3.8 1.035 1 1.5 1.5 -0.0246927 0.0157207
3.8 1.035 1 1.5 2 -0.0427234 0.0197062
3.8 1.035 1 1.5 2.5 -0.056185 0.0220178
3.8 1.035 1 1.5 3 -0.0676655 0.0240675
3.8 1.035 1 1.5 3.5 -0.0780271 0.0281223
3.8 1.035 1 1.5 4 -0.0865787 0.0307093
3.8 1.035 1 1.5 4.5 -0.0938626 0.0328131
3.8 1.035 1 1.5 5 -0.0995443 0.0350945
3.8 1.035 1 1.5 5.5 -0.10431 0.0364651

3.9 1.035 1 1.5 0 0.0459786 0.00106168
3.9 1.035 1 1.5 0.5 0.0224313 0.00713226
3.9 1.035 1 1.5 1 -0.0026791 0.0112042
3.9 1.035 1 1.5 1.5 -0.0236416 0.0158152
3.9 1.035 1 1.5 2 -0.0407274 0.018737
3.9 1.035 1 1.5 2.5 -0.0552028 0.0220452
3.9 1.035 1 1.5 3 -0.0673758 0.024697
3.9 1.035 1 1.5 3.5 -0.0768301 0.026244
3.9 1.035 1 1.5 4 -0.0854665 0.0311935
3.9 1.035 1 1.5 4.5 -0.0913831 0.0321759
