alpha b0 d sigma tau Gmean Gstd Tmean Tstd
9.3 1.25 1 1 0.5 0.0189665 0.00209582 100000 -nan
9.3 1.25 1 1.2 0.5 0.0178892 0.00273718 83909.9 28631.1
9.4 1.25 1 0.6 0.5 0.020899 0.00120711 100000 -nan
9.4 1.25 1 0.8 0.5 0.0202309 0.00164322 100000 -nan
9.4 1.25 1 1 0.5 0.0192058 0.00219134 100000 -nan
9.4 1.25 1 1.2 0.5 0.0175224 0.00290734 82741.1 29119.1
9.5 1.25 1 0.6 0.5 0.0206381 0.00118636 100000 -nan
9.5 1.25 1 0.8 0.5 0.0199357 0.00194903 100000 -nan
9.5 1.25 1 1 0.5 0.0186869 0.00220712 100000 -nan
9.5 1.25 1 1.2 0.5 0.0174313 0.00303667 84313.2 29080.7
9.6 1.25 1 0.6 0.5 0.020515 0.00112277 100000 -nan
9.6 1.25 1 0.8 0.5 0.0196213 0.00155487 100000 -nan
9.6 1.25 1 1 0.5 0.0191627 0.0022918 100000 -nan
9.6 1.25 1 1.2 0.5 0.0172886 0.00312278 85507.4 28540.3
9.7 1.25 1 0.6 0.5 0.0203577 0.00116723 100000 -nan
9.7 1.25 1 0.8 0.5 0.019754 0.00157197 100000 -nan
9.7 1.25 1 1 0.5 0.0186456 0.00226459 100000 -nan
9.7 1.25 1 1.2 0.5 0.0169745 0.0029216 86171.4 27562.6
9.8 1.25 1 0.6 0.5 0.020036 0.00124712 100000 -nan
9.8 1.25 1 0.8 0.5 0.0194543 0.00173838 100000 -nan
9.8 1.25 1 1 0.5 0.0187745 0.00208352 100000 -nan
9.8 1.25 1 1.2 0.5 0.0170586 0.00288285 85907.4 27720
9.9 1.25 1 0.6 0.5 0.019714 0.0011319 100000 -nan
9.9 1.25 1 0.8 0.5 0.0192891 0.00162125 100000 -nan
9.9 1.25 1 1 0.5 0.0178581 0.00219645 100000 -nan
9.9 1.25 1 1.2 0.5 0.0163868 0.0032372 85825.1 27815.3
10 1.25 1 0.6 0.5 0.0197421 0.00125258 100000 -nan
10 1.25 1 0.8 0.5 0.0191662 0.00163698 100000 -nan
10 1.25 1 1 0.5 0.0181348 0.0022493 100000 -nan
10 1.25 1 1.2 0.5 0.0165159 0.00271706 86492.5 27541.8
