alpha b0 d sigma tau Gmean Gstd Tmean Tstd
9.4 1.25 1 0.8 5 0.00922386 0.00565211 1758.71 1556.91
9.4 1.25 1 1 5 -0.00146692 0.00724311 281.633 204.618
9.4 1.25 1 1.2 5 -0.0299464 0.0134991 72.2088 50.008
9.5 1.25 1 0.6 5 0.0152507 0.00354475 91520.2 21552.4
9.5 1.25 1 0.8 5 0.0101194 0.00556404 1712.29 1504.69
9.5 1.25 1 1 5 -0.0011959 0.00808427 278.483 192.413
9.5 1.25 1 1.2 5 -0.0288543 0.0140273 71.414 50.3427
9.6 1.25 1 0.6 5 0.0150629 0.00353175 92416.7 21872.3
9.6 1.25 1 0.8 5 0.0106062 0.00466884 1829.23 1746.45
9.6 1.25 1 1 5 -0.00165941 0.00762901 288.253 201.265
9.6 1.25 1 1.2 5 -0.0296392 0.0134915 72.2048 51.9322
9.7 1.25 1 0.6 5 0.0150749 0.00390877 92861.1 20726.4
9.7 1.25 1 0.8 5 0.00912957 0.0049015 1873.68 1624.92
9.7 1.25 1 1 5 -0.000911072 0.00716308 294.492 216.767
9.7 1.25 1 1.2 5 -0.0296582 0.0124918 69.3954 48.1552
9.8 1.25 1 0.6 5 0.0153226 0.00348289 92278.7 21275.4
9.8 1.25 1 0.8 5 0.00930055 0.0052263 1859.1 1707.21
9.8 1.25 1 1 5 0.000235839 0.0070005 297.489 213.18
9.8 1.25 1 1.2 5 -0.0286906 0.0113648 72.7008 51.9311
9.9 1.25 1 0.6 5 0.0151307 0.00313805 92705.4 20934.6
9.9 1.25 1 0.8 5 0.0091082 0.00529388 1928.95 1776.79
9.9 1.25 1 1 5 -0.000592511 0.00732348 296.7 218.22
9.9 1.25 1 1.2 5 -0.0273475 0.0119629 72.0049 53.0546
10 1.25 1 0.6 5 0.014851 0.0034053 93617.8 19656.1
10 1.25 1 0.8 5 0.00908522 0.00465324 1860.72 1781.36
10 1.25 1 1 5 -0.00151679 0.00832743 289.473 215.776
10 1.25 1 1.2 5 -0.0284093 0.0111839 70.7905 46.7086
