alpha b0 d sigma tau Gmean Gstd Tmean Tstd
0.9 1.25 1 1 0.5 0.0646077 0.0121937 1620.24 1621.6
0.9 1.25 1 1.2 0.5 0.0325425 0.0133516 214.449 182.496
1 1.25 1 0.6 0.5 0.0984749 0.00490361 100000 -nan
1 1.25 1 0.8 0.5 0.0841344 0.00843703 85115.3 28479.1
1 1.25 1 1 0.5 0.0641882 0.0105682 2089.05 1973.38
1 1.25 1 1.2 0.5 0.0362326 0.0126981 239.052 211.739
1.1 1.25 1 0.6 0.5 0.0939864 0.00469046 100000 -nan
1.1 1.25 1 0.8 0.5 0.0813318 0.00902589 91984.8 21716.6
1.1 1.25 1 1 0.5 0.0627145 0.00954319 2631.2 2613.97
1.1 1.25 1 1.2 0.5 0.03528 0.0131545 277.992 255.614
1.2 1.25 1 0.6 0.5 0.0906579 0.00488701 100000 -nan
1.2 1.25 1 0.8 0.5 0.078415 0.00726828 95597.5 16364.9
1.2 1.25 1 1 0.5 0.063098 0.00951997 3658.61 3645.78
1.2 1.25 1 1.2 0.5 0.0363136 0.0125011 304.052 260.318
1.3 1.25 1 0.6 0.5 0.0876163 0.00467299 100000 -nan
1.3 1.25 1 0.8 0.5 0.0766556 0.00768591 97405.9 12768.9
1.3 1.25 1 1 0.5 0.0609074 0.00858406 4898.21 4910.89
1.3 1.25 1 1.2 0.5 0.0390657 0.0119593 367.888 323.224
1.4 1.25 1 0.6 0.5 0.0830588 0.00409727 100000 -nan
1.4 1.25 1 0.8 0.5 0.0737168 0.00661164 98375.8 10127.6
1.4 1.25 1 1 0.5 0.0592782 0.00978484 6268.56 6025.27
1.4 1.25 1 1.2 0.5 0.0390671 0.012769 410.593 376.71
1.5 1.25 1 0.6 0.5 0.0801819 0.00469107 100000 -nan
1.5 1.25 1 0.8 0.5 0.0707131 0.00626185 99546.9 5780.92
1.5 1.25 1 1 0.5 0.0594427 0.00813953 8903.06 8898.32
1.5 1.25 1 1.2 0.5 0.0370145 0.0114071 456.881 435.572
1.6 1.25 1 0.6 0.5 0.0774528 0.00437995 100000 -nan
1.6 1.25 1 0.8 0.5 0.0692472 0.00659947 99443.8 5701.64
1.6 1.25 1 1 0.5 0.0572029 0.00694137 11335.5 11000.7
1.6 1.25 1 1.2 0.5 0.0410456 0.0104993 531.508 500.172
1.7 1.25 1 0.6 0.5 0.0748335 0.00459944 100000 -nan
1.7 1.25 1 0.8 0.5 0.0671337 0.00632733 99813.2 2892.2
1.7 1.25 1 1 0.5 0.0557014 0.00759104 15158 14259.4
1.7 1.25 1 1.2 0.5 0.0401217 0.0131479 592.56 563.616
1.8 1.25 1 0.6 0.5 0.0733939 0.00371616 100000 -nan
1.8 1.25 1 0.8 0.5 0.066094 0.00607992 99904.9 3005.42
1.8 1.25 1 1 0.5 0.0554625 0.00650843 19893.7 18993.2
1.8 1.25 1 1.2 0.5 0.0396462 0.0108327 693.259 638.85
1.9 1.25 1 0.6 0.5 0.0702141 0.00357426 100000 -nan
1.9 1.25 1 0.8 0.5 0.0641144 0.00546637 99960.3 1011.82
1.9 1.25 1 1 0.5 0.053524 0.00745187 26166.2 24993.3
1.9 1.25 1 1.2 0.5 0.042088 0.00994504 807.507 797.702
2 1.25 1 0.6 0.5 0.0682208 0.00402909 100000 -nan
2 1.25 1 0.8 0.5 0.0626614 0.00513261 99981.5 584.315
2 1.25 1 1 0.5 0.0532502 0.00735679 34726.1 29591.6
2 1.25 1 1.2 0.5 0.0384468 0.00899392 904.296 840.142
2.1 1.25 1 0.6 0.5 0.0663062 0.00369195 100000 -nan
2.1 1.25 1 0.8 0.5 0.0611864 0.00586383 99916 2655.11
2.1 1.25 1 1 0.5 0.0514466 0.00652089 42517.4 32884.1
2.1 1.25 1 1.2 0.5 0.03941 0.00896918 1081.06 1057.83
2.2 1.25 1 0.6 0.5 0.0639091 0.00334646 100000 -nan
2.2 1.25 1 0.8 0.5 0.0592461 0.00456352 100000 -nan
2.2 1.25 1 1 0.5 0.0503352 0.00705236 51276.2 35186
2.2 1.25 1 1.2 0.5 0.0391277 0.00815182 1198.82 1142.62
2.3 1.25 1 0.6 0.5 0.0622904 0.00370571 100000 -nan
2.3 1.25 1 0.8 0.5 0.0573331 0.00494369 100000 -nan
2.3 1.25 1 1 0.5 0.0504218 0.0063389 59152.2 36163.2
2.3 1.25 1 1.2 0.5 0.0386131 0.00874932 1314.01 1320.11
2.4 1.25 1 0.6 0.5 0.0604128 0.00356267 100000 -nan
2.4 1.25 1 0.8 0.5 0.0562616 0.00438356 100000 -nan
2.4 1.25 1 1 0.5 0.049692 0.0064151 66235.3 35229.2
2.4 1.25 1 1.2 0.5 0.0366958 0.00841587 1448.62 1395.44
2.5 1.25 1 0.6 0.5 0.0587611 0.00348322 100000 -nan
2.5 1.25 1 0.8 0.5 0.0550019 0.00438802 100000 -nan
2.5 1.25 1 1 0.5 0.0481771 0.00667239 73741.9 33163.1
2.5 1.25 1 1.2 0.5 0.0385965 0.00827794 1591.56 1590.83
2.6 1.25 1 0.6 0.5 0.0577012 0.00341108 100000 -nan
2.6 1.25 1 0.8 0.5 0.0539297 0.00424019 100000 -nan
2.6 1.25 1 1 0.5 0.0470216 0.00598825 78444.3 32132.5
2.6 1.25 1 1.2 0.5 0.0364359 0.00815114 1861.69 1810.03
2.7 1.25 1 0.6 0.5 0.0561275 0.00270957 100000 -nan
2.7 1.25 1 0.8 0.5 0.0517958 0.00428305 100000 -nan
2.7 1.25 1 1 0.5 0.046802 0.00517111 82762.2 29798.6
2.7 1.25 1 1.2 0.5 0.0376319 0.00769007 2160.19 2049.81
2.8 1.25 1 0.6 0.5 0.0550041 0.00306228 100000 -nan
2.8 1.25 1 0.8 0.5 0.0514814 0.00400692 100000 -nan
2.8 1.25 1 1 0.5 0.0456538 0.00548378 87469.1 26599.1
2.8 1.25 1 1.2 0.5 0.035698 0.00725117 2517.6 2395.81
2.9 1.25 1 0.6 0.5 0.0538733 0.00292496 100000 -nan
2.9 1.25 1 0.8 0.5 0.0493453 0.00397575 100000 -nan
2.9 1.25 1 1 0.5 0.0442029 0.00589459 88273.3 26195.7
2.9 1.25 1 1.2 0.5 0.0355229 0.00791874 2716.96 2594.51
3 1.25 1 0.6 0.5 0.0521999 0.00293511 100000 -nan
3 1.25 1 0.8 0.5 0.0490021 0.00343275 100000 -nan
3 1.25 1 1 0.5 0.0432671 0.00473956 92514.3 21427.7
3 1.25 1 1.2 0.5 0.0346456 0.00678163 3010.07 2934.15
3.1 1.25 1 0.6 0.5 0.0508979 0.00269756 100000 -nan
3.1 1.25 1 0.8 0.5 0.0474582 0.00387205 100000 -nan
3.1 1.25 1 1 0.5 0.0424476 0.00570586 93103.6 20315.4
3.1 1.25 1 1.2 0.5 0.0359509 0.00645062 3619.03 3617.1
3.2 1.25 1 0.6 0.5 0.0496355 0.00246236 100000 -nan
3.2 1.25 1 0.8 0.5 0.0464123 0.00324258 100000 -nan
3.2 1.25 1 1 0.5 0.0417303 0.00561604 95457 16379.1
3.2 1.25 1 1.2 0.5 0.0343398 0.00735381 3778.4 3610.92
3.3 1.25 1 0.6 0.5 0.0485277 0.0025672 100000 -nan
3.3 1.25 1 0.8 0.5 0.0465887 0.00346958 100000 -nan
3.3 1.25 1 1 0.5 0.0408661 0.00522747 96112.5 15396.6
3.3 1.25 1 1.2 0.5 0.0353637 0.00655149 4545.23 4565.71
3.4 1.25 1 0.6 0.5 0.0473013 0.00230098 100000 -nan
3.4 1.25 1 0.8 0.5 0.044361 0.00346952 100000 -nan
3.4 1.25 1 1 0.5 0.0401282 0.0045979 97188.1 13102.2
3.4 1.25 1 1.2 0.5 0.0339159 0.00542832 5031.77 4945.81
3.5 1.25 1 0.6 0.5 0.0462943 0.00260499 100000 -nan
3.5 1.25 1 0.8 0.5 0.0435862 0.00297982 100000 -nan
3.5 1.25 1 1 0.5 0.0399096 0.00408223 97851.7 11144.1
3.5 1.25 1 1.2 0.5 0.0328309 0.00591199 5000.02 4805.12
3.6 1.25 1 0.6 0.5 0.0459498 0.00244585 100000 -nan
3.6 1.25 1 0.8 0.5 0.0427938 0.00355118 100000 -nan
3.6 1.25 1 1 0.5 0.0382622 0.00428405 98402.4 9774.8
3.6 1.25 1 1.2 0.5 0.0334942 0.00620235 5854.28 5677.55
3.7 1.25 1 0.6 0.5 0.0447436 0.0023326 100000 -nan
3.7 1.25 1 0.8 0.5 0.0421564 0.00340214 100000 -nan
3.7 1.25 1 1 0.5 0.0386737 0.00448619 98734.3 9328.25
3.7 1.25 1 1.2 0.5 0.0326524 0.0056594 6528.39 6448.48
3.8 1.25 1 0.6 0.5 0.0439437 0.00241775 100000 -nan
3.8 1.25 1 0.8 0.5 0.0414764 0.00300896 100000 -nan
3.8 1.25 1 1 0.5 0.0380511 0.00378923 99165.3 6339.2
3.8 1.25 1 1.2 0.5 0.0332745 0.00606362 7421.97 6893.5
3.9 1.25 1 0.6 0.5 0.0436318 0.00213575 100000 -nan
3.9 1.25 1 0.8 0.5 0.041128 0.00321163 100000 -nan
3.9 1.25 1 1 0.5 0.0369453 0.00448415 99148.9 8011.31
3.9 1.25 1 1.2 0.5 0.0317765 0.00553642 7886.76 7741.22
4 1.25 1 0.6 0.5 0.0426338 0.00205936 100000 -nan
4 1.25 1 0.8 0.5 0.0392501 0.00350584 100000 -nan
4 1.25 1 1 0.5 0.0368276 0.00439295 99437.6 6475.2
4 1.25 1 1.2 0.5 0.032563 0.00509458 8831.42 9158.07
