alpha b0 d sigma tau Gmean Gstd Tmean Tstd
1.7 1.25 1 0.6 2 0.0559458 0.00835575 21199.9 20066.5
1.7 1.25 1 0.8 2 0.032382 0.0129626 436.548 379.85
1.7 1.25 1 1 2 -0.00889954 0.0167598 108.959 81.6294
1.7 1.25 1 1.2 2 -0.0829625 0.0250095 40.5463 30.2043
1.8 1.25 1 0.6 2 0.054365 0.00720812 25098.7 23246.4
1.8 1.25 1 0.8 2 0.0327319 0.012212 441.988 409.969
1.8 1.25 1 1 2 -0.00487243 0.0193323 117.635 90.3836
1.8 1.25 1 1.2 2 -0.0818473 0.0238674 40.5079 29.394
1.9 1.25 1 0.6 2 0.0543422 0.00820836 32318.2 27733
1.9 1.25 1 0.8 2 0.0323829 0.0111091 529.132 485.678
1.9 1.25 1 1 2 -0.00363198 0.0177737 116.879 92.9785
1.9 1.25 1 1.2 2 -0.078777 0.0252231 43.8309 33.8493
2 1.25 1 0.6 2 0.0520133 0.00852407 40211.4 32036.4
2 1.25 1 0.8 2 0.0316933 0.00996673 607.274 580.874
2 1.25 1 1 2 -0.00191482 0.0160141 126.729 95.6781
2 1.25 1 1.2 2 -0.0776177 0.0250613 43.3186 33.4721
2.1 1.25 1 0.6 2 0.0510838 0.00770699 46885.3 34324.7
2.1 1.25 1 0.8 2 0.0314858 0.0102759 613.874 567.205
2.1 1.25 1 1 2 -0.00306648 0.015179 128.061 107.612
2.1 1.25 1 1.2 2 -0.072804 0.0226226 46.2729 34.8751
2.2 1.25 1 0.6 2 0.0493795 0.00765588 55276.9 35830.2
2.2 1.25 1 0.8 2 0.0306795 0.010301 709.078 649.067
2.2 1.25 1 1 2 -0.00352577 0.0160519 138.419 110.552
2.2 1.25 1 1.2 2 -0.0678343 0.0228942 46.8436 34.8946
2.3 1.25 1 0.6 2 0.0479159 0.00717939 62096.4 35933.2
2.3 1.25 1 0.8 2 0.0295472 0.0115822 803.158 790.307
2.3 1.25 1 1 2 -0.00131068 0.0122489 146.843 110.984
2.3 1.25 1 1.2 2 -0.068786 0.0207976 48.2193 35.5366
2.4 1.25 1 0.6 2 0.0472548 0.00672181 70033.9 35285.2
2.4 1.25 1 0.8 2 0.0314712 0.00887921 828.412 756.065
2.4 1.25 1 1 2 0.00182364 0.0134289 157.653 121.975
2.4 1.25 1 1.2 2 -0.0611164 0.0231175 51.4394 39.5944
2.5 1.25 1 0.6 2 0.0457497 0.00622103 74909.4 33205.3
2.5 1.25 1 0.8 2 0.028462 0.0100705 987.64 892.261
2.5 1.25 1 1 2 0.000670383 0.0142096 160.018 125.53
2.5 1.25 1 1.2 2 -0.0595423 0.0218752 51.0611 37.0588
2.6 1.25 1 0.6 2 0.0456921 0.0058592 81860.6 30328.1
2.6 1.25 1 0.8 2 0.0283635 0.00955697 976.779 927.459
2.6 1.25 1 1 2 0.00126207 0.0121219 169.989 129.209
2.6 1.25 1 1.2 2 -0.0567007 0.0184624 55.3827 42.1859
2.7 1.25 1 0.6 2 0.0447881 0.00659204 83675.6 29438.6
2.7 1.25 1 0.8 2 0.0283147 0.00935904 1090.42 1060.54
2.7 1.25 1 1 2 0.00189164 0.0124126 183.702 147.41
2.7 1.25 1 1.2 2 -0.0524994 0.0188538 54.9303 41.6219
2.8 1.25 1 0.6 2 0.0428427 0.00670438 86557.9 27781.9
2.8 1.25 1 0.8 2 0.0265402 0.00801936 1241.69 1138.3
2.8 1.25 1 1 2 0.00230964 0.0142572 192.686 147.913
2.8 1.25 1 1.2 2 -0.053608 0.0182429 55.7704 42.8314
2.9 1.25 1 0.6 2 0.0421711 0.00553748 90085.2 24111.5
2.9 1.25 1 0.8 2 0.0280265 0.0081143 1304.19 1322.72
2.9 1.25 1 1 2 0.00399516 0.0110645 205.623 157.372
2.9 1.25 1 1.2 2 -0.0484072 0.016681 59.7886 45.3142
3 1.25 1 0.6 2 0.0417952 0.00627784 93316 19276.8
3 1.25 1 0.8 2 0.0272152 0.00888431 1588.05 1472.81
3 1.25 1 1 2 0.00423529 0.0122844 208.65 160.211
3 1.25 1 1.2 2 -0.0477788 0.017445 59.187 44.8156
3.1 1.25 1 0.6 2 0.0409808 0.00570747 94419.5 18453.2
3.1 1.25 1 0.8 2 0.0267556 0.00758862 1714.83 1683.66
3.1 1.25 1 1 2 0.00436576 0.011273 214.421 169.732
3.1 1.25 1 1.2 2 -0.0413049 0.0189729 62.2513 50.554
3.2 1.25 1 0.6 2 0.0396774 0.00594486 95650.1 16353.5
3.2 1.25 1 0.8 2 0.0283343 0.00839754 1956.92 1833.67
3.2 1.25 1 1 2 0.00789149 0.0106352 232.975 185.345
3.2 1.25 1 1.2 2 -0.0408782 0.0197854 66.1673 54.7924
3.3 1.25 1 0.6 2 0.0390037 0.00589616 97381.8 13249.1
3.3 1.25 1 0.8 2 0.0269991 0.0076145 2069.34 1899.86
3.3 1.25 1 1 2 0.00594767 0.0101236 249.452 202.657
3.3 1.25 1 1.2 2 -0.0371674 0.0188628 65.2696 46.3793
3.4 1.25 1 0.6 2 0.039416 0.00558188 97311.6 12901.5
3.4 1.25 1 0.8 2 0.0269785 0.00829772 2389.34 2370.77
3.4 1.25 1 1 2 0.00665178 0.0106684 262.734 220.755
3.4 1.25 1 1.2 2 -0.0372839 0.0175439 69.2973 56.4765
3.5 1.25 1 0.6 2 0.0376148 0.00536099 98644.3 8946.1
3.5 1.25 1 0.8 2 0.0262601 0.007391 2632.65 2556.56
3.5 1.25 1 1 2 0.00803523 0.0103206 265.477 213.487
3.5 1.25 1 1.2 2 -0.0343395 0.0143405 70.1698 56.8484
3.6 1.25 1 0.6 2 0.0365498 0.00500931 98796.2 8633.84
3.6 1.25 1 0.8 2 0.0261819 0.00702811 2758.29 2776.9
3.6 1.25 1 1 2 0.00723058 0.00989035 278.943 222.295
3.6 1.25 1 1.2 2 -0.0359847 0.0167372 69.4719 54.6944
3.7 1.25 1 0.6 2 0.0357647 0.00479241 98630.6 9189.5
3.7 1.25 1 0.8 2 0.0259511 0.00704515 3186.12 3182.3
3.7 1.25 1 1 2 0.00870707 0.0102581 296.87 250.028
3.7 1.25 1 1.2 2 -0.0316208 0.015282 77.1024 59.7601
3.8 1.25 1 0.6 2 0.0356919 0.00445226 99353.6 6443.72
3.8 1.25 1 0.8 2 0.0263174 0.00676999 3641.11 3641.83
3.8 1.25 1 1 2 0.00707187 0.00980034 308.38 242.511
3.8 1.25 1 1.2 2 -0.0304726 0.0151949 76.3248 61.12
3.9 1.25 1 0.6 2 0.0357898 0.00451893 99286.7 6711.23
3.9 1.25 1 0.8 2 0.0256246 0.00678023 3833.49 3663.89
3.9 1.25 1 1 2 0.00803051 0.00958244 330.427 261.908
3.9 1.25 1 1.2 2 -0.0269584 0.0157685 78.071 62.8452
4 1.25 1 0.6 2 0.0349143 0.00434489 99364.5 6398.48
4 1.25 1 0.8 2 0.0258355 0.00696445 4501.29 4331.09
4 1.25 1 1 2 0.00780915 0.0102573 346.062 274.389
4 1.25 1 1.2 2 -0.0277801 0.0146796 78.3437 59.493
4.1 1.25 1 0.6 2 0.0346785 0.0048336 99655.7 4464.37
4.1 1.25 1 0.8 2 0.02505 0.00726089 4588.54 4301.04
4.1 1.25 1 1 2 0.00850437 0.00864422 359.387 290.476
4.1 1.25 1 1.2 2 -0.0259609 0.0133131 84.4459 67.3686
4.2 1.25 1 0.6 2 0.0336268 0.00486952 99640 5206.78
4.2 1.25 1 0.8 2 0.0241887 0.00742951 5518.98 5309.21
4.2 1.25 1 1 2 0.00942637 0.00843621 383.507 316.542
4.2 1.25 1 1.2 2 -0.0231201 0.0142506 81.5861 60.845
4.3 1.25 1 0.6 2 0.032991 0.00414682 99753.3 4091.16
4.3 1.25 1 0.8 2 0.0247523 0.00603686 5644.18 5377.82
4.3 1.25 1 1 2 0.0086495 0.00919444 386.589 317.356
4.3 1.25 1 1.2 2 -0.0241557 0.0138465 89.1224 72.7591
4.4 1.25 1 0.6 2 0.0330273 0.00416882 99923.4 1806.15
4.4 1.25 1 0.8 2 0.025345 0.00623476 6444.1 6193.74
4.4 1.25 1 1 2 0.00952165 0.00902463 399.268 330.583
4.4 1.25 1 1.2 2 -0.0214671 0.0131592 90.4895 74.2997
4.5 1.25 1 0.6 2 0.0325537 0.00464061 99976.3 749.048
4.5 1.25 1 0.8 2 0.0252706 0.00583019 7181.6 7139.12
4.5 1.25 1 1 2 0.00985442 0.00881351 435.556 371.527
4.5 1.25 1 1.2 2 -0.0190308 0.0138825 94.423 77.5352
4.6 1.25 1 0.6 2 0.0320541 0.00398312 99949.7 1485.86
4.6 1.25 1 0.8 2 0.0243411 0.00621878 7558.26 7739.62
4.6 1.25 1 1 2 0.00997961 0.00805716 417.647 370.536
4.6 1.25 1 1.2 2 -0.0207065 0.0130194 94.007 74.4456
4.7 1.25 1 0.6 2 0.0314499 0.00362492 99833 3171.61
4.7 1.25 1 0.8 2 0.0241494 0.00622549 8222.18 8019.18
4.7 1.25 1 1 2 0.00925143 0.00792078 469.439 408.507
4.7 1.25 1 1.2 2 -0.0195833 0.0136421 97.7544 77.7315
4.8 1.25 1 0.6 2 0.0312759 0.00452271 99914.3 2709.94
4.8 1.25 1 0.8 2 0.0231578 0.0049301 8996.8 8902.56
4.8 1.25 1 1 2 0.0106145 0.0075007 475.876 405.498
4.8 1.25 1 1.2 2 -0.0165724 0.012229 99.1363 80.9383
4.9 1.25 1 0.6 2 0.0315977 0.00365218 99978.9 667.929
4.9 1.25 1 0.8 2 0.0248115 0.00571478 10165.4 9924.04
4.9 1.25 1 1 2 0.0111033 0.00770353 509.737 436.335
4.9 1.25 1 1.2 2 -0.016114 0.0126806 100.316 83.0126
5 1.25 1 0.6 2 0.0304939 0.00374502 99916.5 2640.73
5 1.25 1 0.8 2 0.0241618 0.00587217 11500.4 11342.4
5 1.25 1 1 2 0.0110131 0.0086581 523.778 460.496
5 1.25 1 1.2 2 -0.015603 0.0118024 103.173 84.2309
5.1 1.25 1 0.6 2 0.0302807 0.00377007 100000 -nan
5.1 1.25 1 0.8 2 0.0237546 0.0049776 12505 12622.6
5.1 1.25 1 1 2 0.0111087 0.0070166 513.228 418.642
5.1 1.25 1 1.2 2 -0.0131371 0.0127646 103.45 81.7476
5.2 1.25 1 0.6 2 0.0286194 0.00375717 100000 -nan
5.2 1.25 1 0.8 2 0.0234581 0.0053379 13824 13820.3
5.2 1.25 1 1 2 0.0118361 0.00685662 515.907 416.351
5.2 1.25 1 1.2 2 -0.0135281 0.0121334 100.408 76.267
5.3 1.25 1 0.6 2 0.0291044 0.00429262 100000 -nan
5.3 1.25 1 0.8 2 0.02221 0.00503589 14462 14220.5
5.3 1.25 1 1 2 0.0110571 0.00800671 569.176 481.536
5.3 1.25 1 1.2 2 -0.0114353 0.0106864 109.597 87.7547
5.4 1.25 1 0.6 2 0.0282316 0.00370736 100000 -nan
5.4 1.25 1 0.8 2 0.0214936 0.00517136 16633.8 15303.7
5.4 1.25 1 1 2 0.0111684 0.00749513 586.628 536.336
5.4 1.25 1 1.2 2 -0.0128487 0.0118488 110.57 87.9177
5.5 1.25 1 0.6 2 0.0279931 0.00422669 100000 -nan
5.5 1.25 1 0.8 2 0.0219388 0.00549921 17294.9 17034.3
5.5 1.25 1 1 2 0.011865 0.00784661 632.974 561.341
5.5 1.25 1 1.2 2 -0.0110401 0.0110671 109.646 84.936
5.6 1.25 1 0.6 2 0.0277639 0.00346991 100000 -nan
5.6 1.25 1 0.8 2 0.023026 0.00549515 20887.5 20097.4
5.6 1.25 1 1 2 0.0119608 0.00729687 645.402 618.685
5.6 1.25 1 1.2 2 -0.0108077 0.0122795 116.167 92.1161
5.7 1.25 1 0.6 2 0.0273913 0.00349244 100000 -nan
5.7 1.25 1 0.8 2 0.0219255 0.00497559 20098.9 19528.4
5.7 1.25 1 1 2 0.0106789 0.0071934 669.714 603.648
5.7 1.25 1 1.2 2 -0.0109539 0.0119654 119.129 95.6838
5.8 1.25 1 0.6 2 0.0275309 0.00357346 100000 -nan
5.8 1.25 1 0.8 2 0.0215384 0.00458135 21241.1 19434.3
5.8 1.25 1 1 2 0.0122431 0.00614169 711.094 619.017
5.8 1.25 1 1.2 2 -0.00968246 0.0108002 115.974 92.7153
5.9 1.25 1 0.6 2 0.0263377 0.00334686 100000 -nan
5.9 1.25 1 0.8 2 0.0211506 0.00430995 24110.8 22325.4
5.9 1.25 1 1 2 0.0112397 0.00707978 723.496 641.761
5.9 1.25 1 1.2 2 -0.00935585 0.0117403 117.233 99.4102
6 1.25 1 0.6 2 0.0267829 0.00361945 100000 -nan
6 1.25 1 0.8 2 0.0215138 0.00520066 25439.8 23831.5
6 1.25 1 1 2 0.0114248 0.00601248 720.633 589.078
6 1.25 1 1.2 2 -0.0101258 0.011217 115.541 94.5815
6.1 1.25 1 0.6 2 0.0266681 0.00309387 100000 -nan
6.1 1.25 1 0.8 2 0.021636 0.00467737 28213.8 25749.5
6.1 1.25 1 1 2 0.0113204 0.00717295 746.343 644.369
6.1 1.25 1 1.2 2 -0.00922556 0.00955518 121.862 100.801
6.2 1.25 1 0.6 2 0.0261672 0.00332677 100000 -nan
6.2 1.25 1 0.8 2 0.0209278 0.00511851 29031.2 25781.3
6.2 1.25 1 1 2 0.0120889 0.00619084 767.56 683.935
6.2 1.25 1 1.2 2 -0.00850167 0.0116401 121.37 95.6542
6.3 1.25 1 0.6 2 0.0257419 0.00345495 100000 -nan
6.3 1.25 1 0.8 2 0.020769 0.00466905 31625 27893.3
6.3 1.25 1 1 2 0.0104269 0.00629292 780.415 699.596
6.3 1.25 1 1.2 2 -0.00957306 0.0109123 124.96 103.583
6.4 1.25 1 0.6 2 0.0257431 0.0033582 100000 -nan
6.4 1.25 1 0.8 2 0.0206105 0.00514468 34686.6 28889.4
6.4 1.25 1 1 2 0.0127765 0.00690294 817.295 712.17
6.4 1.25 1 1.2 2 -0.00748345 0.0105301 126.281 101.533
6.5 1.25 1 0.6 2 0.0246985 0.00267774 100000 -nan
6.5 1.25 1 0.8 2 0.0197798 0.00487466 37661 30547.9
6.5 1.25 1 1 2 0.0114467 0.00611197 885.173 770.799
6.5 1.25 1 1.2 2 -0.00677135 0.0114726 127.88 106.193
6.6 1.25 1 0.6 2 0.0253167 0.00319917 100000 -nan
6.6 1.25 1 0.8 2 0.0203993 0.0041596 38385.2 31238.6
6.6 1.25 1 1 2 0.0123386 0.00688471 886.437 774.052
6.6 1.25 1 1.2 2 -0.00595262 0.0109294 130.559 104.24
6.7 1.25 1 0.6 2 0.02445 0.00277693 100000 -nan
6.7 1.25 1 0.8 2 0.0197776 0.00457661 41918.9 32560.8
6.7 1.25 1 1 2 0.0122463 0.00579108 918.552 797.31
6.7 1.25 1 1.2 2 -0.0073743 0.0088491 137.428 115.889
6.8 1.25 1 0.6 2 0.0245429 0.00300135 100000 -nan
6.8 1.25 1 0.8 2 0.0191012 0.00433132 46299.2 33863.1
6.8 1.25 1 1 2 0.0119335 0.0055878 965.633 855.969
6.8 1.25 1 1.2 2 -0.00709595 0.00972349 130.926 102.943
6.9 1.25 1 0.6 2 0.0238362 0.00284849 100000 -nan
6.9 1.25 1 0.8 2 0.0197188 0.00441166 44565.4 33756.4
6.9 1.25 1 1 2 0.0121575 0.00565256 988.559 865.624
6.9 1.25 1 1.2 2 -0.00404158 0.0112569 130.412 102.199
7 1.25 1 0.6 2 0.0230594 0.00295741 100000 -nan
7 1.25 1 0.8 2 0.0195941 0.00439619 49217.6 34670.1
7 1.25 1 1 2 0.0119273 0.00653352 1016.88 897.559
7 1.25 1 1.2 2 -0.00374771 0.00915894 125.741 103.159
7.1 1.25 1 0.6 2 0.0234532 0.00280204 100000 -nan
7.1 1.25 1 0.8 2 0.0187425 0.00477102 50320.4 34587.7
7.1 1.25 1 1 2 0.0107113 0.00521419 1001.93 883.815
7.1 1.25 1 1.2 2 -0.00610908 0.00896983 133.782 102.631
7.2 1.25 1 0.6 2 0.0238588 0.00275937 100000 -nan
7.2 1.25 1 0.8 2 0.019005 0.00465038 52205.3 35392
7.2 1.25 1 1 2 0.0124222 0.00578142 1017.52 906.449
7.2 1.25 1 1.2 2 -0.00345395 0.00967079 130.999 102.943
7.3 1.25 1 0.6 2 0.0224164 0.00288343 100000 -nan
7.3 1.25 1 0.8 2 0.0183263 0.00406248 53339.3 35626
7.3 1.25 1 1 2 0.0120781 0.0059568 985.773 866.747
7.3 1.25 1 1.2 2 -0.00404514 0.00950601 139.667 112.512
7.4 1.25 1 0.6 2 0.02246 0.00291155 100000 -nan
7.4 1.25 1 0.8 2 0.0183497 0.00420433 57532.5 35880.1
7.4 1.25 1 1 2 0.0121104 0.00524344 1056.19 914.522
7.4 1.25 1 1.2 2 -0.00360804 0.00945565 140.374 112.792
7.5 1.25 1 0.6 2 0.0227177 0.00279046 100000 -nan
7.5 1.25 1 0.8 2 0.0184529 0.00401897 59130.6 35856.1
7.5 1.25 1 1 2 0.0114762 0.00544998 1075.11 971.278
7.5 1.25 1 1.2 2 -0.00199296 0.00913645 136.698 110.881
7.6 1.25 1 0.6 2 0.0224821 0.00283924 100000 -nan
7.6 1.25 1 0.8 2 0.0182589 0.00364103 59994.2 35510.7
7.6 1.25 1 1 2 0.0130229 0.00565314 1081.92 930.705
7.6 1.25 1 1.2 2 -0.00428719 0.00892957 136.397 111.714
7.7 1.25 1 0.6 2 0.0225478 0.00266784 100000 -nan
7.7 1.25 1 0.8 2 0.019251 0.00398832 62300.6 35094.6
7.7 1.25 1 1 2 0.0125854 0.0060367 1178.76 1080.01
7.7 1.25 1 1.2 2 -0.00313741 0.00935775 139.836 110.13
7.8 1.25 1 0.6 2 0.0220557 0.00273613 100000 -nan
7.8 1.25 1 0.8 2 0.0178678 0.00396362 63774.2 35621.5
7.8 1.25 1 1 2 0.0126012 0.00496503 1077.01 963.268
7.8 1.25 1 1.2 2 -0.00282901 0.00890489 139.676 108.481
7.9 1.25 1 0.6 2 0.021407 0.00276087 100000 -nan
7.9 1.25 1 0.8 2 0.0180263 0.00415317 67347.2 35442.4
7.9 1.25 1 1 2 0.0121555 0.00574697 1175 1063.04
7.9 1.25 1 1.2 2 -0.00231559 0.00874952 141.185 109.613
8 1.25 1 0.6 2 0.0210757 0.00292213 100000 -nan
8 1.25 1 0.8 2 0.0182365 0.00366241 66372.5 35718.2
8 1.25 1 1 2 0.0119885 0.00531452 1181.98 1061.63
8 1.25 1 1.2 2 -0.00376058 0.00896256 145.479 117.252
8.1 1.25 1 0.6 2 0.021267 0.00260168 100000 -nan
8.1 1.25 1 0.8 2 0.0179671 0.00372031 68840.8 34777.2
8.1 1.25 1 1 2 0.0115936 0.0054822 1166.34 1068.25
8.1 1.25 1 1.2 2 -0.0024351 0.00937119 147.146 120.641
8.2 1.25 1 0.6 2 0.0213135 0.0027661 100000 -nan
8.2 1.25 1 0.8 2 0.0176281 0.00364351 70232.6 34848.8
8.2 1.25 1 1 2 0.0108632 0.00514138 1215.24 1078.07
8.2 1.25 1 1.2 2 -0.0022067 0.00793928 140.644 114.199
8.3 1.25 1 0.6 2 0.0208994 0.00261214 100000 -nan
8.3 1.25 1 0.8 2 0.0171855 0.00345274 74293.1 33310.8
8.3 1.25 1 1 2 0.0120626 0.00512366 1274.88 1176.64
8.3 1.25 1 1.2 2 -0.00173778 0.0075476 143.804 109.536
8.4 1.25 1 0.6 2 0.0204839 0.0025132 100000 -nan
8.4 1.25 1 0.8 2 0.0171086 0.00333099 74780.4 33210.4
8.4 1.25 1 1 2 0.0114224 0.00489416 1283.75 1152.72
8.4 1.25 1 1.2 2 -0.000539864 0.00691925 148.02 119.644
8.5 1.25 1 0.6 2 0.0206388 0.0023968 100000 -nan
8.5 1.25 1 0.8 2 0.0169873 0.00339519 72648.5 33912.7
8.5 1.25 1 1 2 0.0122778 0.00537153 1336.18 1239.29
8.5 1.25 1 1.2 2 -0.00108412 0.00870406 143.134 108.582
8.6 1.25 1 0.6 2 0.0206524 0.00250071 100000 -nan
8.6 1.25 1 0.8 2 0.016724 0.00407061 74874.8 33221.6
8.6 1.25 1 1 2 0.0112341 0.00498294 1383.57 1238.78
8.6 1.25 1 1.2 2 -0.00369618 0.00852634 144.851 118.37
8.7 1.25 1 0.6 2 0.020483 0.00254316 100000 -nan
8.7 1.25 1 0.8 2 0.0170001 0.00314972 78205.2 31919.1
8.7 1.25 1 1 2 0.0112095 0.00529597 1310.6 1225.15
8.7 1.25 1 1.2 2 -0.000529441 0.00823402 150.682 120.987
8.8 1.25 1 0.6 2 0.0201707 0.00221807 100000 -nan
8.8 1.25 1 0.8 2 0.0164852 0.00373949 78883.1 31790.9
8.8 1.25 1 1 2 0.0119239 0.00479622 1317.33 1215.11
8.8 1.25 1 1.2 2 -0.00126178 0.00697139 142.665 116.78
8.9 1.25 1 0.6 2 0.0200107 0.00251402 100000 -nan
8.9 1.25 1 0.8 2 0.0172951 0.00334402 80414 30691.1
8.9 1.25 1 1 2 0.0118097 0.00523901 1411.46 1206.71
8.9 1.25 1 1.2 2 1.48983e-05 0.00869525 147.767 116.824
9 1.25 1 0.6 2 0.0193772 0.00234337 100000 -nan
9 1.25 1 0.8 2 0.0165304 0.00302205 80884.4 30338.5
9 1.25 1 1 2 0.0116027 0.00478111 1461.11 1320.57
9 1.25 1 1.2 2 -0.00116375 0.00807943 145.191 116.791
9.1 1.25 1 0.6 2 0.0187889 0.00232844 100000 -nan
9.1 1.25 1 0.8 2 0.0163982 0.00315229 80818.3 30746.9
9.1 1.25 1 1 2 0.0105814 0.00484118 1442.5 1319.51
9.1 1.25 1 1.2 2 -0.00118621 0.00766737 148.547 111.658
9.2 1.25 1 0.6 2 0.0190653 0.00234254 100000 -nan
9.2 1.25 1 0.8 2 0.0163187 0.0034105 82019.7 30402.8
9.2 1.25 1 1 2 0.0112086 0.00508422 1446.36 1258.57
9.2 1.25 1 1.2 2 -0.000518055 0.00730335 152.666 121.081
