alpha b0 d sigma tau Gmean Gstd
0.3 1.25 1 0.35 0.6 0.172485 0.00609284
0.3 1.25 1 0.4 0.6 0.169127 0.00693542
0.3 1.25 1 0.45 0.6 0.16538 0.00775628
0.3 1.25 1 0.5 0.6 0.161044 0.00866904
0.3 1.25 1 0.55 0.6 0.156428 0.00949234
0.3 1.25 1 0.6 0.6 0.151096 0.0104287
0.3 1.25 1 0.65 0.6 0.145453 0.0113047
0.3 1.25 1 0.7 0.6 0.139031 0.0121847
0.3 1.25 1 0.75 0.6 0.132521 0.0130991
0.3 1.25 1 0.8 0.6 0.125039 0.01401
0.3 1.25 1 0.85 0.6 0.117417 0.0150027
0.3 1.25 1 0.9 0.6 0.10886 0.0160147
0.3 1.25 1 0.95 0.6 0.099682 0.0169263
0.3 1.25 1 1 0.6 0.0903682 0.0181028
0.3 1.25 1 1.05 0.6 0.0797635 0.0188327
0.3 1.25 1 1.1 0.6 0.0686038 0.0200828
0.3 1.25 1 1.15 0.6 0.0565217 0.021048
0.3 1.25 1 1.2 0.6 0.0443532 0.0221167

0.4 1.25 1 0 0.6 0.168531 -nan
0.4 1.25 1 0.05 0.6 0.168331 0.000787053
0.4 1.25 1 0.1 0.6 0.167702 0.00156553
0.4 1.25 1 0.15 0.6 0.166636 0.0023308
0.4 1.25 1 0.2 0.6 0.16514 0.00313573
0.4 1.25 1 0.25 0.6 0.16321 0.00394968
0.4 1.25 1 0.3 0.6 0.160868 0.00468403
0.4 1.25 1 0.35 0.6 0.15805 0.00550006
0.4 1.25 1 0.4 0.6 0.15483 0.00628662
0.4 1.25 1 0.45 0.6 0.1511 0.00710016
0.4 1.25 1 0.5 0.6 0.147002 0.00796282
0.4 1.25 1 0.55 0.6 0.142261 0.00874197
0.4 1.25 1 0.6 0.6 0.137127 0.00964238
0.4 1.25 1 0.65 0.6 0.131508 0.0104614
0.4 1.25 1 0.7 0.6 0.125326 0.0113924
0.4 1.25 1 0.75 0.6 0.118502 0.012097
0.4 1.25 1 0.8 0.6 0.111475 0.0129617
0.4 1.25 1 0.85 0.6 0.10378 0.0139038
0.4 1.25 1 0.9 0.6 0.0949758 0.0147178
0.4 1.25 1 0.95 0.6 0.0858794 0.0156912
0.4 1.25 1 1 0.6 0.0759765 0.0167994
0.4 1.25 1 1.05 0.6 0.0655758 0.0175072
0.4 1.25 1 1.1 0.6 0.0538334 0.0187287
0.4 1.25 1 1.15 0.6 0.0410303 0.0195461
0.4 1.25 1 1.2 0.6 0.028429 0.02066

0.5 1.25 1 0 0.6 0.156146 5.79519e-08
0.5 1.25 1 0.05 0.6 0.155944 0.000725094
0.5 1.25 1 0.1 0.6 0.155361 0.00143041
0.5 1.25 1 0.15 0.6 0.154377 0.00212933
0.5 1.25 1 0.2 0.6 0.152969 0.00287515
0.5 1.25 1 0.25 0.6 0.151183 0.00361519
0.5 1.25 1 0.3 0.6 0.148944 0.00430667
0.5 1.25 1 0.35 0.6 0.146291 0.00509873
0.5 1.25 1 0.4 0.6 0.143267 0.00580986
0.5 1.25 1 0.45 0.6 0.139731 0.00653238
0.5 1.25 1 0.5 0.6 0.13588 0.00735406
0.5 1.25 1 0.55 0.6 0.131482 0.00806062
0.5 1.25 1 0.6 0.6 0.126622 0.00897531
0.5 1.25 1 0.65 0.6 0.121097 0.00980068
0.5 1.25 1 0.7 0.6 0.115274 0.0105307
0.5 1.25 1 0.75 0.6 0.109066 0.0113576
0.5 1.25 1 0.8 0.6 0.102006 0.0121129
0.5 1.25 1 0.85 0.6 0.0943443 0.0129806
0.5 1.25 1 0.9 0.6 0.0861262 0.013928
0.5 1.25 1 0.95 0.6 0.0769893 0.0146635
0.5 1.25 1 1 0.6 0.0675336 0.0157442
0.5 1.25 1 1.05 0.6 0.0569376 0.016473
0.5 1.25 1 1.1 0.6 0.0454736 0.0176313
0.5 1.25 1 1.15 0.6 0.0334112 0.0185017
0.5 1.25 1 1.2 0.6 0.0203623 0.0196485

0.6 1.25 1 0 0.6 0.145521 -nan
0.6 1.25 1 0.05 0.6 0.14533 0.000657108
0.6 1.25 1 0.1 0.6 0.144812 0.00134424
0.6 1.25 1 0.15 0.6 0.143868 0.00199308
0.6 1.25 1 0.2 0.6 0.142601 0.00267273
0.6 1.25 1 0.25 0.6 0.140964 0.00334456
0.6 1.25 1 0.3 0.6 0.138844 0.00399571
0.6 1.25 1 0.35 0.6 0.13641 0.00470743
0.6 1.25 1 0.4 0.6 0.133557 0.0053805
0.6 1.25 1 0.45 0.6 0.130448 0.00612672
0.6 1.25 1 0.5 0.6 0.126773 0.00689946
0.6 1.25 1 0.55 0.6 0.122612 0.00748915
0.6 1.25 1 0.6 0.6 0.118119 0.00823293
0.6 1.25 1 0.65 0.6 0.113228 0.009083
0.6 1.25 1 0.7 0.6 0.107521 0.00976092
0.6 1.25 1 0.75 0.6 0.101574 0.0105563
0.6 1.25 1 0.8 0.6 0.0949437 0.0113171
0.6 1.25 1 0.85 0.6 0.0879384 0.0122613
0.6 1.25 1 0.9 0.6 0.0798775 0.0127636
0.6 1.25 1 0.95 0.6 0.0716449 0.0139694
0.6 1.25 1 1 0.6 0.0625258 0.0145917
0.6 1.25 1 1.05 0.6 0.0527834 0.0156903
0.6 1.25 1 1.1 0.6 0.041692 0.0166943
0.6 1.25 1 1.15 0.6 0.0298514 0.0176256
0.6 1.25 1 1.2 0.6 0.0167554 0.0185602

0.7 1.25 1 0 0.6 0.136295 -nan
0.7 1.25 1 0.05 0.6 0.136131 0.000627002
0.7 1.25 1 0.1 0.6 0.135624 0.00123259
0.7 1.25 1 0.15 0.6 0.13475 0.00186073
0.7 1.25 1 0.2 0.6 0.133622 0.0024699
0.7 1.25 1 0.25 0.6 0.132107 0.0031474
0.7 1.25 1 0.3 0.6 0.130236 0.00373941
0.7 1.25 1 0.35 0.6 0.12797 0.00434386
0.7 1.25 1 0.4 0.6 0.125398 0.00503276
0.7 1.25 1 0.45 0.6 0.122413 0.00567973
0.7 1.25 1 0.5 0.6 0.119067 0.00629083
0.7 1.25 1 0.55 0.6 0.11531 0.00700578
0.7 1.25 1 0.6 0.6 0.11119 0.00765501
0.7 1.25 1 0.65 0.6 0.106644 0.00842993
0.7 1.25 1 0.7 0.6 0.101351 0.00913923
0.7 1.25 1 0.75 0.6 0.0960631 0.00977165
0.7 1.25 1 0.8 0.6 0.0897485 0.0104672
0.7 1.25 1 0.85 0.6 0.0830863 0.0115087
0.7 1.25 1 0.9 0.6 0.0756999 0.0122865
0.7 1.25 1 0.95 0.6 0.067804 0.0131315
0.7 1.25 1 1 0.6 0.0592569 0.0138878
0.7 1.25 1 1.05 0.6 0.0502378 0.0149065
0.7 1.25 1 1.1 0.6 0.039676 0.0157473
0.7 1.25 1 1.15 0.6 0.02826 0.0166913
0.7 1.25 1 1.2 0.6 0.0153895 0.0181309

0.8 1.25 1 0 0.6 0.128967 -nan
0.8 1.25 1 0.05 0.6 0.128814 0.000586659
0.8 1.25 1 0.1 0.6 0.128344 0.00118962
0.8 1.25 1 0.15 0.6 0.127573 0.00176449
0.8 1.25 1 0.2 0.6 0.126452 0.00235307
0.8 1.25 1 0.25 0.6 0.125098 0.00293867
0.8 1.25 1 0.3 0.6 0.123396 0.00355372
0.8 1.25 1 0.35 0.6 0.12122 0.00418337
0.8 1.25 1 0.4 0.6 0.119003 0.00477006
0.8 1.25 1 0.45 0.6 0.116251 0.00537041
0.8 1.25 1 0.5 0.6 0.113049 0.00597093
0.8 1.25 1 0.55 0.6 0.109665 0.00669816
0.8 1.25 1 0.6 0.6 0.10578 0.00732282
0.8 1.25 1 0.65 0.6 0.101435 0.00796205
0.8 1.25 1 0.7 0.6 0.096792 0.00868139
0.8 1.25 1 0.75 0.6 0.0916142 0.0093614
0.8 1.25 1 0.8 0.6 0.0859789 0.0100487
0.8 1.25 1 0.85 0.6 0.079614 0.0108027
0.8 1.25 1 0.9 0.6 0.0731106 0.0115241
0.8 1.25 1 0.95 0.6 0.0654923 0.0124886
0.8 1.25 1 1 0.6 0.0574542 0.0132386
0.8 1.25 1 1.05 0.6 0.0486895 0.0141917
0.8 1.25 1 1.1 0.6 0.0389701 0.0148996
0.8 1.25 1 1.15 0.6 0.0277632 0.016221
0.8 1.25 1 1.2 0.6 0.0157791 0.0170723

0.9 1.25 1 0 0.6 0.121721 -nan
0.9 1.25 1 0.05 0.6 0.12158 0.000546555
0.9 1.25 1 0.1 0.6 0.121172 0.00109634
0.9 1.25 1 0.15 0.6 0.120457 0.00164632
0.9 1.25 1 0.2 0.6 0.119497 0.00224084
0.9 1.25 1 0.25 0.6 0.118211 0.00276929
0.9 1.25 1 0.3 0.6 0.116695 0.00336584
0.9 1.25 1 0.35 0.6 0.114857 0.00390569
0.9 1.25 1 0.4 0.6 0.112559 0.00446415
0.9 1.25 1 0.45 0.6 0.110052 0.00508743
0.9 1.25 1 0.5 0.6 0.107252 0.00556488
0.9 1.25 1 0.55 0.6 0.104119 0.00624385
0.9 1.25 1 0.6 0.6 0.100656 0.00689571
0.9 1.25 1 0.65 0.6 0.0966808 0.00751118
0.9 1.25 1 0.7 0.6 0.0921434 0.00812188
0.9 1.25 1 0.75 0.6 0.0875812 0.00879201
0.9 1.25 1 0.8 0.6 0.0824469 0.00957287
0.9 1.25 1 0.85 0.6 0.0765222 0.0100973
0.9 1.25 1 0.9 0.6 0.0702762 0.0109534
0.9 1.25 1 0.95 0.6 0.063577 0.0117264
0.9 1.25 1 1 0.6 0.055971 0.0125317
0.9 1.25 1 1.05 0.6 0.0475473 0.0133905
0.9 1.25 1 1.1 0.6 0.0386589 0.0143447
0.9 1.25 1 1.15 0.6 0.0282957 0.0152451
0.9 1.25 1 1.2 0.6 0.0174173 0.0164376

1 1.25 1 0 0.6 0.115265 -nan
1 1.25 1 0.05 0.6 0.115141 0.000520324
1 1.25 1 0.1 0.6 0.114743 0.00104522
1 1.25 1 0.15 0.6 0.114115 0.00157877
1 1.25 1 0.2 0.6 0.113187 0.0020991
1 1.25 1 0.25 0.6 0.112115 0.00264255
1 1.25 1 0.3 0.6 0.110603 0.00315165
1 1.25 1 0.35 0.6 0.108923 0.00372443
1 1.25 1 0.4 0.6 0.10698 0.00427323
1 1.25 1 0.45 0.6 0.104679 0.00480347
1 1.25 1 0.5 0.6 0.102083 0.00540614
1 1.25 1 0.55 0.6 0.0992343 0.00592745
1 1.25 1 0.6 0.6 0.0959785 0.00656588
1 1.25 1 0.65 0.6 0.0924548 0.00706916
1 1.25 1 0.7 0.6 0.0883932 0.00775837
1 1.25 1 0.75 0.6 0.0839998 0.00828564
1 1.25 1 0.8 0.6 0.0793972 0.00903347
1 1.25 1 0.85 0.6 0.0740435 0.00965878
1 1.25 1 0.9 0.6 0.0683673 0.0105499
1 1.25 1 0.95 0.6 0.0619467 0.0110574
1 1.25 1 1 0.6 0.0548959 0.0119839
1 1.25 1 1.05 0.6 0.0472562 0.0126167
1 1.25 1 1.1 0.6 0.0389541 0.0135477
1 1.25 1 1.15 0.6 0.0295784 0.0146772
1 1.25 1 1.2 0.6 0.0184244 0.0156914

1.1 1.25 1 0 0.6 0.109474 -nan
1.1 1.25 1 0.05 0.6 0.109352 0.000495382
1.1 1.25 1 0.1 0.6 0.109009 0.000982991
1.1 1.25 1 0.15 0.6 0.108424 0.00149838
1.1 1.25 1 0.2 0.6 0.107577 0.00197739
1.1 1.25 1 0.25 0.6 0.106521 0.00249718
1.1 1.25 1 0.3 0.6 0.105218 0.00296098
1.1 1.25 1 0.35 0.6 0.103704 0.00349077
1.1 1.25 1 0.4 0.6 0.10185 0.00399361
1.1 1.25 1 0.45 0.6 0.0998344 0.00457544
1.1 1.25 1 0.5 0.6 0.0974154 0.00501163
1.1 1.25 1 0.55 0.6 0.0947069 0.00559004
1.1 1.25 1 0.6 0.6 0.0916952 0.00607342
1.1 1.25 1 0.65 0.6 0.0885529 0.00673387
1.1 1.25 1 0.7 0.6 0.0848961 0.007281
1.1 1.25 1 0.75 0.6 0.0809405 0.00803842
1.1 1.25 1 0.8 0.6 0.0767608 0.00854531
1.1 1.25 1 0.85 0.6 0.0717223 0.00929014
1.1 1.25 1 0.9 0.6 0.0663925 0.00980463
1.1 1.25 1 0.95 0.6 0.0604869 0.0105297
1.1 1.25 1 1 0.6 0.0544185 0.0113813
1.1 1.25 1 1.05 0.6 0.0470585 0.0122059
1.1 1.25 1 1.1 0.6 0.0390297 0.0129182
1.1 1.25 1 1.15 0.6 0.0303636 0.0141539
1.1 1.25 1 1.2 0.6 0.0204088 0.015068

1.2 1.25 1 0 0.6 0.103754 3.59978e-08
1.2 1.25 1 0.05 0.6 0.103651 0.000464235
1.2 1.25 1 0.1 0.6 0.103343 0.000952828
1.2 1.25 1 0.15 0.6 0.102795 0.00140132
1.2 1.25 1 0.2 0.6 0.10205 0.00184912
1.2 1.25 1 0.25 0.6 0.101155 0.00234865
1.2 1.25 1 0.3 0.6 0.0999095 0.00279251
1.2 1.25 1 0.35 0.6 0.0985136 0.00334238
1.2 1.25 1 0.4 0.6 0.0968704 0.00373975
1.2 1.25 1 0.45 0.6 0.0949151 0.00426114
1.2 1.25 1 0.5 0.6 0.0928399 0.00482101
1.2 1.25 1 0.55 0.6 0.090484 0.0053433
1.2 1.25 1 0.6 0.6 0.0878466 0.00580109
1.2 1.25 1 0.65 0.6 0.0848301 0.00634041
1.2 1.25 1 0.7 0.6 0.0814826 0.00697614
1.2 1.25 1 0.75 0.6 0.0778515 0.00747279
1.2 1.25 1 0.8 0.6 0.073839 0.00808467
1.2 1.25 1 0.85 0.6 0.0695267 0.00872888
1.2 1.25 1 0.9 0.6 0.0645932 0.00940246
1.2 1.25 1 0.95 0.6 0.0592125 0.0100317
1.2 1.25 1 1 0.6 0.0532197 0.0107681
1.2 1.25 1 1.05 0.6 0.0471008 0.0115483
1.2 1.25 1 1.1 0.6 0.0395391 0.0125217
1.2 1.25 1 1.15 0.6 0.0314058 0.013334
1.2 1.25 1 1.2 0.6 0.022199 0.0143057

1.3 1.25 1 0 0.6 0.0990592 -nan
1.3 1.25 1 0.05 0.6 0.0989618 0.000444174
1.3 1.25 1 0.1 0.6 0.0986725 0.000895115
1.3 1.25 1 0.15 0.6 0.0981983 0.00134983
1.3 1.25 1 0.2 0.6 0.0975372 0.00178588
1.3 1.25 1 0.25 0.6 0.0966302 0.00223711
1.3 1.25 1 0.3 0.6 0.0955783 0.0027041
1.3 1.25 1 0.35 0.6 0.0942819 0.00316365
1.3 1.25 1 0.4 0.6 0.0927743 0.00360655
1.3 1.25 1 0.45 0.6 0.0909986 0.00410949
1.3 1.25 1 0.5 0.6 0.0890304 0.00453791
1.3 1.25 1 0.55 0.6 0.0868287 0.00499549
1.3 1.25 1 0.6 0.6 0.0844013 0.00556497
1.3 1.25 1 0.65 0.6 0.081603 0.0060799
1.3 1.25 1 0.7 0.6 0.0786553 0.00662499
1.3 1.25 1 0.75 0.6 0.0752057 0.00720335
1.3 1.25 1 0.8 0.6 0.0715539 0.00788601
1.3 1.25 1 0.85 0.6 0.0676373 0.00844109
1.3 1.25 1 0.9 0.6 0.0629983 0.008983
1.3 1.25 1 0.95 0.6 0.0581065 0.00946182
1.3 1.25 1 1 0.6 0.0528658 0.0102608
1.3 1.25 1 1.05 0.6 0.0467864 0.0111133
1.3 1.25 1 1.1 0.6 0.0401268 0.0119691
1.3 1.25 1 1.15 0.6 0.0322583 0.0127067
1.3 1.25 1 1.2 0.6 0.0236951 0.0136222

1.4 1.25 1 0 0.6 0.094778 6.11702e-08
1.4 1.25 1 0.05 0.6 0.0946894 0.000427711
1.4 1.25 1 0.1 0.6 0.0944286 0.000847267
1.4 1.25 1 0.15 0.6 0.0939724 0.00128688
1.4 1.25 1 0.2 0.6 0.0933507 0.00169883
1.4 1.25 1 0.25 0.6 0.0925228 0.00212043
1.4 1.25 1 0.3 0.6 0.0915591 0.00258857
1.4 1.25 1 0.35 0.6 0.0903655 0.00301768
1.4 1.25 1 0.4 0.6 0.0889805 0.00346129
1.4 1.25 1 0.45 0.6 0.0874092 0.00389123
1.4 1.25 1 0.5 0.6 0.0855677 0.00438845
1.4 1.25 1 0.55 0.6 0.0835367 0.00487207
1.4 1.25 1 0.6 0.6 0.0812476 0.00534855
1.4 1.25 1 0.65 0.6 0.0788004 0.00586819
1.4 1.25 1 0.7 0.6 0.0761362 0.0063397
1.4 1.25 1 0.75 0.6 0.0728505 0.0069349
1.4 1.25 1 0.8 0.6 0.0696009 0.00750829
1.4 1.25 1 0.85 0.6 0.0658281 0.00802299
1.4 1.25 1 0.9 0.6 0.0617984 0.00849327
1.4 1.25 1 0.95 0.6 0.0569033 0.00929489
1.4 1.25 1 1 0.6 0.0520987 0.0098451
1.4 1.25 1 1.05 0.6 0.0463179 0.0105867
1.4 1.25 1 1.1 0.6 0.0404285 0.0113011
1.4 1.25 1 1.15 0.6 0.0330518 0.0122516
1.4 1.25 1 1.2 0.6 0.0249721 0.0133064

1.5 1.25 1 0 0.6 0.0908575 6.53653e-08
1.5 1.25 1 0.05 0.6 0.0907847 0.000408955
1.5 1.25 1 0.1 0.6 0.0905218 0.000813909
1.5 1.25 1 0.15 0.6 0.0901352 0.00121995
1.5 1.25 1 0.2 0.6 0.0895222 0.0016289
1.5 1.25 1 0.25 0.6 0.0887777 0.00207662
1.5 1.25 1 0.3 0.6 0.0879096 0.00246625
1.5 1.25 1 0.35 0.6 0.0867544 0.00291404
1.5 1.25 1 0.4 0.6 0.0854986 0.00333156
1.5 1.25 1 0.45 0.6 0.0840365 0.00373968
1.5 1.25 1 0.5 0.6 0.0824207 0.0041453
1.5 1.25 1 0.55 0.6 0.0804951 0.00462013
1.5 1.25 1 0.6 0.6 0.0785071 0.00512174
1.5 1.25 1 0.65 0.6 0.0760549 0.00551673
1.5 1.25 1 0.7 0.6 0.0734988 0.00613478
1.5 1.25 1 0.75 0.6 0.070651 0.00668348
1.5 1.25 1 0.8 0.6 0.0675724 0.00707316
1.5 1.25 1 0.85 0.6 0.0640586 0.00764664
1.5 1.25 1 0.9 0.6 0.0601364 0.00816036
1.5 1.25 1 0.95 0.6 0.0561629 0.00889326
1.5 1.25 1 1 0.6 0.0514716 0.00951857
1.5 1.25 1 1.05 0.6 0.0459991 0.0102903
1.5 1.25 1 1.1 0.6 0.0404083 0.0110014
1.5 1.25 1 1.15 0.6 0.0338755 0.0116806
1.5 1.25 1 1.2 0.6 0.0262133 0.0127139

1.6 1.25 1 0 0.6 0.0872534 5.1121e-08
1.6 1.25 1 0.05 0.6 0.0871804 0.000391278
1.6 1.25 1 0.1 0.6 0.0869428 0.000784406
1.6 1.25 1 0.15 0.6 0.0865967 0.00116017
1.6 1.25 1 0.2 0.6 0.086036 0.00157456
1.6 1.25 1 0.25 0.6 0.0853418 0.00198607
1.6 1.25 1 0.3 0.6 0.0845045 0.00235074
1.6 1.25 1 0.35 0.6 0.0834834 0.0027881
1.6 1.25 1 0.4 0.6 0.0822938 0.00322824
1.6 1.25 1 0.45 0.6 0.0809673 0.00358176
1.6 1.25 1 0.5 0.6 0.0794 0.00405413
1.6 1.25 1 0.55 0.6 0.0777192 0.00444715
1.6 1.25 1 0.6 0.6 0.0757673 0.00493111
1.6 1.25 1 0.65 0.6 0.0735982 0.00532654
1.6 1.25 1 0.7 0.6 0.0711411 0.00591172
1.6 1.25 1 0.75 0.6 0.0686388 0.00635366
1.6 1.25 1 0.8 0.6 0.0658128 0.00678885
1.6 1.25 1 0.85 0.6 0.0624076 0.00731605
1.6 1.25 1 0.9 0.6 0.0589721 0.00793519
1.6 1.25 1 0.95 0.6 0.0551598 0.00841047
1.6 1.25 1 1 0.6 0.0508175 0.00908902
1.6 1.25 1 1.05 0.6 0.045822 0.00979522
1.6 1.25 1 1.1 0.6 0.0405963 0.0105226
1.6 1.25 1 1.15 0.6 0.0344406 0.0113566
1.6 1.25 1 1.2 0.6 0.0271424 0.0122027

1.7 1.25 1 0 0.6 0.0839283 -nan
1.7 1.25 1 0.05 0.6 0.0838603 0.000378996
1.7 1.25 1 0.1 0.6 0.0836574 0.000749547
1.7 1.25 1 0.15 0.6 0.0832899 0.0011292
1.7 1.25 1 0.2 0.6 0.0828112 0.00149193
1.7 1.25 1 0.25 0.6 0.0821781 0.00188408
1.7 1.25 1 0.3 0.6 0.0813628 0.00226087
1.7 1.25 1 0.35 0.6 0.0804444 0.00267397
1.7 1.25 1 0.4 0.6 0.0793454 0.0030728
1.7 1.25 1 0.45 0.6 0.078074 0.0035053
1.7 1.25 1 0.5 0.6 0.0766878 0.00386719
1.7 1.25 1 0.55 0.6 0.0750148 0.00431793
1.7 1.25 1 0.6 0.6 0.0733393 0.00482249
1.7 1.25 1 0.65 0.6 0.0712684 0.00516903
1.7 1.25 1 0.7 0.6 0.0691287 0.00568128
1.7 1.25 1 0.75 0.6 0.0666792 0.00605737
1.7 1.25 1 0.8 0.6 0.063956 0.0066043
1.7 1.25 1 0.85 0.6 0.060971 0.00708851
1.7 1.25 1 0.9 0.6 0.0577796 0.00760742
1.7 1.25 1 0.95 0.6 0.0539514 0.00817351
1.7 1.25 1 1 0.6 0.0500837 0.00874784
1.7 1.25 1 1.05 0.6 0.0454152 0.00934704
1.7 1.25 1 1.1 0.6 0.0406096 0.0101233
1.7 1.25 1 1.15 0.6 0.0348456 0.0108816
1.7 1.25 1 1.2 0.6 0.0282794 0.0117312

1.8 1.25 1 0 0.6 0.0808508 -nan
1.8 1.25 1 0.05 0.6 0.0807882 0.000356598
1.8 1.25 1 0.1 0.6 0.0805907 0.000719084
1.8 1.25 1 0.15 0.6 0.0802703 0.00108645
1.8 1.25 1 0.2 0.6 0.079784 0.00144671
1.8 1.25 1 0.25 0.6 0.0792717 0.00181404
1.8 1.25 1 0.3 0.6 0.0784881 0.00218477
1.8 1.25 1 0.35 0.6 0.0776046 0.00254545
1.8 1.25 1 0.4 0.6 0.0765807 0.00295209
1.8 1.25 1 0.45 0.6 0.0754194 0.00332466
1.8 1.25 1 0.5 0.6 0.074087 0.00372742
1.8 1.25 1 0.55 0.6 0.0726514 0.00417406
1.8 1.25 1 0.6 0.6 0.0709634 0.00459781
1.8 1.25 1 0.65 0.6 0.0690457 0.0049729
1.8 1.25 1 0.7 0.6 0.0670286 0.00541665
1.8 1.25 1 0.75 0.6 0.0646512 0.00579938
1.8 1.25 1 0.8 0.6 0.0622683 0.00633689
1.8 1.25 1 0.85 0.6 0.0593515 0.0068036
1.8 1.25 1 0.9 0.6 0.0564471 0.00722034
1.8 1.25 1 0.95 0.6 0.0530046 0.00784846
1.8 1.25 1 1 0.6 0.0493175 0.00847275
1.8 1.25 1 1.05 0.6 0.0451514 0.00907135
1.8 1.25 1 1.1 0.6 0.0405719 0.00969727
1.8 1.25 1 1.15 0.6 0.0349949 0.0106048
1.8 1.25 1 1.2 0.6 0.0286018 0.0113763

1.9 1.25 1 0 0.6 0.0779938 4.1263e-08
1.9 1.25 1 0.05 0.6 0.0779303 0.000347273
1.9 1.25 1 0.1 0.6 0.0777583 0.000697348
1.9 1.25 1 0.15 0.6 0.0774482 0.00104943
