alpha b0 d sigma tau Gmean Gstd
0.4 1.25 1 0.15 1.2 0.166196 0.00328287
0.4 1.25 1 0.2 1.2 0.16421 0.00446742
0.4 1.25 1 0.25 1.2 0.161835 0.00556266
0.4 1.25 1 0.3 1.2 0.158783 0.00667634
0.4 1.25 1 0.35 1.2 0.155252 0.00774905
0.4 1.25 1 0.4 1.2 0.151314 0.00881713
0.4 1.25 1 0.45 1.2 0.146564 0.00998197
0.4 1.25 1 0.5 1.2 0.141259 0.0112922
0.4 1.25 1 0.55 1.2 0.13527 0.0123393
0.4 1.25 1 0.6 1.2 0.128621 0.0134861
0.4 1.25 1 0.65 1.2 0.121496 0.0148096
0.4 1.25 1 0.7 1.2 0.11357 0.0160457
0.4 1.25 1 0.75 1.2 0.104912 0.0173042
0.4 1.25 1 0.8 1.2 0.0955119 0.018422
0.4 1.25 1 0.85 1.2 0.0856291 0.0197388
0.4 1.25 1 0.9 1.2 0.0745937 0.0210323
0.4 1.25 1 0.95 1.2 0.0626427 0.0223624
0.4 1.25 1 1 1.2 0.0496263 0.0236457
0.4 1.25 1 1.05 1.2 0.0358751 0.0251211
0.4 1.25 1 1.1 1.2 0.0198725 0.0262585
0.4 1.25 1 1.15 1.2 0.00545811 0.0282311
0.4 1.25 1 1.2 1.2 -0.0125335 0.0296801

0.5 1.25 1 0 1.2 0.156146 5.79519e-08
0.5 1.25 1 0.05 1.2 0.155874 0.0010165
0.5 1.25 1 0.1 1.2 0.155108 0.00204357
0.5 1.25 1 0.15 1.2 0.153801 0.00300931
0.5 1.25 1 0.2 1.2 0.15191 0.00410044
0.5 1.25 1 0.25 1.2 0.149607 0.00512242
0.5 1.25 1 0.3 1.2 0.146561 0.00613834
0.5 1.25 1 0.35 1.2 0.143108 0.00715651
0.5 1.25 1 0.4 1.2 0.139107 0.00832708
0.5 1.25 1 0.45 1.2 0.134495 0.00928711
0.5 1.25 1 0.5 1.2 0.129182 0.0104012
0.5 1.25 1 0.55 1.2 0.123175 0.0114373
0.5 1.25 1 0.6 1.2 0.116558 0.0125936
0.5 1.25 1 0.65 1.2 0.109504 0.0136265
0.5 1.25 1 0.7 1.2 0.10176 0.01493
0.5 1.25 1 0.75 1.2 0.0927382 0.016059
0.5 1.25 1 0.8 1.2 0.0835647 0.0171578
0.5 1.25 1 0.85 1.2 0.0731729 0.0183363
0.5 1.25 1 0.9 1.2 0.0620313 0.0194717
0.5 1.25 1 0.95 1.2 0.0497839 0.0208166
0.5 1.25 1 1 1.2 0.0368305 0.0223584
0.5 1.25 1 1.05 1.2 0.0224767 0.0234086
0.5 1.25 1 1.1 1.2 0.00701925 0.025157
0.5 1.25 1 1.15 1.2 -0.0106248 0.0266866
0.5 1.25 1 1.2 1.2 -0.0296936 0.0280775

0.6 1.25 1 0 1.2 0.145521 -nan
0.6 1.25 1 0.05 1.2 0.14526 0.000934793
0.6 1.25 1 0.1 1.2 0.144532 0.00186045
0.6 1.25 1 0.15 1.2 0.143257 0.00285715
0.6 1.25 1 0.2 1.2 0.141483 0.00376997
0.6 1.25 1 0.25 1.2 0.13924 0.00472134
0.6 1.25 1 0.3 1.2 0.136373 0.00562897
0.6 1.25 1 0.35 1.2 0.132953 0.00675036
0.6 1.25 1 0.4 1.2 0.12911 0.00768263
0.6 1.25 1 0.45 1.2 0.1246 0.00860396
0.6 1.25 1 0.5 1.2 0.119439 0.0096574
0.6 1.25 1 0.55 1.2 0.114101 0.0105484
0.6 1.25 1 0.6 1.2 0.107779 0.0117962
0.6 1.25 1 0.65 1.2 0.100675 0.0129038
0.6 1.25 1 0.7 1.2 0.0928536 0.0138712
0.6 1.25 1 0.75 1.2 0.0839878 0.015232
0.6 1.25 1 0.8 1.2 0.0753514 0.0160974
0.6 1.25 1 0.85 1.2 0.0646362 0.0171946
0.6 1.25 1 0.9 1.2 0.0535404 0.0185406
0.6 1.25 1 0.95 1.2 0.0416331 0.0196679
0.6 1.25 1 1 1.2 0.0280981 0.0213124
0.6 1.25 1 1.05 1.2 0.0137981 0.0222387
0.6 1.25 1 1.1 1.2 -0.00266452 0.0239773
0.6 1.25 1 1.15 1.2 -0.0199288 0.0252259
0.6 1.25 1 1.2 1.2 -0.039049 0.0268735

0.7 1.25 1 0 1.2 0.136295 -nan
0.7 1.25 1 0.05 1.2 0.136063 0.000881911
0.7 1.25 1 0.1 1.2 0.135309 0.00175611
0.7 1.25 1 0.15 1.2 0.134109 0.00262213
0.7 1.25 1 0.2 1.2 0.132451 0.00350114
0.7 1.25 1 0.25 1.2 0.130262 0.00439374
0.7 1.25 1 0.3 1.2 0.12761 0.00532806
0.7 1.25 1 0.35 1.2 0.124397 0.00618323
0.7 1.25 1 0.4 1.2 0.120636 0.0071446
0.7 1.25 1 0.45 1.2 0.116424 0.00802626
0.7 1.25 1 0.5 1.2 0.111543 0.00904698
0.7 1.25 1 0.55 1.2 0.105967 0.0100372
0.7 1.25 1 0.6 1.2 0.100122 0.0108267
0.7 1.25 1 0.65 1.2 0.0932368 0.0119188
0.7 1.25 1 0.7 1.2 0.0859564 0.0131395
0.7 1.25 1 0.75 1.2 0.0775585 0.0142434
0.7 1.25 1 0.8 1.2 0.0688257 0.0153356
0.7 1.25 1 0.85 1.2 0.0588224 0.0161498
0.7 1.25 1 0.9 1.2 0.0477799 0.0175051
0.7 1.25 1 0.95 1.2 0.0358063 0.0184809
0.7 1.25 1 1 1.2 0.0225376 0.0198538
0.7 1.25 1 1.05 1.2 0.00828376 0.0213377
0.7 1.25 1 1.1 1.2 -0.00746371 0.0225977
0.7 1.25 1 1.15 1.2 -0.0256425 0.0242536
0.7 1.25 1 1.2 1.2 -0.0459441 0.0256986

0.8 1.25 1 0 1.2 0.128967 -nan
0.8 1.25 1 0.05 1.2 0.128743 0.000831038
0.8 1.25 1 0.1 1.2 0.12804 0.00165492
0.8 1.25 1 0.15 1.2 0.126925 0.00251007
0.8 1.25 1 0.2 1.2 0.125296 0.00331573
0.8 1.25 1 0.25 1.2 0.123215 0.00413552
0.8 1.25 1 0.3 1.2 0.120683 0.00494991
0.8 1.25 1 0.35 1.2 0.11759 0.005843
0.8 1.25 1 0.4 1.2 0.113996 0.00675559
0.8 1.25 1 0.45 1.2 0.109945 0.00763903
0.8 1.25 1 0.5 1.2 0.105445 0.00847926
0.8 1.25 1 0.55 1.2 0.100304 0.00944102
0.8 1.25 1 0.6 1.2 0.0943601 0.0102764
0.8 1.25 1 0.65 1.2 0.0880559 0.0113629
0.8 1.25 1 0.7 1.2 0.0810233 0.0122902
0.8 1.25 1 0.75 1.2 0.0729668 0.0133116
0.8 1.25 1 0.8 1.2 0.0642661 0.0143261
0.8 1.25 1 0.85 1.2 0.0546927 0.0153808
0.8 1.25 1 0.9 1.2 0.0437734 0.0166047
0.8 1.25 1 0.95 1.2 0.0322412 0.0179055
0.8 1.25 1 1 1.2 0.0197437 0.0188834
0.8 1.25 1 1.05 1.2 0.00566171 0.0202457
0.8 1.25 1 1.1 1.2 -0.00989901 0.0215877
0.8 1.25 1 1.15 1.2 -0.0280351 0.0233934
0.8 1.25 1 1.2 1.2 -0.0480641 0.0250115

0.9 1.25 1 0 1.2 0.121721 -nan
0.9 1.25 1 0.05 1.2 0.121509 0.000782396
0.9 1.25 1 0.1 1.2 0.120865 0.00156218
0.9 1.25 1 0.15 1.2 0.119887 0.00233813
0.9 1.25 1 0.2 1.2 0.118297 0.00315525
0.9 1.25 1 0.25 1.2 0.116332 0.00390468
0.9 1.25 1 0.3 1.2 0.114005 0.00466541
0.9 1.25 1 0.35 1.2 0.111078 0.00550004
0.9 1.25 1 0.4 1.2 0.107745 0.00640231
0.9 1.25 1 0.45 1.2 0.103844 0.00729069
0.9 1.25 1 0.5 1.2 0.0996816 0.0079425
0.9 1.25 1 0.55 1.2 0.094692 0.00882971
0.9 1.25 1 0.6 1.2 0.0890933 0.00975249
0.9 1.25 1 0.65 1.2 0.0829672 0.0106453
0.9 1.25 1 0.7 1.2 0.0761596 0.0114183
0.9 1.25 1 0.75 1.2 0.0687604 0.012663
0.9 1.25 1 0.8 1.2 0.0606017 0.0136219
0.9 1.25 1 0.85 1.2 0.0511217 0.0146232
0.9 1.25 1 0.9 1.2 0.0409951 0.0157563
0.9 1.25 1 0.95 1.2 0.030077 0.0168393
0.9 1.25 1 1 1.2 0.0178268 0.0181401
0.9 1.25 1 1.05 1.2 0.00360252 0.0192276
0.9 1.25 1 1.1 1.2 -0.0118267 0.0208392
0.9 1.25 1 1.15 1.2 -0.0294253 0.0222444
0.9 1.25 1 1.2 1.2 -0.0494551 0.0240521

1 1.25 1 0 1.2 0.115265 -nan
1 1.25 1 0.05 1.2 0.11506 0.000734892
1 1.25 1 0.1 1.2 0.114481 0.00147159
1 1.25 1 0.15 1.2 0.113477 0.0022246
1 1.25 1 0.2 1.2 0.112037 0.00296786
1 1.25 1 0.25 1.2 0.110255 0.00366164
1 1.25 1 0.3 1.2 0.10799 0.00439095
1 1.25 1 0.35 1.2 0.105316 0.00521611
1 1.25 1 0.4 1.2 0.102125 0.00598087
1 1.25 1 0.45 1.2 0.0985291 0.00683841
1 1.25 1 0.5 1.2 0.0944202 0.00764111
1 1.25 1 0.55 1.2 0.0897704 0.00841891
1 1.25 1 0.6 1.2 0.0845878 0.00918346
1 1.25 1 0.65 1.2 0.078876 0.0100417
1 1.25 1 0.7 1.2 0.0724329 0.0110383
1 1.25 1 0.75 1.2 0.0654406 0.0119187
1 1.25 1 0.8 1.2 0.0572493 0.0127716
1 1.25 1 0.85 1.2 0.0488267 0.0139386
1 1.25 1 0.9 1.2 0.0389238 0.0148845
1 1.25 1 0.95 1.2 0.0283618 0.015982
1 1.25 1 1 1.2 0.0163423 0.0173126
1 1.25 1 1.05 1.2 0.00311332 0.0183327
1 1.25 1 1.1 1.2 -0.0118409 0.0198199
1 1.25 1 1.15 1.2 -0.0292234 0.0214201
1 1.25 1 1.2 1.2 -0.0495955 0.0232738

1.1 1.25 1 0 1.2 0.109474 -nan
1.1 1.25 1 0.05 1.2 0.109285 0.000699325
1.1 1.25 1 0.1 1.2 0.108735 0.00140293
1.1 1.25 1 0.15 1.2 0.107775 0.00210542
1.1 1.25 1 0.2 1.2 0.1065 0.00279285
1.1 1.25 1 0.25 1.2 0.104731 0.00354849
1.1 1.25 1 0.3 1.2 0.102686 0.00427608
1.1 1.25 1 0.35 1.2 0.100117 0.0049516
1.1 1.25 1 0.4 1.2 0.0972202 0.00569958
1.1 1.25 1 0.45 1.2 0.0937923 0.00642458
1.1 1.25 1 0.5 1.2 0.0898659 0.00722051
1.1 1.25 1 0.55 1.2 0.0855173 0.00803303
1.1 1.25 1 0.6 1.2 0.0806874 0.00875462
1.1 1.25 1 0.65 1.2 0.075247 0.0096079
1.1 1.25 1 0.7 1.2 0.0692874 0.0104822
1.1 1.25 1 0.75 1.2 0.0624212 0.0113495
1.1 1.25 1 0.8 1.2 0.0550522 0.0121696
1.1 1.25 1 0.85 1.2 0.0468208 0.0132518
1.1 1.25 1 0.9 1.2 0.0377794 0.0142002
1.1 1.25 1 0.95 1.2 0.0274037 0.0154369
1.1 1.25 1 1 1.2 0.0160565 0.0166407
1.1 1.25 1 1.05 1.2 0.00308423 0.0177168
1.1 1.25 1 1.1 1.2 -0.0115838 0.0189705
1.1 1.25 1 1.15 1.2 -0.0283371 0.02079
1.1 1.25 1 1.2 1.2 -0.0471554 0.0223417

1.2 1.25 1 0 1.2 0.103754 3.59978e-08
1.2 1.25 1 0.05 1.2 0.103576 0.000653319
1.2 1.25 1 0.1 1.2 0.103051 0.00131259
1.2 1.25 1 0.15 1.2 0.102175 0.00197399
1.2 1.25 1 0.2 1.2 0.100992 0.00264663
1.2 1.25 1 0.25 1.2 0.099353 0.00332996
1.2 1.25 1 0.3 1.2 0.0973768 0.00400457
1.2 1.25 1 0.35 1.2 0.095036 0.00471099
1.2 1.25 1 0.4 1.2 0.0923343 0.00531683
1.2 1.25 1 0.45 1.2 0.0889926 0.00617687
1.2 1.25 1 0.5 1.2 0.0854982 0.00681809
1.2 1.25 1 0.55 1.2 0.0816359 0.00759524
1.2 1.25 1 0.6 1.2 0.0769884 0.0082989
1.2 1.25 1 0.65 1.2 0.0719424 0.00920946
1.2 1.25 1 0.7 1.2 0.0663602 0.00996881
1.2 1.25 1 0.75 1.2 0.0600471 0.0106524
1.2 1.25 1 0.8 1.2 0.052962 0.0116685
1.2 1.25 1 0.85 1.2 0.0450866 0.0126579
1.2 1.25 1 0.9 1.2 0.0363605 0.013581
1.2 1.25 1 0.95 1.2 0.0269077 0.0148482
1.2 1.25 1 1 1.2 0.0158887 0.0160207
1.2 1.25 1 1.05 1.2 0.0035734 0.0171738
1.2 1.25 1 1.1 1.2 -0.00997084 0.0180285
1.2 1.25 1 1.15 1.2 -0.0264895 0.0196847
1.2 1.25 1 1.2 1.2 -0.0453592 0.0216991

1.3 1.25 1 0 1.2 0.0990592 -nan
1.3 1.25 1 0.05 1.2 0.0989015 0.000632087
1.3 1.25 1 0.1 1.2 0.0984279 0.00126027
1.3 1.25 1 0.15 1.2 0.0975862 0.00189293
1.3 1.25 1 0.2 1.2 0.0964407 0.00254109
1.3 1.25 1 0.25 1.2 0.0950042 0.00316466
1.3 1.25 1 0.3 1.2 0.0930978 0.00381658
1.3 1.25 1 0.35 1.2 0.0908873 0.00443633
1.3 1.25 1 0.4 1.2 0.0882089 0.00522281
1.3 1.25 1 0.45 1.2 0.0854431 0.00581211
1.3 1.25 1 0.5 1.2 0.0820224 0.00658154
1.3 1.25 1 0.55 1.2 0.0781217 0.00718053
1.3 1.25 1 0.6 1.2 0.0739395 0.00789777
1.3 1.25 1 0.65 1.2 0.069246 0.00875548
1.3 1.25 1 0.7 1.2 0.0637451 0.00948468
1.3 1.25 1 0.75 1.2 0.0579286 0.0102568
1.3 1.25 1 0.8 1.2 0.0514009 0.0112209
1.3 1.25 1 0.85 1.2 0.0439309 0.0120738
1.3 1.25 1 0.9 1.2 0.0356265 0.0130624
1.3 1.25 1 0.95 1.2 0.0265535 0.0140855
1.3 1.25 1 1 1.2 0.0162225 0.015025
1.3 1.25 1 1.05 1.2 0.00458021 0.0163772
1.3 1.25 1 1.1 1.2 -0.0084311 0.0176163
1.3 1.25 1 1.15 1.2 -0.0242533 0.0191381
1.3 1.25 1 1.2 1.2 -0.0432128 0.0211512

1.4 1.25 1 0 1.2 0.094778 6.11702e-08
1.4 1.25 1 0.05 1.2 0.0946241 0.00059964
1.4 1.25 1 0.1 1.2 0.0941928 0.00119699
1.4 1.25 1 0.15 1.2 0.0934189 0.00181279
1.4 1.25 1 0.2 1.2 0.0923326 0.00239809
1.4 1.25 1 0.25 1.2 0.0909467 0.00300185
1.4 1.25 1 0.3 1.2 0.0892626 0.00360351
1.4 1.25 1 0.35 1.2 0.0871419 0.00421726
1.4 1.25 1 0.4 1.2 0.0847462 0.00493492
1.4 1.25 1 0.45 1.2 0.0818987 0.00556131
1.4 1.25 1 0.5 1.2 0.0787246 0.0062392
1.4 1.25 1 0.55 1.2 0.0751394 0.0068883
1.4 1.25 1 0.6 1.2 0.0711965 0.00763116
1.4 1.25 1 0.65 1.2 0.0666939 0.00838864
1.4 1.25 1 0.7 1.2 0.0616478 0.00898268
1.4 1.25 1 0.75 1.2 0.0560423 0.00983424
1.4 1.25 1 0.8 1.2 0.0498528 0.0106209
1.4 1.25 1 0.85 1.2 0.0429659 0.0115256
1.4 1.25 1 0.9 1.2 0.035029 0.0125053
1.4 1.25 1 0.95 1.2 0.0266375 0.0134206
1.4 1.25 1 1 1.2 0.0168787 0.0144155
1.4 1.25 1 1.05 1.2 0.00567884 0.0157159
1.4 1.25 1 1.1 1.2 -0.0068248 0.0171797
1.4 1.25 1 1.15 1.2 -0.0218085 0.018444
1.4 1.25 1 1.2 1.2 -0.0405129 0.0203534

1.5 1.25 1 0 1.2 0.0908575 6.53653e-08
1.5 1.25 1 0.05 1.2 0.0907105 0.000574258
1.5 1.25 1 0.1 1.2 0.090277 0.00115971
1.5 1.25 1 0.15 1.2 0.0895557 0.00172876
1.5 1.25 1 0.2 1.2 0.0885407 0.00231165
1.5 1.25 1 0.25 1.2 0.0872851 0.00289407
1.5 1.25 1 0.3 1.2 0.0856559 0.00349813
1.5 1.25 1 0.35 1.2 0.0836745 0.00404021
1.5 1.25 1 0.4 1.2 0.0813746 0.00465704
1.5 1.25 1 0.45 1.2 0.0787991 0.00533242
1.5 1.25 1 0.5 1.2 0.0759551 0.00602904
1.5 1.25 1 0.55 1.2 0.0724461 0.00669412
1.5 1.25 1 0.6 1.2 0.0686566 0.00722415
1.5 1.25 1 0.65 1.2 0.0645157 0.0080373
1.5 1.25 1 0.7 1.2 0.0595684 0.00880166
1.5 1.25 1 0.75 1.2 0.0545987 0.00944905
1.5 1.25 1 0.8 1.2 0.048882 0.0102802
1.5 1.25 1 0.85 1.2 0.0424332 0.0110784
1.5 1.25 1 0.9 1.2 0.0348864 0.0119837
1.5 1.25 1 0.95 1.2 0.0268266 0.0128605
1.5 1.25 1 1 1.2 0.0172938 0.0138363
1.5 1.25 1 1.05 1.2 0.00660827 0.0151929
1.5 1.25 1 1.1 1.2 -0.00538628 0.0164147
1.5 1.25 1 1.15 1.2 -0.0199317 0.0181825
1.5 1.25 1 1.2 1.2 -0.0375652 0.0196447

1.6 1.25 1 0 1.2 0.0872534 5.1121e-08
1.6 1.25 1 0.05 1.2 0.0871265 0.000551673
1.6 1.25 1 0.1 1.2 0.0867185 0.00110732
1.6 1.25 1 0.15 1.2 0.0860485 0.00166377
1.6 1.25 1 0.2 1.2 0.0850496 0.00223362
1.6 1.25 1 0.25 1.2 0.0838273 0.00276645
1.6 1.25 1 0.3 1.2 0.0822945 0.00333541
1.6 1.25 1 0.35 1.2 0.080496 0.00393638
1.6 1.25 1 0.4 1.2 0.0784107 0.00449919
1.6 1.25 1 0.45 1.2 0.0760174 0.00515093
1.6 1.25 1 0.5 1.2 0.0732124 0.00569416
1.6 1.25 1 0.55 1.2 0.069963 0.00642102
1.6 1.25 1 0.6 1.2 0.0665006 0.00697088
1.6 1.25 1 0.65 1.2 0.0624787 0.00770336
1.6 1.25 1 0.7 1.2 0.0579781 0.00835555
1.6 1.25 1 0.75 1.2 0.0532683 0.0092487
1.6 1.25 1 0.8 1.2 0.0476729 0.00985486
1.6 1.25 1 0.85 1.2 0.0414266 0.0106227
1.6 1.25 1 0.9 1.2 0.0346533 0.0117242
1.6 1.25 1 0.95 1.2 0.0269165 0.0125699
1.6 1.25 1 1 1.2 0.0178879 0.0134056
1.6 1.25 1 1.05 1.2 0.00815866 0.0144028
1.6 1.25 1 1.1 1.2 -0.00362382 0.0160067
1.6 1.25 1 1.15 1.2 -0.0177112 0.0175285
1.6 1.25 1 1.2 1.2 -0.034824 0.0190492

1.7 1.25 1 0 1.2 0.0839283 -nan
1.7 1.25 1 0.05 1.2 0.0838052 0.000526582
1.7 1.25 1 0.1 1.2 0.0834209 0.00107002
1.7 1.25 1 0.15 1.2 0.082786 0.00159531
1.7 1.25 1 0.2 1.2 0.0818986 0.00212804
1.7 1.25 1 0.25 1.2 0.0807828 0.00267633
1.7 1.25 1 0.3 1.2 0.0793868 0.00322239
1.7 1.25 1 0.35 1.2 0.0776541 0.00374832
1.7 1.25 1 0.4 1.2 0.0756187 0.00434708
1.7 1.25 1 0.45 1.2 0.0733624 0.00492492
1.7 1.25 1 0.5 1.2 0.0706734 0.00549649
1.7 1.25 1 0.55 1.2 0.0677755 0.00608126
1.7 1.25 1 0.6 1.2 0.064489 0.00675669
1.7 1.25 1 0.65 1.2 0.0607467 0.00737881
1.7 1.25 1 0.7 1.2 0.0564849 0.00811843
1.7 1.25 1 0.75 1.2 0.0517517 0.00879946
1.7 1.25 1 0.8 1.2 0.0465066 0.0094501
1.7 1.25 1 0.85 1.2 0.0405415 0.0103391
1.7 1.25 1 0.9 1.2 0.0343938 0.0111324
1.7 1.25 1 0.95 1.2 0.0269045 0.0120224
1.7 1.25 1 1 1.2 0.0186371 0.0130813
1.7 1.25 1 1.05 1.2 0.00903447 0.0140954
1.7 1.25 1 1.1 1.2 -0.00186264 0.0155086
1.7 1.25 1 1.15 1.2 -0.0154613 0.0167387
1.7 1.25 1 1.2 1.2 -0.0316657 0.0186387

1.8 1.25 1 0 1.2 0.0808508 -nan
1.8 1.25 1 0.05 1.2 0.0807335 0.000508733
1.8 1.25 1 0.1 1.2 0.080389 0.00101097
1.8 1.25 1 0.15 1.2 0.0797903 0.0015221
1.8 1.25 1 0.2 1.2 0.0789137 0.00204427
1.8 1.25 1 0.25 1.2 0.077881 0.00255924
1.8 1.25 1 0.3 1.2 0.0764827 0.00311663
1.8 1.25 1 0.35 1.2 0.0748814 0.00361927
1.8 1.25 1 0.4 1.2 0.073096 0.00419687
1.8 1.25 1 0.45 1.2 0.0709556 0.00468813
1.8 1.25 1 0.5 1.2 0.0683853 0.00533294
1.8 1.25 1 0.55 1.2 0.065617 0.00589883
1.8 1.25 1 0.6 1.2 0.0624573 0.00652766
1.8 1.25 1 0.65 1.2 0.0589176 0.00717848
1.8 1.25 1 0.7 1.2 0.0549281 0.00778742
1.8 1.25 1 0.75 1.2 0.0506028 0.0084115
1.8 1.25 1 0.8 1.2 0.0455405 0.00911897
1.8 1.25 1 0.85 1.2 0.040173 0.00997936
1.8 1.25 1 0.9 1.2 0.0341078 0.0107104
1.8 1.25 1 0.95 1.2 0.0272586 0.0114822
1.8 1.25 1 1 1.2 0.0191824 0.012487
1.8 1.25 1 1.05 1.2 0.0105174 0.0134736
1.8 1.25 1 1.1 1.2 -0.000251732 0.0148436
1.8 1.25 1 1.15 1.2 -0.0127352 0.0163108
1.8 1.25 1 1.2 1.2 -0.0286635 0.0180694

1.9 1.25 1 0 1.2 0.0779938 4.1263e-08
1.9 1.25 1 0.05 1.2 0.0778807 0.000490379
