alpha b0 d sigma tau Gmean Gstd
0.4 1.25 1 1.05 0.5 0.0745572 0.0161359
0.4 1.25 1 1.1 0.5 0.0644198 0.0171283
0.4 1.25 1 1.15 0.5 0.0533272 0.0179656
0.4 1.25 1 1.2 0.5 0.0413105 0.0189925

0.5 1.25 1 0 0.5 0.156146 5.79519e-08
0.5 1.25 1 0.05 0.5 0.155967 0.000650811
0.5 1.25 1 0.1 0.5 0.155429 0.00131644
0.5 1.25 1 0.15 0.5 0.154552 0.00194579
0.5 1.25 1 0.2 0.5 0.153242 0.00264718
0.5 1.25 1 0.25 0.5 0.151636 0.00329517
0.5 1.25 1 0.3 0.5 0.149675 0.003933
0.5 1.25 1 0.35 0.5 0.147321 0.00459123
0.5 1.25 1 0.4 0.5 0.14457 0.00535552
0.5 1.25 1 0.45 0.5 0.141358 0.00598273
0.5 1.25 1 0.5 0.5 0.137911 0.00670963
0.5 1.25 1 0.55 0.5 0.13405 0.00738672
0.5 1.25 1 0.6 0.5 0.129585 0.00811867
0.5 1.25 1 0.65 0.5 0.12488 0.00877776
0.5 1.25 1 0.7 0.5 0.119631 0.00965382
0.5 1.25 1 0.75 0.5 0.113637 0.0102484
0.5 1.25 1 0.8 0.5 0.107368 0.0110208
0.5 1.25 1 0.85 0.5 0.100582 0.0116665
0.5 1.25 1 0.9 0.5 0.0933005 0.0125696
0.5 1.25 1 0.95 0.5 0.0856212 0.0134169
0.5 1.25 1 1 0.5 0.0768316 0.0142436
0.5 1.25 1 1.05 0.5 0.0677347 0.0150515
0.5 1.25 1 1.1 0.5 0.0575699 0.0160984
0.5 1.25 1 1.15 0.5 0.0470233 0.0168721
0.5 1.25 1 1.2 0.5 0.0354096 0.0178483

0.6 1.25 1 0 0.5 0.145521 -nan
0.6 1.25 1 0.05 0.5 0.145364 0.000605074
0.6 1.25 1 0.1 0.5 0.144857 0.00119898
0.6 1.25 1 0.15 0.5 0.144084 0.00180526
0.6 1.25 1 0.2 0.5 0.1429 0.00241068
0.6 1.25 1 0.25 0.5 0.141424 0.00304915
0.6 1.25 1 0.3 0.5 0.139648 0.00360891
0.6 1.25 1 0.35 0.5 0.137439 0.0043122
0.6 1.25 1 0.4 0.5 0.135058 0.004892
0.6 1.25 1 0.45 0.5 0.13215 0.00555313
0.6 1.25 1 0.5 0.5 0.128815 0.00623518
0.6 1.25 1 0.55 0.5 0.125227 0.00684147
0.6 1.25 1 0.6 0.5 0.121144 0.0075121
0.6 1.25 1 0.65 0.5 0.116815 0.00821023
0.6 1.25 1 0.7 0.5 0.111921 0.00890359
0.6 1.25 1 0.75 0.5 0.106564 0.0095369
0.6 1.25 1 0.8 0.5 0.100901 0.0103922
0.6 1.25 1 0.85 0.5 0.09451 0.0110496
0.6 1.25 1 0.9 0.5 0.0877807 0.0120026
0.6 1.25 1 0.95 0.5 0.0805636 0.0124433
0.6 1.25 1 1 0.5 0.071897 0.0134158
0.6 1.25 1 1.05 0.5 0.0636027 0.0142015
0.6 1.25 1 1.1 0.5 0.054214 0.015289
0.6 1.25 1 1.15 0.5 0.0437027 0.0162209
0.6 1.25 1 1.2 0.5 0.0325166 0.0171954

0.7 1.25 1 0 0.5 0.136295 -nan
0.7 1.25 1 0.05 0.5 0.136157 0.000571023
0.7 1.25 1 0.1 0.5 0.135711 0.00115744
0.7 1.25 1 0.15 0.5 0.134981 0.00169479
0.7 1.25 1 0.2 0.5 0.133966 0.0022733
0.7 1.25 1 0.25 0.5 0.132624 0.00284779
0.7 1.25 1 0.3 0.5 0.130961 0.00340577
0.7 1.25 1 0.35 0.5 0.129026 0.0040645
0.7 1.25 1 0.4 0.5 0.12674 0.00461076
0.7 1.25 1 0.45 0.5 0.124222 0.00525998
0.7 1.25 1 0.5 0.5 0.121236 0.00579393
0.7 1.25 1 0.55 0.5 0.117808 0.00647211
0.7 1.25 1 0.6 0.5 0.114195 0.0070592
0.7 1.25 1 0.65 0.5 0.11012 0.00760555
0.7 1.25 1 0.7 0.5 0.105778 0.00831786
0.7 1.25 1 0.75 0.5 0.10096 0.00892864
0.7 1.25 1 0.8 0.5 0.095694 0.00970807
0.7 1.25 1 0.85 0.5 0.0898999 0.0104807
0.7 1.25 1 0.9 0.5 0.083615 0.0111425
0.7 1.25 1 0.95 0.5 0.0767932 0.0118197
0.7 1.25 1 1 0.5 0.0691708 0.0125702
0.7 1.25 1 1.05 0.5 0.0613751 0.0132389
0.7 1.25 1 1.1 0.5 0.0523513 0.0143392
0.7 1.25 1 1.15 0.5 0.0427363 0.0151632
0.7 1.25 1 1.2 0.5 0.032274 0.0161113

0.8 1.25 1 0 0.5 0.128967 -nan
0.8 1.25 1 0.05 0.5 0.128826 0.000533895
0.8 1.25 1 0.1 0.5 0.128451 0.00106954
0.8 1.25 1 0.15 0.5 0.127744 0.00160205
0.8 1.25 1 0.2 0.5 0.126806 0.00213462
0.8 1.25 1 0.25 0.5 0.125575 0.00271767
0.8 1.25 1 0.3 0.5 0.124068 0.00322605
0.8 1.25 1 0.35 0.5 0.122357 0.00376762
0.8 1.25 1 0.4 0.5 0.120229 0.00434191
0.8 1.25 1 0.45 0.5 0.117924 0.00490467
0.8 1.25 1 0.5 0.5 0.115172 0.0054688
0.8 1.25 1 0.55 0.5 0.112354 0.00616055
0.8 1.25 1 0.6 0.5 0.108693 0.00673019
0.8 1.25 1 0.65 0.5 0.105203 0.00724978
0.8 1.25 1 0.7 0.5 0.101069 0.00790846
0.8 1.25 1 0.75 0.5 0.0967505 0.00856597
0.8 1.25 1 0.8 0.5 0.0915002 0.00909615
0.8 1.25 1 0.85 0.5 0.0865273 0.00983326
0.8 1.25 1 0.9 0.5 0.0805371 0.0105923
0.8 1.25 1 0.95 0.5 0.0743329 0.011195
0.8 1.25 1 1 0.5 0.0672762 0.0119719
0.8 1.25 1 1.05 0.5 0.0596953 0.0126793
0.8 1.25 1 1.1 0.5 0.0515671 0.0137649
0.8 1.25 1 1.15 0.5 0.0427148 0.0145206
0.8 1.25 1 1.2 0.5 0.0324534 0.0153772

0.9 1.25 1 0 0.5 0.121721 -nan
0.9 1.25 1 0.05 0.5 0.121598 0.000499468
0.9 1.25 1 0.1 0.5 0.121229 0.000995179
0.9 1.25 1 0.15 0.5 0.120625 0.00150153
0.9 1.25 1 0.2 0.5 0.119779 0.00201597
0.9 1.25 1 0.25 0.5 0.118648 0.00252777
0.9 1.25 1 0.3 0.5 0.117331 0.00305412
0.9 1.25 1 0.35 0.5 0.115733 0.00355876
0.9 1.25 1 0.4 0.5 0.113809 0.00413032
0.9 1.25 1 0.45 0.5 0.111709 0.00459944
0.9 1.25 1 0.5 0.5 0.109379 0.00512392
0.9 1.25 1 0.55 0.5 0.106439 0.00575094
0.9 1.25 1 0.6 0.5 0.103484 0.00625003
0.9 1.25 1 0.65 0.5 0.100136 0.0068153
0.9 1.25 1 0.7 0.5 0.0965961 0.00733762
0.9 1.25 1 0.75 0.5 0.0922739 0.00805347
0.9 1.25 1 0.8 0.5 0.0881397 0.00868996
0.9 1.25 1 0.85 0.5 0.0831608 0.00931074
0.9 1.25 1 0.9 0.5 0.0777572 0.00997819
0.9 1.25 1 0.95 0.5 0.0720666 0.0105796
0.9 1.25 1 1 0.5 0.0656927 0.0113076
0.9 1.25 1 1.05 0.5 0.0585758 0.0121581
0.9 1.25 1 1.1 0.5 0.0513139 0.0128704
0.9 1.25 1 1.15 0.5 0.0426323 0.0139515
0.9 1.25 1 1.2 0.5 0.033568 0.0146912

1 1.25 1 0 0.5 0.115265 -nan
1 1.25 1 0.05 0.5 0.115162 0.000474953
1 1.25 1 0.1 0.5 0.11483 0.000958197
1 1.25 1 0.15 0.5 0.114277 0.00143522
1 1.25 1 0.2 0.5 0.113488 0.00190027
1 1.25 1 0.25 0.5 0.112556 0.00235675
1 1.25 1 0.3 0.5 0.111268 0.00289594
1 1.25 1 0.35 0.5 0.109804 0.00332708
1 1.25 1 0.4 0.5 0.108115 0.00385826
1 1.25 1 0.45 0.5 0.106166 0.0043744
1 1.25 1 0.5 0.5 0.10401 0.00485292
1 1.25 1 0.55 0.5 0.101464 0.00533841
1 1.25 1 0.6 0.5 0.098821 0.00593925
1 1.25 1 0.65 0.5 0.0956204 0.00638787
1 1.25 1 0.7 0.5 0.0924254 0.00702094
1 1.25 1 0.75 0.5 0.0888319 0.0075789
1 1.25 1 0.8 0.5 0.0844865 0.00815657
1 1.25 1 0.85 0.5 0.0802135 0.00875678
1 1.25 1 0.9 0.5 0.075524 0.00943884
1 1.25 1 0.95 0.5 0.0699951 0.0101111
1 1.25 1 1 0.5 0.0641993 0.0107653
1 1.25 1 1.05 0.5 0.0578999 0.0115887
1 1.25 1 1.1 0.5 0.050806 0.0123408
1 1.25 1 1.15 0.5 0.0432822 0.0132593
1 1.25 1 1.2 0.5 0.0343987 0.0141062

1.1 1.25 1 0 0.5 0.109474 -nan
1.1 1.25 1 0.05 0.5 0.109365 0.000451005
1.1 1.25 1 0.1 0.5 0.109085 0.000899887
1.1 1.25 1 0.15 0.5 0.108592 0.0013456
1.1 1.25 1 0.2 0.5 0.107892 0.0017902
1.1 1.25 1 0.25 0.5 0.106972 0.00223865
1.1 1.25 1 0.3 0.5 0.105889 0.00271282
1.1 1.25 1 0.35 0.5 0.104522 0.00317128
1.1 1.25 1 0.4 0.5 0.103036 0.00365799
1.1 1.25 1 0.45 0.5 0.101242 0.0041769
1.1 1.25 1 0.5 0.5 0.0992219 0.00465
1.1 1.25 1 0.55 0.5 0.0969969 0.00512666
1.1 1.25 1 0.6 0.5 0.0944586 0.00553489
1.1 1.25 1 0.65 0.5 0.0916404 0.00616554
1.1 1.25 1 0.7 0.5 0.0886972 0.00669257
1.1 1.25 1 0.75 0.5 0.0853816 0.00715187
1.1 1.25 1 0.8 0.5 0.0814685 0.00774595
1.1 1.25 1 0.85 0.5 0.0776731 0.00846615
1.1 1.25 1 0.9 0.5 0.073203 0.00893155
1.1 1.25 1 0.95 0.5 0.0682994 0.00968342
1.1 1.25 1 1 0.5 0.0629523 0.0101197
1.1 1.25 1 1.05 0.5 0.0571753 0.0108567
1.1 1.25 1 1.1 0.5 0.0505196 0.0117887
1.1 1.25 1 1.15 0.5 0.0436059 0.0125446
1.1 1.25 1 1.2 0.5 0.0351617 0.0133396

1.2 1.25 1 0 0.5 0.103754 3.59978e-08
1.2 1.25 1 0.05 0.5 0.103665 0.00042568
1.2 1.25 1 0.1 0.5 0.103402 0.000855664
1.2 1.25 1 0.15 0.5 0.10294 0.00128065
1.2 1.25 1 0.2 0.5 0.102327 0.00171372
1.2 1.25 1 0.25 0.5 0.10151 0.00215841
1.2 1.25 1 0.3 0.5 0.100474 0.00257318
1.2 1.25 1 0.35 0.5 0.0992995 0.00301574
1.2 1.25 1 0.4 0.5 0.0979857 0.00348096
1.2 1.25 1 0.45 0.5 0.0963067 0.00389578
1.2 1.25 1 0.5 0.5 0.0945372 0.00433435
1.2 1.25 1 0.55 0.5 0.0925417 0.00482013
1.2 1.25 1 0.6 0.5 0.0902844 0.00529736
1.2 1.25 1 0.65 0.5 0.0876764 0.00578911
1.2 1.25 1 0.7 0.5 0.0850883 0.00635278
1.2 1.25 1 0.75 0.5 0.0817889 0.00676407
1.2 1.25 1 0.8 0.5 0.0786769 0.00749395
1.2 1.25 1 0.85 0.5 0.0750164 0.00794546
1.2 1.25 1 0.9 0.5 0.0709082 0.0083433
1.2 1.25 1 0.95 0.5 0.0665569 0.00919973
1.2 1.25 1 1 0.5 0.0618343 0.00965128
1.2 1.25 1 1.05 0.5 0.0562653 0.010356
1.2 1.25 1 1.1 0.5 0.050637 0.0111109
1.2 1.25 1 1.15 0.5 0.0439742 0.0118987
1.2 1.25 1 1.2 0.5 0.0365734 0.0128507

1.3 1.25 1 0 0.5 0.0990592 -nan
1.3 1.25 1 0.05 0.5 0.0989756 0.000403802
1.3 1.25 1 0.1 0.5 0.0987463 0.000815177
1.3 1.25 1 0.15 0.5 0.0983348 0.00122183
1.3 1.25 1 0.2 0.5 0.0977493 0.001635
1.3 1.25 1 0.25 0.5 0.0970291 0.00204929
1.3 1.25 1 0.3 0.5 0.0960709 0.00246924
1.3 1.25 1 0.35 0.5 0.0950233 0.00285691
1.3 1.25 1 0.4 0.5 0.0937285 0.00331731
1.3 1.25 1 0.45 0.5 0.0922793 0.00374525
1.3 1.25 1 0.5 0.5 0.0906535 0.00420085
1.3 1.25 1 0.55 0.5 0.0887158 0.00460656
1.3 1.25 1 0.6 0.5 0.0867147 0.00508754
1.3 1.25 1 0.65 0.5 0.0844335 0.00545433
1.3 1.25 1 0.7 0.5 0.0819725 0.00608541
1.3 1.25 1 0.75 0.5 0.0791324 0.00655303
1.3 1.25 1 0.8 0.5 0.0759465 0.00709597
1.3 1.25 1 0.85 0.5 0.0726582 0.00765865
1.3 1.25 1 0.9 0.5 0.0689759 0.0081783
1.3 1.25 1 0.95 0.5 0.0649496 0.00864978
1.3 1.25 1 1 0.5 0.0604545 0.00935344
1.3 1.25 1 1.05 0.5 0.0557325 0.00998048
1.3 1.25 1 1.1 0.5 0.0502714 0.0106727
1.3 1.25 1 1.15 0.5 0.0441556 0.0114287
1.3 1.25 1 1.2 0.5 0.0375013 0.0120594

1.4 1.25 1 0 0.5 0.094778 6.11702e-08
1.4 1.25 1 0.05 0.5 0.0947053 0.000387956
1.4 1.25 1 0.1 0.5 0.0944739 0.000781335
1.4 1.25 1 0.15 0.5 0.0940884 0.00116747
1.4 1.25 1 0.2 0.5 0.0935674 0.00155723
1.4 1.25 1 0.25 0.5 0.0929004 0.00195938
1.4 1.25 1 0.3 0.5 0.0920682 0.00235739
1.4 1.25 1 0.35 0.5 0.0910423 0.00273274
1.4 1.25 1 0.4 0.5 0.0898922 0.00314342
1.4 1.25 1 0.45 0.5 0.0885648 0.00358749
1.4 1.25 1 0.5 0.5 0.0869994 0.00394818
1.4 1.25 1 0.55 0.5 0.0854068 0.0044357
1.4 1.25 1 0.6 0.5 0.0834562 0.0048652
1.4 1.25 1 0.65 0.5 0.0813482 0.00536945
1.4 1.25 1 0.7 0.5 0.0790524 0.00586579
1.4 1.25 1 0.75 0.5 0.076379 0.00622139
1.4 1.25 1 0.8 0.5 0.0736947 0.00673184
1.4 1.25 1 0.85 0.5 0.0705326 0.00725596
1.4 1.25 1 0.9 0.5 0.0671135 0.00781524
1.4 1.25 1 0.95 0.5 0.0636337 0.00834751
1.4 1.25 1 1 0.5 0.0593736 0.00886806
1.4 1.25 1 1.05 0.5 0.0547924 0.00955097
1.4 1.25 1 1.1 0.5 0.049869 0.0101603
1.4 1.25 1 1.15 0.5 0.0441547 0.0108962
1.4 1.25 1 1.2 0.5 0.0378066 0.0117155

1.5 1.25 1 0 0.5 0.0908575 6.53653e-08
1.5 1.25 1 0.05 0.5 0.0907873 0.000367693
1.5 1.25 1 0.1 0.5 0.090567 0.000736995
1.5 1.25 1 0.15 0.5 0.0902375 0.00112273
1.5 1.25 1 0.2 0.5 0.0897388 0.0014869
1.5 1.25 1 0.25 0.5 0.0891588 0.00186943
1.5 1.25 1 0.3 0.5 0.088413 0.00226272
1.5 1.25 1 0.35 0.5 0.0874647 0.00262435
1.5 1.25 1 0.4 0.5 0.0864402 0.00299393
1.5 1.25 1 0.45 0.5 0.0851969 0.00345732
1.5 1.25 1 0.5 0.5 0.0837962 0.00386211
1.5 1.25 1 0.55 0.5 0.0821381 0.00423562
1.5 1.25 1 0.6 0.5 0.0804721 0.00464652
1.5 1.25 1 0.65 0.5 0.0784441 0.00503279
1.5 1.25 1 0.7 0.5 0.0763923 0.00549542
1.5 1.25 1 0.75 0.5 0.0739666 0.00591551
1.5 1.25 1 0.8 0.5 0.0714283 0.00639887
1.5 1.25 1 0.85 0.5 0.0687598 0.00689579
1.5 1.25 1 0.9 0.5 0.0654791 0.00750327
1.5 1.25 1 0.95 0.5 0.0620661 0.00796603
1.5 1.25 1 1 0.5 0.0581845 0.00850754
1.5 1.25 1 1.05 0.5 0.0542286 0.00905217
1.5 1.25 1 1.1 0.5 0.0494437 0.00978479
1.5 1.25 1 1.15 0.5 0.0442642 0.0104994
1.5 1.25 1 1.2 0.5 0.038638 0.0111538

1.6 1.25 1 0 0.5 0.0872534 5.1121e-08
1.6 1.25 1 0.05 0.5 0.0871875 0.000355091
1.6 1.25 1 0.1 0.5 0.0869925 0.000714253
1.6 1.25 1 0.15 0.5 0.0866877 0.00107926
1.6 1.25 1 0.2 0.5 0.0862313 0.00144328
1.6 1.25 1 0.25 0.5 0.0856713 0.00180636
1.6 1.25 1 0.3 0.5 0.0849713 0.00216991
1.6 1.25 1 0.35 0.5 0.0841033 0.00250555
1.6 1.25 1 0.4 0.5 0.0831276 0.00287462
1.6 1.25 1 0.45 0.5 0.0819703 0.00326735
1.6 1.25 1 0.5 0.5 0.0806758 0.0036416
1.6 1.25 1 0.55 0.5 0.0792313 0.00404216
1.6 1.25 1 0.6 0.5 0.07762 0.004504
1.6 1.25 1 0.65 0.5 0.075883 0.00485551
1.6 1.25 1 0.7 0.5 0.0739126 0.00534698
1.6 1.25 1 0.75 0.5 0.0716426 0.00573807
1.6 1.25 1 0.8 0.5 0.0693266 0.00618406
1.6 1.25 1 0.85 0.5 0.0667639 0.00654691
1.6 1.25 1 0.9 0.5 0.0639088 0.00720283
1.6 1.25 1 0.95 0.5 0.0606872 0.0076574
1.6 1.25 1 1 0.5 0.0571384 0.00812103
1.6 1.25 1 1.05 0.5 0.0534917 0.00880631
1.6 1.25 1 1.1 0.5 0.0489098 0.00939512
1.6 1.25 1 1.15 0.5 0.0440215 0.0101045
1.6 1.25 1 1.2 0.5 0.0386942 0.0109153

1.7 1.25 1 0 0.5 0.0839283 -nan
1.7 1.25 1 0.05 0.5 0.0838727 0.000338463
1.7 1.25 1 0.1 0.5 0.0836983 0.000689167
1.7 1.25 1 0.15 0.5 0.0834056 0.00103426
1.7 1.25 1 0.2 0.5 0.0829886 0.00136021
1.7 1.25 1 0.25 0.5 0.0824588 0.00170739
1.7 1.25 1 0.3 0.5 0.0817909 0.00208165
1.7 1.25 1 0.35 0.5 0.0810208 0.00244971
1.7 1.25 1 0.4 0.5 0.080102 0.00280456
1.7 1.25 1 0.45 0.5 0.0790861 0.00317304
1.7 1.25 1 0.5 0.5 0.0778832 0.00351442
1.7 1.25 1 0.55 0.5 0.0764862 0.00389448
1.7 1.25 1 0.6 0.5 0.0750363 0.00429463
1.7 1.25 1 0.65 0.5 0.0733311 0.00469262
1.7 1.25 1 0.7 0.5 0.0715587 0.00508065
1.7 1.25 1 0.75 0.5 0.0696266 0.00552201
1.7 1.25 1 0.8 0.5 0.0673871 0.00597426
1.7 1.25 1 0.85 0.5 0.0649952 0.00651652
1.7 1.25 1 0.9 0.5 0.0623144 0.00681692
1.7 1.25 1 0.95 0.5 0.0592728 0.00728764
1.7 1.25 1 1 0.5 0.0561035 0.00782161
1.7 1.25 1 1.05 0.5 0.0523684 0.00848172
1.7 1.25 1 1.1 0.5 0.0485221 0.00904632
1.7 1.25 1 1.15 0.5 0.0440923 0.0096257
1.7 1.25 1 1.2 0.5 0.0389098 0.0104789

1.8 1.25 1 0 0.5 0.0808508 -nan
1.8 1.25 1 0.05 0.5 0.0807981 0.000328821
1.8 1.25 1 0.1 0.5 0.0806422 0.000660879
1.8 1.25 1 0.15 0.5 0.0803622 0.000997156
1.8 1.25 1 0.2 0.5 0.0799668 0.00133311
1.8 1.25 1 0.25 0.5 0.0795025 0.00164849
1.8 1.25 1 0.3 0.5 0.0788419 0.00202146
1.8 1.25 1 0.35 0.5 0.0781813 0.00231296
1.8 1.25 1 0.4 0.5 0.0773497 0.0026691
1.8 1.25 1 0.45 0.5 0.076294 0.00304422
1.8 1.25 1 0.5 0.5 0.0752329 0.00341513
1.8 1.25 1 0.55 0.5 0.0739848 0.00373735
1.8 1.25 1 0.6 0.5 0.072643 0.00413263
1.8 1.25 1 0.65 0.5 0.07105 0.00452425
1.8 1.25 1 0.7 0.5 0.0693875 0.00488574
1.8 1.25 1 0.75 0.5 0.0674763 0.00537546
1.8 1.25 1 0.8 0.5 0.0654621 0.00569843
1.8 1.25 1 0.85 0.5 0.0632353 0.00619344
1.8 1.25 1 0.9 0.5 0.060832 0.00646032
1.8 1.25 1 0.95 0.5 0.05803 0.00707302
1.8 1.25 1 1 0.5 0.0550379 0.00758296
1.8 1.25 1 1.05 0.5 0.0516447 0.00811491
1.8 1.25 1 1.1 0.5 0.0479155 0.00868709
1.8 1.25 1 1.15 0.5 0.0436512 0.00938681
1.8 1.25 1 1.2 0.5 0.0391465 0.0101653

1.9 1.25 1 0 0.5 0.0779938 4.1263e-08
1.9 1.25 1 0.05 0.5 0.0779378 0.000321063
1.9 1.25 1 0.1 0.5 0.0777994 0.000640486
1.9 1.25 1 0.15 0.5 0.077517 0.000949401
