sigma,init_a,final_awake_rate,replicate,worker_id
49.73157842105263,0.04488073817207791,0.05454906231518861,1,2
49.73157842105263,0.04488073817207791,0.013693902954452006,2,3
49.73157842105263,0.04488073817207791,0.006936770749254238,3,4
49.73157842105263,0.04488073817207791,0.003132046102571314,4,5
49.73157842105263,0.04488073817207791,0.014192113332108007,5,6
49.73157842105263,0.04488073817207791,0.0029584770673193035,6,7
49.73157842105263,0.04488073817207791,0.012543330143214664,7,8
49.73157842105263,0.04488073817207791,0.003205787198816495,8,9
49.73157842105263,0.04488073817207791,0.0046112119101509395,9,10
49.73157842105263,0.04488073817207791,0.029107504350037262,10,11
49.73157842105263,0.06619268399772696,0.0725611163826284,1,12
49.73157842105263,0.06619268399772696,0.004162730738308313,2,13
49.73157842105263,0.06619268399772696,0.05732371556393143,3,14
49.73157842105263,0.06619268399772696,0.030677302609587467,4,15
49.73157842105263,0.06619268399772696,0.05742109762087737,5,16
49.73157842105263,0.06619268399772696,0.04058428345257488,6,17
49.73157842105263,0.06619268399772696,0.05908753415740307,7,17
49.73157842105263,0.06619268399772696,0.003259486033989666,8,5
49.73157842105263,0.06619268399772696,0.010251442382349055,9,14
49.73157842105263,0.06619268399772696,0.0017717860658070874,10,7
49.73157842105263,0.09762476272167929,0.00784659601303022,1,8
49.73157842105263,0.09762476272167929,0.025473809945405258,2,2
49.73157842105263,0.09762476272167929,0.001640837484628358,3,6
49.73157842105263,0.09762476272167929,0.12417293373098465,4,16
49.73157842105263,0.09762476272167929,0.009816862090087506,5,11
49.73157842105263,0.09762476272167929,0.009582438454871415,6,9
49.73157842105263,0.09762476272167929,0.018172472570486414,7,13
49.73157842105263,0.09762476272167929,0.03371676206274009,8,12
49.73157842105263,0.09762476272167929,0.06814402815796129,9,4
49.73157842105263,0.09762476272167929,0.009407260438254236,10,15
49.73157842105263,0.14398259325443524,0.07415610756951846,1,10
49.73157842105263,0.14398259325443524,0.00751272086673148,2,3
49.73157842105263,0.14398259325443524,0.08510830611890875,3,5
49.73157842105263,0.14398259325443524,0.020336572012241497,4,14
49.73157842105263,0.14398259325443524,0.010183165680333802,5,17
49.73157842105263,0.14398259325443524,0.03136970932111906,6,8
49.73157842105263,0.14398259325443524,0.0008334223147848873,7,13
49.73157842105263,0.14398259325443524,0.05346141624824561,8,7
49.73157842105263,0.14398259325443524,0.003449895584545312,9,16
49.73157842105263,0.14398259325443524,0.007166865985337481,10,9
49.73157842105263,0.21235377769239233,0.002742640199497321,1,2
49.73157842105263,0.21235377769239233,0.04072806169752324,2,6
49.73157842105263,0.21235377769239233,0.06549163469029083,3,11
