sigma,init_a,final_awake_rate,replicate,worker_id
4.8315789473684205,0.39999999999999436,0.3350329934604581,2,10
4.8315789473684205,0.39999999999999436,0.16856781182314368,3,2
4.8315789473684205,0.39999999999999436,0.021085619534250415,4,6
4.8315789473684205,0.39999999999999436,0.9962201520275054,5,9
4.8315789473684205,0.39999999999999436,0.8762183489157096,6,3
4.8315789473684205,0.39999999999999436,1.0848268149042333,7,12
4.8315789473684205,0.39999999999999436,0.7272556033503617,8,16
4.8315789473684205,0.39999999999999436,0.8635233397981245,9,17
4.8315789473684205,0.39999999999999436,2.7866570052822275,10,8
4.8315789473684205,0.5035701647176575,0.595415476249461,1,7
4.8315789473684205,0.5035701647176575,0.3475560020057227,2,5
4.8315789473684205,0.5035701647176575,0.27696428181471183,3,4
4.8315789473684205,0.5035701647176575,0.3223663009148859,4,11
4.8315789473684205,0.5035701647176575,0.38051790676005415,5,13
4.8315789473684205,0.5035701647176575,0.3140914882319678,6,10
4.8315789473684205,0.5035701647176575,1.3371559734883838,7,14
4.8315789473684205,0.5035701647176575,0.17785095782701046,8,15
4.8315789473684205,0.5035701647176575,0.04707956288129707,9,6
4.8315789473684205,0.5035701647176575,0.04131204971992175,10,2
4.8315789473684205,0.6339572769844521,4.526680033710051,1,17
4.8315789473684205,0.6339572769844521,0.7357527764243575,2,7
4.8315789473684205,0.6339572769844521,0.21830544672490826,3,8
4.8315789473684205,0.6339572769844521,0.20093959562393984,4,9
4.8315789473684205,0.6339572769844521,0.5477087613214344,5,3
4.8315789473684205,0.6339572769844521,0.26694372356846924,6,12
4.8315789473684205,0.6339572769844521,0.2085517865087032,7,10
4.8315789473684205,0.6339572769844521,1.3012989574749667,8,16
4.8315789473684205,0.6339572769844521,0.7429213994628447,9,13
4.8315789473684205,0.6339572769844521,0.44595181068293127,10,5
4.8315789473684205,0.7981049259875584,1.0554602670156996,1,4
4.8315789473684205,0.7981049259875584,0.1921073499031204,2,11
4.8315789473684205,0.7981049259875584,1.5129165247473186,3,14
4.8315789473684205,0.7981049259875584,1.3596177418333018,4,17
4.8315789473684205,0.7981049259875584,0.29965694388968606,5,7
4.8315789473684205,0.7981049259875584,0.01604478753705305,6,15
4.8315789473684205,0.7981049259875584,0.13761868202925126,7,6
4.8315789473684205,0.7981049259875584,2.280899098824613,8,3
4.8315789473684205,0.7981049259875584,1.7847350245997,9,2
4.8315789473684205,0.7981049259875584,0.4916646720819283,10,9
4.8315789473684205,1.0047545726038207,0.231366836527988,1,8
4.8315789473684205,1.0047545726038207,0.5087714242358164,2,10
4.8315789473684205,1.0047545726038207,4.498144997024682,3,14
4.8315789473684205,1.0047545726038207,0.8391772455788729,4,12
4.8315789473684205,1.0047545726038207,0.4942497266283056,5,16
4.8315789473684205,1.0047545726038207,0.10872685923773151,6,17
4.8315789473684205,1.0047545726038207,1.3489718875946952,7,13
4.8315789473684205,1.0047545726038207,0.2083925813580933,8,7
4.8315789473684205,1.0047545726038207,0.9474093027967623,9,5
4.8315789473684205,1.0047545726038207,1.5292378741599686,10,4
4.8315789473684205,1.2649110640673606,0.4430217396381155,1,11
4.8315789473684205,1.2649110640673606,0.08470683848839296,2,3
4.8315789473684205,1.2649110640673606,1.7316549569961004,3,8
4.8315789473684205,1.2649110640673606,0.5228046982424914,4,15
4.8315789473684205,1.2649110640673606,0.16378942633542687,5,6
4.8315789473684205,1.2649110640673606,0.44828925949072856,6,17
4.8315789473684205,1.2649110640673606,3.2084637880268856,7,2
4.8315789473684205,1.2649110640673606,0.7854900413544615,8,7
4.8315789473684205,1.2649110640673606,0.7162062961413594,9,9
4.8315789473684205,1.2649110640673606,0.04860884140614852,10,14
4.8315789473684205,1.5924286822139642,1.6776870615365667,1,12
4.8315789473684205,1.5924286822139642,0.08975867597133817,2,10
4.8315789473684205,1.5924286822139642,1.4965413123702467,3,13
4.8315789473684205,1.5924286822139642,0.7216897468460447,4,3
4.8315789473684205,1.5924286822139642,2.6468549861447204,5,16
4.8315789473684205,1.5924286822139642,0.4361944142569698,6,5
4.8315789473684205,1.5924286822139642,0.9547352690120388,7,4
4.8315789473684205,1.5924286822139642,1.512040919333364,8,11
4.8315789473684205,1.5924286822139642,4.626433502387837,9,17
4.8315789473684205,1.5924286822139642,2.5721700435438106,10,8
4.8315789473684205,2.004748934509064,3.718073118018781,1,6
4.8315789473684205,2.004748934509064,2.0076520820641535,2,7
4.8315789473684205,2.004748934509064,8.9710344879504,3,2
4.8315789473684205,2.004748934509064,0.12430849704681729,4,15
4.8315789473684205,2.004748934509064,8.84713669001973,5,13
4.8315789473684205,2.004748934509064,0.4359245633240581,6,12
4.8315789473684205,2.004748934509064,0.254173510945136,7,9
4.8315789473684205,2.004748934509064,1.8980450287772672,8,16
4.8315789473684205,2.004748934509064,0.6778298249158475,9,14
4.8315789473684205,2.004748934509064,3.1207632253795277,10,3
4.8315789473684205,2.5238293779207317,2.2424778737591637,1,17
4.8315789473684205,2.5238293779207317,1.8711604582665848,2,10
4.8315789473684205,2.5238293779207317,2.3685356035984406,3,8
4.8315789473684205,2.5238293779207317,1.5479060240663942,4,5
4.8315789473684205,2.5238293779207317,1.0419545731423396,5,4
4.8315789473684205,2.5238293779207317,0.5616263001567159,6,11
4.8315789473684205,2.5238293779207317,4.7497266519751715,7,13
4.8315789473684205,2.5238293779207317,3.7403281150706027,8,7
4.8315789473684205,2.5238293779207317,11.58370823134941,9,6
4.8315789473684205,2.5238293779207317,1.3839928416866702,10,2
4.8315789473684205,3.177312938897105,1.9360216381095758,1,8
4.8315789473684205,3.177312938897105,2.5107798458361095,2,17
4.8315789473684205,3.177312938897105,0.995245086623697,3,15
4.8315789473684205,3.177312938897105,7.8358151091055,4,4
4.8315789473684205,3.177312938897105,1.43090629977526,5,12
4.8315789473684205,3.177312938897105,2.7539085426323675,6,13
4.8315789473684205,3.177312938897105,4.982330509604378,7,16
4.8315789473684205,3.177312938897105,2.287128380950516,8,9
4.8315789473684205,3.177312938897105,5.961292528975996,9,3
4.8315789473684205,3.177312938897105,1.269548799645494,10,14
4.8315789473684205,4.0,0.4974565959703064,1,5
4.8315789473684205,4.0,4.349153229817468,2,10
4.8315789473684205,4.0,0.41745312176984184,3,7
4.8315789473684205,4.0,5.717965422991508,4,11
4.8315789473684205,4.0,1.2217621394186882,5,6
4.8315789473684205,4.0,3.9147516356878267,6,17
4.8315789473684205,4.0,23.827239218102115,7,8
4.8315789473684205,4.0,13.996839611819738,8,4
4.8315789473684205,4.0,1.859956079684345,9,13
4.8315789473684205,4.0,4.19649816332358,10,2
4.8315789473684205,5.035701647176751,3.440254050079092,1,15
4.8315789473684205,5.035701647176751,6.041274506824598,2,3
4.8315789473684205,5.035701647176751,1.1341631659460012,3,12
4.8315789473684205,5.035701647176751,0.5740250364046241,4,16
4.8315789473684205,5.035701647176751,3.149239563864369,5,8
4.8315789473684205,5.035701647176751,5.900023639667811,6,9
4.8315789473684205,5.035701647176751,11.430009922996723,7,10
4.8315789473684205,5.035701647176751,0.998733301504949,8,17
4.8315789473684205,5.035701647176751,14.196229701941727,9,14
4.8315789473684205,5.035701647176751,0.09161589255426365,10,5
4.8315789473684205,6.339572769844395,1.0075118225958704,1,4
4.8315789473684205,6.339572769844395,1.2054733711205952,2,2
4.8315789473684205,6.339572769844395,7.535262263208736,3,11
4.8315789473684205,6.339572769844395,1.7838996386737929,4,6
4.8315789473684205,6.339572769844395,3.3813839783587523,5,7
4.8315789473684205,6.339572769844395,5.078247423530774,6,13
4.8315789473684205,6.339572769844395,7.273396153713706,7,17
4.8315789473684205,6.339572769844395,2.4370563383275208,8,3
4.8315789473684205,6.339572769844395,6.722059598351149,9,8
4.8315789473684205,6.339572769844395,3.0188491094429915,10,15
4.8315789473684205,7.98104925987541,40.60036827913166,1,4
4.8315789473684205,7.98104925987541,21.457153873087112,2,9
4.8315789473684205,7.98104925987541,5.720843008842439,3,12
4.8315789473684205,7.98104925987541,24.13842202224563,4,10
4.8315789473684205,7.98104925987541,2.448848998158632,5,6
4.8315789473684205,7.98104925987541,0.3744995694014584,6,16
4.8315789473684205,7.98104925987541,9.469533144520097,7,2
4.8315789473684205,7.98104925987541,1.36359046650905,8,14
4.8315789473684205,7.98104925987541,17.11823304367909,9,5
4.8315789473684205,7.98104925987541,10.057821611197353,10,11
4.8315789473684205,10.04754572603819,8.86139632434087,1,7
4.8315789473684205,10.04754572603819,12.610708939779375,2,17
4.8315789473684205,10.04754572603819,19.869703286610257,3,4
4.8315789473684205,10.04754572603819,20.009850853605187,4,2
4.8315789473684205,10.04754572603819,17.379830123058348,5,6
4.8315789473684205,10.04754572603819,12.70295770837099,6,13
4.8315789473684205,10.04754572603819,4.653421731011567,7,9
4.8315789473684205,10.04754572603819,0.39327582860642135,8,8
4.8315789473684205,10.04754572603819,20.57549208242023,9,3
4.8315789473684205,10.04754572603819,11.190940565053635,10,15
4.8315789473684205,12.649110640673706,6.651911511141516,1,7
4.8315789473684205,12.649110640673706,2.6646216989216356,2,10
4.8315789473684205,12.649110640673706,10.163750222597887,3,16
4.8315789473684205,12.649110640673706,23.003117222579192,4,12
4.8315789473684205,12.649110640673706,29.40949393674952,5,17
4.8315789473684205,12.649110640673706,6.335311454220824,6,14
4.8315789473684205,12.649110640673706,15.92354912779485,7,5
4.8315789473684205,12.649110640673706,29.297565649666303,8,11
4.8315789473684205,12.649110640673706,12.526458650237187,9,2
4.8315789473684205,12.649110640673706,13.120312902176074,10,4
9.563157894736841,0.1264911064067329,0.24349355225463304,1,7
9.563157894736841,0.1264911064067329,0.3974714727368509,2,16
9.563157894736841,0.1264911064067329,0.09115355873697749,3,6
9.563157894736841,0.1264911064067329,0.2860938291055766,4,13
9.563157894736841,0.1264911064067329,0.008132929038339305,5,5
9.563157894736841,0.1264911064067329,0.12135506928577505,6,15
9.563157894736841,0.1264911064067329,0.506083974637303,7,3
9.563157894736841,0.1264911064067329,0.20909653456285368,8,9
9.563157894736841,0.1264911064067329,0.07897985529511867,9,12
9.563157894736841,0.1264911064067329,0.08830320510052132,10,2
9.563157894736841,0.15924286822140069,0.04275596965906348,1,17
9.563157894736841,0.15924286822140069,0.08947826381064626,2,8
9.563157894736841,0.15924286822140069,0.017568114543694745,3,10
9.563157894736841,0.15924286822140069,0.032878990108703245,4,11
9.563157894736841,0.15924286822140069,0.08677281807725687,5,14
9.563157894736841,0.15924286822140069,0.019897262912247485,6,7
9.563157894736841,0.15924286822140069,0.1886820945087089,7,4
9.563157894736841,0.15924286822140069,0.03385243539241722,8,16
9.563157894736841,0.15924286822140069,0.01461676965294954,9,5
9.563157894736841,0.15924286822140069,0.025345162758332682,10,2
9.563157894736841,0.2004748934509098,0.17040152352508578,1,6
9.563157894736841,0.2004748934509098,0.015816392808498263,2,13
9.563157894736841,0.2004748934509098,0.006173696116161959,3,3
9.563157894736841,0.2004748934509098,0.08014822918595471,4,15
9.563157894736841,0.2004748934509098,4.400943029663299,5,9
9.563157894736841,0.2004748934509098,0.11826537881341585,6,12
9.563157894736841,0.2004748934509098,0.35897960291130343,7,17
9.563157894736841,0.2004748934509098,0.2030782785236545,8,8
9.563157894736841,0.2004748934509098,0.7697074382643845,9,16
9.563157894736841,0.2004748934509098,0.03945500331627666,10,10
9.563157894736841,0.2523829377920776,0.1125739510918449,1,11
9.563157894736841,0.2523829377920776,0.046315036945775614,2,5
9.563157894736841,0.2523829377920776,0.05240787048449748,3,14
9.563157894736841,0.2523829377920776,0.05943091788828512,4,2
9.563157894736841,0.2523829377920776,0.4246916081111009,5,4
9.563157894736841,0.2523829377920776,0.03717984102501727,6,7
9.563157894736841,0.2523829377920776,0.25414483286022777,7,6
9.563157894736841,0.2523829377920776,0.45958483320753685,8,11
9.563157894736841,0.2523829377920776,0.04007113005762667,9,8
9.563157894736841,0.2523829377920776,0.02395558850800045,10,9
9.563157894736841,0.3177312938897171,0.7300994768939719,1,13
9.563157894736841,0.3177312938897171,0.17106996563852392,2,3
9.563157894736841,0.3177312938897171,0.706346788203307,3,15
9.563157894736841,0.3177312938897171,0.732166440556562,4,12
9.563157894736841,0.3177312938897171,0.057247965661968325,5,4
9.563157894736841,0.3177312938897171,0.4227999188673937,6,2
9.563157894736841,0.3177312938897171,0.22095455927213717,7,17
9.563157894736841,0.3177312938897171,0.18649860947691235,8,16
9.563157894736841,0.3177312938897171,0.5117380346666355,9,10
9.563157894736841,0.3177312938897171,0.09302969093345181,10,5
9.563157894736841,0.39999999999999436,0.02152102731981359,1,6
9.563157894736841,0.39999999999999436,0.8117224943402392,2,14
9.563157894736841,0.39999999999999436,0.18341020581983725,3,7
9.563157894736841,0.39999999999999436,0.41193774740712674,4,8
9.563157894736841,0.39999999999999436,0.0074940685871412015,5,11
9.563157894736841,0.39999999999999436,0.2282783344498344,6,16
9.563157894736841,0.39999999999999436,0.18855446458837663,7,17
9.563157894736841,0.39999999999999436,0.2562680756681602,8,2
9.563157894736841,0.39999999999999436,0.0590553401227207,9,13
9.563157894736841,0.39999999999999436,0.5176681845297744,10,9
9.563157894736841,0.5035701647176575,0.12562528546177654,1,6
9.563157894736841,0.5035701647176575,0.6818737266429024,2,12
9.563157894736841,0.5035701647176575,3.4397706417268106,3,3
9.563157894736841,0.5035701647176575,1.7536053452717661,4,15
9.563157894736841,0.5035701647176575,0.09050479331892898,5,4
9.563157894736841,0.5035701647176575,0.7572152891359207,6,14
9.563157894736841,0.5035701647176575,0.3738720838439189,7,10
9.563157894736841,0.5035701647176575,0.27683227952787787,8,5
9.563157894736841,0.5035701647176575,0.12314304094352525,9,8
9.563157894736841,0.5035701647176575,0.2734281497305662,10,11
9.563157894736841,0.6339572769844521,0.8768221323089354,1,7
9.563157894736841,0.6339572769844521,1.008597495591962,2,16
9.563157894736841,0.6339572769844521,0.397224050174971,3,17
9.563157894736841,0.6339572769844521,0.1212543536829468,4,14
9.563157894736841,0.6339572769844521,9.64664340204754,5,2
