alpha b d0 sigma tau Gmean Gstd
1.1 1.25 1 0.4 1 0.117384 0.00578712
1.1 1.25 1 0.6 1 0.126914 0.0088047
1.1 1.25 1 0.8 1 0.140759 0.0111858
1.1 1.25 1 1 1 0.158329 0.0146639

1.2 1.25 1 0 1 0.103754 -nan
1.2 1.25 1 0.2 1 0.105781 0.00275321
1.2 1.25 1 0.4 1 0.111962 0.00545638
1.2 1.25 1 0.6 1 0.12197 0.00814476
1.2 1.25 1 0.8 1 0.136085 0.0112626
1.2 1.25 1 1 1 0.154034 0.0137892

1.3 1.25 1 0 1 0.0990592 4.74883e-09
1.3 1.25 1 0.2 1 0.101111 0.00261706
1.3 1.25 1 0.4 1 0.107239 0.00524404
1.3 1.25 1 0.6 1 0.117271 0.00759909
1.3 1.25 1 0.8 1 0.131821 0.0107518
1.3 1.25 1 1 1 0.151373 0.0135456

1.4 1.25 1 0 1 0.094778 -nan
1.4 1.25 1 0.2 1 0.0969587 0.00253312
1.4 1.25 1 0.4 1 0.102842 0.00489695
1.4 1.25 1 0.6 1 0.11358 0.00740007
1.4 1.25 1 0.8 1 0.128518 0.0102843
1.4 1.25 1 1 1 0.146608 0.0128355

1.5 1.25 1 0 1 0.0908575 -nan
1.5 1.25 1 0.2 1 0.0929921 0.0024639
1.5 1.25 1 0.4 1 0.0992276 0.00501906
1.5 1.25 1 0.6 1 0.109715 0.00741235
1.5 1.25 1 0.8 1 0.124934 0.0100994
1.5 1.25 1 1 1 0.143362 0.0122001

1.6 1.25 1 0 1 0.0872534 -nan
1.6 1.25 1 0.2 1 0.0892621 0.00229742
1.6 1.25 1 0.4 1 0.0958275 0.0047208
1.6 1.25 1 0.6 1 0.106491 0.00738187
1.6 1.25 1 0.8 1 0.12115 0.0093086
1.6 1.25 1 1 1 0.140126 0.0117425

1.7 1.25 1 0 1 0.0839283 -nan
1.7 1.25 1 0.2 1 0.0862014 0.002163
1.7 1.25 1 0.4 1 0.0925411 0.00443085
1.7 1.25 1 0.6 1 0.103055 0.00659989
1.7 1.25 1 0.8 1 0.117959 0.00910431
1.7 1.25 1 1 1 0.137426 0.0115387

1.8 1.25 1 0 1 0.0808508 3.83994e-09
1.8 1.25 1 0.2 1 0.0829761 0.00218211
1.8 1.25 1 0.4 1 0.0893867 0.00438612
1.8 1.25 1 0.6 1 0.100176 0.00639572
1.8 1.25 1 0.8 1 0.114764 0.00878188
1.8 1.25 1 1 1 0.134165 0.0112243

1.9 1.25 1 0 1 0.0779938 5.81611e-09
1.9 1.25 1 0.2 1 0.080212 0.00204276
1.9 1.25 1 0.4 1 0.0867385 0.0042523
1.9 1.25 1 0.6 1 0.097492 0.00657747
1.9 1.25 1 0.8 1 0.112147 0.00859512
1.9 1.25 1 1 1 0.131572 0.0109954

2 1.25 1 0 1 0.0753342 5.50978e-09
2 1.25 1 0.2 1 0.077397 0.00198781
2 1.25 1 0.4 1 0.083868 0.00398689
2 1.25 1 0.6 1 0.0943955 0.00604314
2 1.25 1 0.8 1 0.109351 0.00808737
2 1.25 1 1 1 0.12852 0.0107673

2.1 1.25 1 0 1 0.0728522 -nan
2.1 1.25 1 0.2 1 0.0750003 0.00198904
2.1 1.25 1 0.4 1 0.0812526 0.00376006
2.1 1.25 1 0.6 1 0.0919322 0.00587907
2.1 1.25 1 0.8 1 0.106617 0.00801351
2.1 1.25 1 1 1 0.125906 0.00993081

2.2 1.25 1 0 1 0.0705302 1.58325e-08
2.2 1.25 1 0.2 1 0.072603 0.00182858
2.2 1.25 1 0.4 1 0.0790603 0.00389974
2.2 1.25 1 0.6 1 0.0899387 0.0057242
2.2 1.25 1 0.8 1 0.10423 0.00798058
2.2 1.25 1 1 1 0.122991 0.0100379

2.3 1.25 1 0 1 0.0683532 8.6868e-09
2.3 1.25 1 0.2 1 0.0704447 0.00185291
2.3 1.25 1 0.4 1 0.0769089 0.00372774
2.3 1.25 1 0.6 1 0.0876468 0.00549334
2.3 1.25 1 0.8 1 0.102358 0.00755933
2.3 1.25 1 1 1 0.121059 0.00923254

2.4 1.25 1 0 1 0.0663079 1.04955e-08
2.4 1.25 1 0.2 1 0.0684297 0.00179829
2.4 1.25 1 0.4 1 0.074736 0.00372876
2.4 1.25 1 0.6 1 0.085044 0.00545013
2.4 1.25 1 0.8 1 0.100252 0.00733875
2.4 1.25 1 1 1 0.119207 0.00956653

2.5 1.25 1 0 1 0.0643827 9.81209e-09
2.5 1.25 1 0.2 1 0.0664961 0.00171268
2.5 1.25 1 0.4 1 0.0726453 0.00341322
2.5 1.25 1 0.6 1 0.0831177 0.00521107
2.5 1.25 1 0.8 1 0.0973124 0.00749152
2.5 1.25 1 1 1 0.116409 0.00911532

2.6 1.25 1 0 1 0.0625671 1.2285e-08
2.6 1.25 1 0.2 1 0.0646987 0.00164651
2.6 1.25 1 0.4 1 0.0708853 0.00349366
2.6 1.25 1 0.6 1 0.0813272 0.00545048
2.6 1.25 1 0.8 1 0.0959964 0.00731946
2.6 1.25 1 1 1 0.114242 0.00899144

2.7 1.25 1 0 1 0.060852 1.14443e-08
2.7 1.25 1 0.2 1 0.0628767 0.00165155
2.7 1.25 1 0.4 1 0.0692526 0.00329847
2.7 1.25 1 0.6 1 0.0793831 0.00500219
2.7 1.25 1 0.8 1 0.0932725 0.00683529
2.7 1.25 1 1 1 0.112569 0.00868359

2.8 1.25 1 0 1 0.0592292 -nan
2.8 1.25 1 0.2 1 0.0612493 0.00165434
2.8 1.25 1 0.4 1 0.0671841 0.00323268
2.8 1.25 1 0.6 1 0.0774511 0.0049156
2.8 1.25 1 0.8 1 0.0919881 0.00677006
2.8 1.25 1 1 1 0.110007 0.00848392

2.9 1.25 1 0 1 0.0576915 6.51926e-09
2.9 1.25 1 0.2 1 0.0597148 0.00155843
2.9 1.25 1 0.4 1 0.0657156 0.00311764
2.9 1.25 1 0.6 1 0.0756924 0.00480263
2.9 1.25 1 0.8 1 0.0899933 0.00655331
2.9 1.25 1 1 1 0.107943 0.00850191

3 1.25 1 0 1 0.0562322 -nan
3 1.25 1 0.2 1 0.0582084 0.0015631
3 1.25 1 0.4 1 0.0642704 0.00308372
3 1.25 1 0.6 1 0.0744202 0.00502112
3 1.25 1 0.8 1 0.0886603 0.00648509
3 1.25 1 1 1 0.106394 0.00826642

3.1 1.25 1 0 1 0.0548455 -nan
3.1 1.25 1 0.2 1 0.0567878 0.0014102
3.1 1.25 1 0.4 1 0.0628149 0.00310013
3.1 1.25 1 0.6 1 0.0728844 0.00455298
3.1 1.25 1 0.8 1 0.0865291 0.006033
3.1 1.25 1 1 1 0.104405 0.00803733

3.2 1.25 1 0 1 0.0535261 6.61829e-09
3.2 1.25 1 0.2 1 0.0554493 0.00152944
3.2 1.25 1 0.4 1 0.0612791 0.00298073
3.2 1.25 1 0.6 1 0.0712564 0.00452274
3.2 1.25 1 0.8 1 0.0848588 0.00625797
3.2 1.25 1 1 1 0.102924 0.00791705

3.3 1.25 1 0 1 0.0522691 5.50978e-09
3.3 1.25 1 0.2 1 0.0542912 0.00140416
3.3 1.25 1 0.4 1 0.0599161 0.0029915
3.3 1.25 1 0.6 1 0.0697572 0.00435089
3.3 1.25 1 0.8 1 0.0834153 0.00600425
3.3 1.25 1 1 1 0.101381 0.00790463

3.4 1.25 1 0 1 0.0510702 -nan
3.4 1.25 1 0.2 1 0.0529792 0.00142435
3.4 1.25 1 0.4 1 0.0585995 0.00293075
3.4 1.25 1 0.6 1 0.0681514 0.00443243
3.4 1.25 1 0.8 1 0.0820816 0.00577857
3.4 1.25 1 1 1 0.099193 0.00744979

3.5 1.25 1 0 1 0.0499255 -nan
3.5 1.25 1 0.2 1 0.0518189 0.00134914
3.5 1.25 1 0.4 1 0.0574691 0.00278699
3.5 1.25 1 0.6 1 0.0669004 0.00446598
3.5 1.25 1 0.8 1 0.0803895 0.00567425
3.5 1.25 1 1 1 0.0974294 0.00759593

3.6 1.25 1 0 1 0.0488313 -nan
3.6 1.25 1 0.2 1 0.0506963 0.00133859
3.6 1.25 1 0.4 1 0.0563623 0.0027067
3.6 1.25 1 0.6 1 0.0657382 0.00406003
3.6 1.25 1 0.8 1 0.0788871 0.005674
3.6 1.25 1 1 1 0.0960177 0.00755734

3.7 1.25 1 0 1 0.0477844 4.83929e-09
3.7 1.25 1 0.2 1 0.0497285 0.00130864
3.7 1.25 1 0.4 1 0.0551908 0.00262995
3.7 1.25 1 0.6 1 0.0646534 0.00414183
3.7 1.25 1 0.8 1 0.077399 0.00559002
3.7 1.25 1 1 1 0.0950239 0.0069899

3.8 1.25 1 0 1 0.0467817 -nan
3.8 1.25 1 0.2 1 0.0487039 0.00130705
3.8 1.25 1 0.4 1 0.0539275 0.00261463
3.8 1.25 1 0.6 1 0.0633284 0.00411723
3.8 1.25 1 0.8 1 0.0761186 0.00542466
3.8 1.25 1 1 1 0.0933345 0.00719237

3.9 1.25 1 0 1 0.0458205 4.79428e-09
3.9 1.25 1 0.2 1 0.0476647 0.00128987
3.9 1.25 1 0.4 1 0.0530464 0.0024651
3.9 1.25 1 0.6 1 0.0620787 0.00397531
3.9 1.25 1 0.8 1 0.0748576 0.0055042
3.9 1.25 1 1 1 0.092018 0.00734118

4 1.25 1 0 1 0.0448983 -nan
4 1.25 1 0.2 1 0.0467571 0.00123808
4 1.25 1 0.4 1 0.0520674 0.00249784
4 1.25 1 0.6 1 0.0609217 0.00383815
4 1.25 1 0.8 1 0.0739965 0.00528712
4 1.25 1 1 1 0.0898284 0.00686731

4.1 1.25 1 0 1 0.0440127 3.32549e-09
4.1 1.25 1 0.2 1 0.0458258 0.00123498
4.1 1.25 1 0.4 1 0.0512334 0.00238689
4.1 1.25 1 0.6 1 0.0601082 0.0038169
4.1 1.25 1 0.8 1 0.0727979 0.00525696
4.1 1.25 1 1 1 0.0887434 0.00680621

4.2 1.25 1 0 1 0.0431616 7.16876e-09
4.2 1.25 1 0.2 1 0.0449204 0.00118021
4.2 1.25 1 0.4 1 0.0501262 0.00241236
4.2 1.25 1 0.6 1 0.0591496 0.00367477
4.2 1.25 1 0.8 1 0.0715339 0.00498577
4.2 1.25 1 1 1 0.0872893 0.00650139

4.3 1.25 1 0 1 0.042343 -nan
4.3 1.25 1 0.2 1 0.0440472 0.00117254
4.3 1.25 1 0.4 1 0.0492772 0.00236244
4.3 1.25 1 0.6 1 0.058093 0.00367181
4.3 1.25 1 0.8 1 0.0705745 0.00499256
4.3 1.25 1 1 1 0.0863154 0.00665188

4.4 1.25 1 0 1 0.041555 6.1777e-09
4.4 1.25 1 0.2 1 0.0432052 0.00115508
4.4 1.25 1 0.4 1 0.0483813 0.00235405
4.4 1.25 1 0.6 1 0.0573182 0.0037173
4.4 1.25 1 0.8 1 0.0691837 0.00510553
4.4 1.25 1 1 1 0.0849077 0.00639977

4.5 1.25 1 0 1 0.040796 6.40178e-09
4.5 1.25 1 0.2 1 0.0425212 0.00113708
4.5 1.25 1 0.4 1 0.0475824 0.00233216
4.5 1.25 1 0.6 1 0.0562037 0.00363374
4.5 1.25 1 0.8 1 0.0680424 0.00491533
4.5 1.25 1 1 1 0.0834447 0.00647849

4.6 1.25 1 0 1 0.0401363 4.77161e-09
4.6 1.25 1 0.2 1 0.0417903 0.00112056
4.6 1.25 1 0.4 1 0.0469393 0.00231209
4.6 1.25 1 0.6 1 0.0552044 0.00346877
4.6 1.25 1 0.8 1 0.0671332 0.00480628
4.6 1.25 1 1 1 0.0829427 0.00644541

4.7 1.25 1 0 1 0.0394281 2.46405e-09
4.7 1.25 1 0.2 1 0.0410546 0.00114462
4.7 1.25 1 0.4 1 0.0461155 0.00228801
4.7 1.25 1 0.6 1 0.0544712 0.00346861
4.7 1.25 1 0.8 1 0.0662388 0.00500711
4.7 1.25 1 1 1 0.081223 0.00618034

4.8 1.25 1 0 1 0.0387446 2.13393e-09
4.8 1.25 1 0.2 1 0.0403802 0.00111936
4.8 1.25 1 0.4 1 0.0453271 0.0022013
4.8 1.25 1 0.6 1 0.0537412 0.00346437
4.8 1.25 1 0.8 1 0.0653518 0.00474647
4.8 1.25 1 1 1 0.0806522 0.00616569

4.9 1.25 1 0 1 0.0380846 -nan
4.9 1.25 1 0.2 1 0.0397354 0.00106435
4.9 1.25 1 0.4 1 0.0446593 0.00218081
4.9 1.25 1 0.6 1 0.0527455 0.00339441
4.9 1.25 1 0.8 1 0.0644663 0.00486555
4.9 1.25 1 1 1 0.0795658 0.00611442

5 1.25 1 0 1 0.0374467 -nan
5 1.25 1 0.2 1 0.0389667 0.00100549
5 1.25 1 0.4 1 0.0438723 0.00219891
5 1.25 1 0.6 1 0.0520018 0.0032171
5 1.25 1 0.8 1 0.0633582 0.00451015
5 1.25 1 1 1 0.0779658 0.0060501

5.1 1.25 1 0 1 0.03683 -nan
5.1 1.25 1 0.2 1 0.038378 0.00104877
5.1 1.25 1 0.4 1 0.0432998 0.00215381
5.1 1.25 1 0.6 1 0.0512717 0.00340152
5.1 1.25 1 0.8 1 0.0626761 0.00461942
5.1 1.25 1 1 1 0.0770867 0.00611106

5.2 1.25 1 0 1 0.0362334 -nan
5.2 1.25 1 0.2 1 0.0377864 0.000997335
5.2 1.25 1 0.4 1 0.0424394 0.00204881
5.2 1.25 1 0.6 1 0.0504566 0.0030904
5.2 1.25 1 0.8 1 0.0620262 0.00456403
5.2 1.25 1 1 1 0.0761181 0.00613611

5.3 1.25 1 0 1 0.035656 -nan
5.3 1.25 1 0.2 1 0.0372117 0.0010225
5.3 1.25 1 0.4 1 0.0420201 0.00198439
5.3 1.25 1 0.6 1 0.0497274 0.00325857
5.3 1.25 1 0.8 1 0.0608424 0.00451252
5.3 1.25 1 1 1 0.0753292 0.00599418

5.4 1.25 1 0 1 0.0350967 -nan
5.4 1.25 1 0.2 1 0.0366895 0.000974169
5.4 1.25 1 0.4 1 0.0412231 0.00202719
5.4 1.25 1 0.6 1 0.0491141 0.0030978
5.4 1.25 1 0.8 1 0.0600274 0.00422578
5.4 1.25 1 1 1 0.0744185 0.0058854

5.5 1.25 1 0 1 0.0345548 3.48469e-09
5.5 1.25 1 0.2 1 0.0361023 0.000998045
5.5 1.25 1 0.4 1 0.0406122 0.00200555
5.5 1.25 1 0.6 1 0.0484206 0.00316756
5.5 1.25 1 0.8 1 0.059548 0.00441478
5.5 1.25 1 1 1 0.0733839 0.00583483

5.6 1.25 1 0 1 0.0340295 -nan
5.6 1.25 1 0.2 1 0.0355555 0.000998278
5.6 1.25 1 0.4 1 0.0401 0.00197505
5.6 1.25 1 0.6 1 0.0477175 0.00305371
5.6 1.25 1 0.8 1 0.0586667 0.00439344
5.6 1.25 1 1 1 0.0724941 0.0057816

5.7 1.25 1 0 1 0.03352 -nan
5.7 1.25 1 0.2 1 0.0349872 0.000958086
5.7 1.25 1 0.4 1 0.0394808 0.0018979
5.7 1.25 1 0.6 1 0.0472932 0.00307523
5.7 1.25 1 0.8 1 0.0577449 0.00423122
5.7 1.25 1 1 1 0.0714733 0.00557124

5.8 1.25 1 0 1 0.0330256 -nan
5.8 1.25 1 0.2 1 0.0345157 0.000954772
5.8 1.25 1 0.4 1 0.0389348 0.00194346
5.8 1.25 1 0.6 1 0.04656 0.00299564
5.8 1.25 1 0.8 1 0.0570677 0.0041837
5.8 1.25 1 1 1 0.0710128 0.00568846

5.9 1.25 1 0 1 0.0325457 6.51926e-09
5.9 1.25 1 0.2 1 0.0340242 0.000914177
5.9 1.25 1 0.4 1 0.038387 0.0019028
5.9 1.25 1 0.6 1 0.0458986 0.00296245
5.9 1.25 1 0.8 1 0.0564384 0.00421832
5.9 1.25 1 1 1 0.0699306 0.00547532

6 1.25 1 0 1 0.0320796 -nan
6 1.25 1 0.2 1 0.0335473 0.000915429
6 1.25 1 0.4 1 0.0378496 0.00188147
6 1.25 1 0.6 1 0.0452004 0.00286024
6 1.25 1 0.8 1 0.0555602 0.00396932
6 1.25 1 1 1 0.0691915 0.00558814

6.1 1.25 1 0 1 0.0316268 -nan
6.1 1.25 1 0.2 1 0.033037 0.000879127
6.1 1.25 1 0.4 1 0.0374301 0.00179618
6.1 1.25 1 0.6 1 0.0443404 0.00293936
6.1 1.25 1 0.8 1 0.0549895 0.00399316
6.1 1.25 1 1 1 0.0687227 0.00543929

6.2 1.25 1 0 1 0.0311866 6.50261e-09
6.2 1.25 1 0.2 1 0.0326329 0.000906778
6.2 1.25 1 0.4 1 0.0368488 0.00182423
6.2 1.25 1 0.6 1 0.0440948 0.00283473
6.2 1.25 1 0.8 1 0.0543501 0.00390478
6.2 1.25 1 1 1 0.067396 0.00536127

6.3 1.25 1 0 1 0.0307585 4.45431e-09
6.3 1.25 1 0.2 1 0.0321814 0.000876107
6.3 1.25 1 0.4 1 0.0363367 0.0017528
6.3 1.25 1 0.6 1 0.0434504 0.00268232
6.3 1.25 1 0.8 1 0.0536266 0.00388791
6.3 1.25 1 1 1 0.0669714 0.00538544

6.4 1.25 1 0 1 0.0303422 -nan
6.4 1.25 1 0.2 1 0.0317419 0.000841563
6.4 1.25 1 0.4 1 0.0360153 0.00175166
6.4 1.25 1 0.6 1 0.043004 0.00278768
6.4 1.25 1 0.8 1 0.0532275 0.00399057
6.4 1.25 1 1 1 0.0659685 0.00519544

6.5 1.25 1 0 1 0.029937 4.7374e-09
6.5 1.25 1 0.2 1 0.0313193 0.000852174
6.5 1.25 1 0.4 1 0.0354747 0.00177259
6.5 1.25 1 0.6 1 0.0426401 0.00280559
6.5 1.25 1 0.8 1 0.0522607 0.00389312
6.5 1.25 1 1 1 0.0654864 0.00530266

6.6 1.25 1 0 1 0.0295425 6.20396e-09
6.6 1.25 1 0.2 1 0.0308936 0.000852798
6.6 1.25 1 0.4 1 0.034939 0.00173211
6.6 1.25 1 0.6 1 0.0417986 0.00271829
6.6 1.25 1 0.8 1 0.0517462 0.00379247
6.6 1.25 1 1 1 0.0644338 0.00520628

6.7 1.25 1 0 1 0.0291584 4.64496e-09
6.7 1.25 1 0.2 1 0.0305101 0.000827877
6.7 1.25 1 0.4 1 0.0345992 0.00167714
6.7 1.25 1 0.6 1 0.0415252 0.00270168
6.7 1.25 1 0.8 1 0.0511479 0.0038692
6.7 1.25 1 1 1 0.0640875 0.00514351

6.8 1.25 1 0 1 0.0287842 -nan
6.8 1.25 1 0.2 1 0.0301507 0.00081689
6.8 1.25 1 0.4 1 0.0341806 0.00173068
6.8 1.25 1 0.6 1 0.0409751 0.00270714
6.8 1.25 1 0.8 1 0.0506058 0.00372928
6.8 1.25 1 1 1 0.0631052 0.00506005

6.9 1.25 1 0 1 0.0284195 3.85403e-09
6.9 1.25 1 0.2 1 0.0297332 0.000825985
6.9 1.25 1 0.4 1 0.0336749 0.00168196
6.9 1.25 1 0.6 1 0.0404879 0.0026354
6.9 1.25 1 0.8 1 0.0501237 0.00367959
6.9 1.25 1 1 1 0.0625527 0.00504314

7 1.25 1 0 1 0.028064 -nan
7 1.25 1 0.2 1 0.0293818 0.000799206
7 1.25 1 0.4 1 0.0333252 0.00165071
7 1.25 1 0.6 1 0.0400557 0.00262796
7 1.25 1 0.8 1 0.0496398 0.00374738
7 1.25 1 1 1 0.0619532 0.00490043

7.1 1.25 1 0 1 0.0277173 -nan
7.1 1.25 1 0.2 1 0.0290319 0.000841021
7.1 1.25 1 0.4 1 0.0329613 0.00161178
7.1 1.25 1 0.6 1 0.0394052 0.0026746
7.1 1.25 1 0.8 1 0.0490129 0.00371548
7.1 1.25 1 1 1 0.061423 0.00507874

7.2 1.25 1 0 1 0.0273791 4.3309e-09
7.2 1.25 1 0.2 1 0.0286817 0.000769204
7.2 1.25 1 0.4 1 0.0326255 0.00168097
7.2 1.25 1 0.6 1 0.0391162 0.00261391
7.2 1.25 1 0.8 1 0.0485281 0.00367475
7.2 1.25 1 1 1 0.060698 0.00482354

7.3 1.25 1 0 1 0.0270491 4.74883e-09
7.3 1.25 1 0.2 1 0.0283077 0.000790969
7.3 1.25 1 0.4 1 0.0322269 0.00159651
7.3 1.25 1 0.6 1 0.0386302 0.0023879
7.3 1.25 1 0.8 1 0.0479697 0.00372595
7.3 1.25 1 1 1 0.0597928 0.0047595

7.4 1.25 1 0 1 0.0267271 2.71525e-09
7.4 1.25 1 0.2 1 0.027983 0.000788301
7.4 1.25 1 0.4 1 0.0317983 0.00161184
7.4 1.25 1 0.6 1 0.0381628 0.00246031
7.4 1.25 1 0.8 1 0.0475736 0.00359138
7.4 1.25 1 1 1 0.0593925 0.00485553

7.5 1.25 1 0 1 0.0264126 -nan
7.5 1.25 1 0.2 1 0.0276862 0.000766563
7.5 1.25 1 0.4 1 0.0314742 0.00155856
7.5 1.25 1 0.6 1 0.0378708 0.0025016
7.5 1.25 1 0.8 1 0.0468556 0.00364566
7.5 1.25 1 1 1 0.0588502 0.00477429

7.6 1.25 1 0 1 0.0261055 -nan
7.6 1.25 1 0.2 1 0.0273482 0.000761995
7.6 1.25 1 0.4 1 0.0311475 0.00158465
7.6 1.25 1 0.6 1 0.0374354 0.00244729
7.6 1.25 1 0.8 1 0.0464199 0.00359915
7.6 1.25 1 1 1 0.0584325 0.00489032

7.7 1.25 1 0 1 0.0258056 4.86165e-09
7.7 1.25 1 0.2 1 0.0270335 0.000748146
7.7 1.25 1 0.4 1 0.0307426 0.00157852
7.7 1.25 1 0.6 1 0.0368898 0.00244546
7.7 1.25 1 0.8 1 0.0460354 0.00348908
7.7 1.25 1 1 1 0.0577372 0.00465538

7.8 1.25 1 0 1 0.0255124 -nan
7.8 1.25 1 0.2 1 0.0267969 0.000750689
7.8 1.25 1 0.4 1 0.0304369 0.00164517
7.8 1.25 1 0.6 1 0.0365967 0.00243689
7.8 1.25 1 0.8 1 0.0455347 0.0033665
7.8 1.25 1 1 1 0.0571675 0.00467715

7.9 1.25 1 0 1 0.0252259 -nan
7.9 1.25 1 0.2 1 0.0264457 0.000746994
7.9 1.25 1 0.4 1 0.0300678 0.00152027
7.9 1.25 1 0.6 1 0.0360806 0.00251726
7.9 1.25 1 0.8 1 0.0448764 0.00343157
7.9 1.25 1 1 1 0.0565721 0.00485494

8 1.25 1 0 1 0.0249458 4.82808e-09
8 1.25 1 0.2 1 0.0261673 0.000726811
8 1.25 1 0.4 1 0.0297304 0.0015498
8 1.25 1 0.6 1 0.0358552 0.00244119
8 1.25 1 0.8 1 0.0445454 0.00330521
8 1.25 1 1 1 0.0559298 0.00462189

8.1 1.25 1 0 1 0.0246719 -nan
8.1 1.25 1 0.2 1 0.0258728 0.000731029
8.1 1.25 1 0.4 1 0.0294983 0.00149766
8.1 1.25 1 0.6 1 0.0355814 0.00236145
8.1 1.25 1 0.8 1 0.0441481 0.00329911
8.1 1.25 1 1 1 0.0554733 0.00445434

8.2 1.25 1 0 1 0.0244039 -nan
8.2 1.25 1 0.2 1 0.0256218 0.000710612
8.2 1.25 1 0.4 1 0.0291626 0.00142795
8.2 1.25 1 0.6 1 0.035102 0.00234962
8.2 1.25 1 0.8 1 0.0436945 0.00328253
8.2 1.25 1 1 1 0.0549459 0.00437162

8.3 1.25 1 0 1 0.0241418 -nan
8.3 1.25 1 0.2 1 0.0252687 0.000694194
8.3 1.25 1 0.4 1 0.0287498 0.00149263
8.3 1.25 1 0.6 1 0.034678 0.00225183
8.3 1.25 1 0.8 1 0.0431828 0.00321003
8.3 1.25 1 1 1 0.0545465 0.00438494

8.4 1.25 1 0 1 0.0238852 1.39698e-09
8.4 1.25 1 0.2 1 0.0250308 0.000704216
8.4 1.25 1 0.4 1 0.0285682 0.00147466
8.4 1.25 1 0.6 1 0.0344802 0.00218849
8.4 1.25 1 0.8 1 0.0430215 0.00317392
8.4 1.25 1 1 1 0.0540138 0.00430808

8.5 1.25 1 0 1 0.0236341 5.18538e-09
8.5 1.25 1 0.2 1 0.0247722 0.000721271
8.5 1.25 1 0.4 1 0.0282798 0.00145281
8.5 1.25 1 0.6 1 0.0341314 0.00223545
8.5 1.25 1 0.8 1 0.0424658 0.00325081
8.5 1.25 1 1 1 0.0534723 0.00433491

8.6 1.25 1 0 1 0.0233883 -nan
8.6 1.25 1 0.2 1 0.0245541 0.000719474
