alpha b d0 sigma tau Gmean Gstd
0.7 1.25 1 0.2 5 0.138736 0.00775667
0.7 1.25 1 0.4 5 0.143046 0.0157927
0.7 1.25 1 0.6 5 0.152903 0.0236088
0.7 1.25 1 0.8 5 0.166826 0.0309604
0.7 1.25 1 1 5 0.180727 0.0392297

0.8 1.25 1 0 5 0.128967 2.79397e-08
0.8 1.25 1 0.2 5 0.130765 0.00768482
0.8 1.25 1 0.4 5 0.13712 0.0149887
0.8 1.25 1 0.6 5 0.147929 0.0223573
0.8 1.25 1 0.8 5 0.16107 0.0298673
0.8 1.25 1 1 5 0.179911 0.0378286

0.9 1.25 1 0 5 0.121721 -nan
0.9 1.25 1 0.2 5 0.12362 0.00691345
0.9 1.25 1 0.4 5 0.129653 0.0139905
0.9 1.25 1 0.6 5 0.141457 0.02166
0.9 1.25 1 0.8 5 0.157318 0.0285848
0.9 1.25 1 1 5 0.175773 0.0365958

1 1.25 1 0 5 0.115265 1.99312e-08
1 1.25 1 0.2 5 0.117574 0.00658165
1 1.25 1 0.4 5 0.123582 0.0129532
1 1.25 1 0.6 5 0.136172 0.0204155
1 1.25 1 0.8 5 0.152916 0.0256958
1 1.25 1 1 5 0.170363 0.0342001

1.1 1.25 1 0 5 0.109474 -nan
1.1 1.25 1 0.2 5 0.111839 0.00632003
1.1 1.25 1 0.4 5 0.11895 0.0124742
1.1 1.25 1 0.6 5 0.130118 0.0185823
1.1 1.25 1 0.8 5 0.147383 0.0257065
1.1 1.25 1 1 5 0.166875 0.0328005

1.2 1.25 1 0 5 0.103754 -nan
1.2 1.25 1 0.2 5 0.10622 0.00597081
1.2 1.25 1 0.4 5 0.113692 0.0127584
1.2 1.25 1 0.6 5 0.126775 0.018068
1.2 1.25 1 0.8 5 0.142538 0.0246506
1.2 1.25 1 1 5 0.166985 0.0308699

1.3 1.25 1 0 5 0.0990592 4.74883e-09
1.3 1.25 1 0.2 5 0.10129 0.00593211
1.3 1.25 1 0.4 5 0.109552 0.0115797
1.3 1.25 1 0.6 5 0.121956 0.0168416
1.3 1.25 1 0.8 5 0.139196 0.0236243
1.3 1.25 1 1 5 0.160691 0.0283759

1.4 1.25 1 0 5 0.094778 -nan
1.4 1.25 1 0.2 5 0.0972907 0.00558441
1.4 1.25 1 0.4 5 0.104678 0.0110141
1.4 1.25 1 0.6 5 0.117869 0.0168213
1.4 1.25 1 0.8 5 0.137085 0.0229144
1.4 1.25 1 1 5 0.158971 0.0273876

1.5 1.25 1 0 5 0.0908575 -nan
1.5 1.25 1 0.2 5 0.0934946 0.00514383
1.5 1.25 1 0.4 5 0.101505 0.0107413
1.5 1.25 1 0.6 5 0.114321 0.0166306
1.5 1.25 1 0.8 5 0.132349 0.02244
1.5 1.25 1 1 5 0.157324 0.0272864

1.6 1.25 1 0 5 0.0872534 -nan
1.6 1.25 1 0.2 5 0.0899931 0.0049992
1.6 1.25 1 0.4 5 0.0978554 0.0105911
1.6 1.25 1 0.6 5 0.11157 0.0157061
1.6 1.25 1 0.8 5 0.1306 0.0218533
1.6 1.25 1 1 5 0.154115 0.0272333

1.7 1.25 1 0 5 0.0839283 -nan
1.7 1.25 1 0.2 5 0.0865524 0.00503746
1.7 1.25 1 0.4 5 0.0947023 0.0100424
1.7 1.25 1 0.6 5 0.108797 0.0153514
1.7 1.25 1 0.8 5 0.127735 0.020231
1.7 1.25 1 1 5 0.15283 0.0247269

1.8 1.25 1 0 5 0.0808508 3.83994e-09
1.8 1.25 1 0.2 5 0.0837256 0.0048413
1.8 1.25 1 0.4 5 0.0916965 0.00995175
1.8 1.25 1 0.6 5 0.104859 0.0149186
1.8 1.25 1 0.8 5 0.12411 0.0199653
1.8 1.25 1 1 5 0.151303 0.0249243

1.9 1.25 1 0 5 0.0779938 5.81611e-09
1.9 1.25 1 0.2 5 0.0805636 0.00463717
1.9 1.25 1 0.4 5 0.0891365 0.00924108
1.9 1.25 1 0.6 5 0.102151 0.0144349
1.9 1.25 1 0.8 5 0.122591 0.019157
1.9 1.25 1 1 5 0.146532 0.0248917

2 1.25 1 0 5 0.0753342 5.50978e-09
2 1.25 1 0.2 5 0.0780629 0.00448486
2 1.25 1 0.4 5 0.0864202 0.00924151
2 1.25 1 0.6 5 0.0995579 0.0135678
2 1.25 1 0.8 5 0.12056 0.0182369
2 1.25 1 1 5 0.14469 0.0240325

2.1 1.25 1 0 5 0.0728522 -nan
2.1 1.25 1 0.2 5 0.0753574 0.00436485
2.1 1.25 1 0.4 5 0.0836452 0.00889773
2.1 1.25 1 0.6 5 0.0978584 0.0132395
2.1 1.25 1 0.8 5 0.116359 0.018356
2.1 1.25 1 1 5 0.14286 0.0223046

2.2 1.25 1 0 5 0.0705302 1.58325e-08
2.2 1.25 1 0.2 5 0.0729952 0.0042129
2.2 1.25 1 0.4 5 0.0815967 0.00836701
2.2 1.25 1 0.6 5 0.0956155 0.0129413
2.2 1.25 1 0.8 5 0.114902 0.0180253
2.2 1.25 1 1 5 0.140285 0.0220849

2.3 1.25 1 0 5 0.0683532 8.6868e-09
2.3 1.25 1 0.2 5 0.0710091 0.0041873
2.3 1.25 1 0.4 5 0.0792526 0.00870589
2.3 1.25 1 0.6 5 0.0938509 0.0124811
2.3 1.25 1 0.8 5 0.113428 0.0170859
2.3 1.25 1 1 5 0.139542 0.0213219

2.4 1.25 1 0 5 0.0663079 1.04955e-08
2.4 1.25 1 0.2 5 0.0689044 0.00391617
2.4 1.25 1 0.4 5 0.0773083 0.008127
2.4 1.25 1 0.6 5 0.0915188 0.0130815
2.4 1.25 1 0.8 5 0.111617 0.0166122
2.4 1.25 1 1 5 0.137221 0.0210929

2.5 1.25 1 0 5 0.0643827 9.81209e-09
2.5 1.25 1 0.2 5 0.0670643 0.00388332
2.5 1.25 1 0.4 5 0.0751128 0.00784686
2.5 1.25 1 0.6 5 0.0897269 0.0116036
2.5 1.25 1 0.8 5 0.109498 0.0156946
2.5 1.25 1 1 5 0.136907 0.021086

2.6 1.25 1 0 5 0.0625671 1.2285e-08
2.6 1.25 1 0.2 5 0.0653422 0.00382108
2.6 1.25 1 0.4 5 0.0739239 0.00776315
2.6 1.25 1 0.6 5 0.087046 0.0111184
2.6 1.25 1 0.8 5 0.10631 0.0156365
2.6 1.25 1 1 5 0.134452 0.0207553

2.7 1.25 1 0 5 0.060852 1.14443e-08
2.7 1.25 1 0.2 5 0.0635626 0.00368917
2.7 1.25 1 0.4 5 0.0720504 0.0076115
2.7 1.25 1 0.6 5 0.0859804 0.011572
2.7 1.25 1 0.8 5 0.105714 0.0154722
2.7 1.25 1 1 5 0.131596 0.0194551

2.8 1.25 1 0 5 0.0592292 -nan
2.8 1.25 1 0.2 5 0.0620784 0.0036045
2.8 1.25 1 0.4 5 0.0702267 0.00712347
2.8 1.25 1 0.6 5 0.0838572 0.0110352
2.8 1.25 1 0.8 5 0.104098 0.0146861
2.8 1.25 1 1 5 0.1311 0.0188953

2.9 1.25 1 0 5 0.0576915 6.51926e-09
2.9 1.25 1 0.2 5 0.0602813 0.00338382
2.9 1.25 1 0.4 5 0.0682459 0.00687751
2.9 1.25 1 0.6 5 0.0823198 0.010742
2.9 1.25 1 0.8 5 0.102322 0.0149786
2.9 1.25 1 1 5 0.129339 0.018868

3 1.25 1 0 5 0.0562322 -nan
3 1.25 1 0.2 5 0.0589203 0.00340398
3 1.25 1 0.4 5 0.067187 0.00696953
3 1.25 1 0.6 5 0.0806491 0.010711
3 1.25 1 0.8 5 0.100274 0.0147599
3 1.25 1 1 5 0.127278 0.0184838

3.1 1.25 1 0 5 0.0548455 -nan
3.1 1.25 1 0.2 5 0.0575174 0.00323313
3.1 1.25 1 0.4 5 0.0655878 0.00667371
3.1 1.25 1 0.6 5 0.0793993 0.0104615
3.1 1.25 1 0.8 5 0.0985522 0.0144839
3.1 1.25 1 1 5 0.125664 0.0184664

3.2 1.25 1 0 5 0.0535261 6.61829e-09
3.2 1.25 1 0.2 5 0.0561962 0.00319911
3.2 1.25 1 0.4 5 0.0641 0.00670363
3.2 1.25 1 0.6 5 0.0783391 0.00970289
3.2 1.25 1 0.8 5 0.0978189 0.0136448
3.2 1.25 1 1 5 0.125367 0.0176931

3.3 1.25 1 0 5 0.0522691 5.50978e-09
3.3 1.25 1 0.2 5 0.0548991 0.00307698
3.3 1.25 1 0.4 5 0.0626234 0.00651901
3.3 1.25 1 0.6 5 0.0768714 0.00999353
3.3 1.25 1 0.8 5 0.0959837 0.0133032
3.3 1.25 1 1 5 0.123552 0.017195

3.4 1.25 1 0 5 0.0510702 -nan
3.4 1.25 1 0.2 5 0.0535918 0.00302648
3.4 1.25 1 0.4 5 0.0615532 0.00618784
3.4 1.25 1 0.6 5 0.0753206 0.00945922
3.4 1.25 1 0.8 5 0.0946308 0.0129213
3.4 1.25 1 1 5 0.122296 0.0175005

3.5 1.25 1 0 5 0.0499255 -nan
3.5 1.25 1 0.2 5 0.0525449 0.00297715
3.5 1.25 1 0.4 5 0.0602546 0.00624036
3.5 1.25 1 0.6 5 0.073858 0.00921503
3.5 1.25 1 0.8 5 0.0938419 0.0128946
3.5 1.25 1 1 5 0.12086 0.0168102

3.6 1.25 1 0 5 0.0488313 -nan
3.6 1.25 1 0.2 5 0.0513364 0.00297997
3.6 1.25 1 0.4 5 0.0592305 0.00609242
3.6 1.25 1 0.6 5 0.0729619 0.0090159
3.6 1.25 1 0.8 5 0.0921841 0.0127174
3.6 1.25 1 1 5 0.119851 0.0164945

3.7 1.25 1 0 5 0.0477844 4.83929e-09
3.7 1.25 1 0.2 5 0.0502942 0.00287025
3.7 1.25 1 0.4 5 0.0582373 0.00573042
3.7 1.25 1 0.6 5 0.0719143 0.00920681
3.7 1.25 1 0.8 5 0.0912509 0.0124155
3.7 1.25 1 1 5 0.117572 0.0162723

3.8 1.25 1 0 5 0.0467817 -nan
3.8 1.25 1 0.2 5 0.0494432 0.00284132
3.8 1.25 1 0.4 5 0.0572566 0.00543522
3.8 1.25 1 0.6 5 0.0705601 0.00861852
3.8 1.25 1 0.8 5 0.090898 0.0118661
3.8 1.25 1 1 5 0.117057 0.0156761

3.9 1.25 1 0 5 0.0458205 4.79428e-09
3.9 1.25 1 0.2 5 0.0484124 0.0028114
3.9 1.25 1 0.4 5 0.0560273 0.00576687
3.9 1.25 1 0.6 5 0.0699724 0.00885083
3.9 1.25 1 0.8 5 0.0892876 0.011901
3.9 1.25 1 1 5 0.115216 0.0160435

4 1.25 1 0 5 0.0448983 -nan
4 1.25 1 0.2 5 0.0474774 0.0027423
4 1.25 1 0.4 5 0.0552449 0.00567585
4 1.25 1 0.6 5 0.0683756 0.00886685
4 1.25 1 0.8 5 0.088251 0.0111985
4 1.25 1 1 5 0.113601 0.014985

4.1 1.25 1 0 5 0.0440127 3.32549e-09
4.1 1.25 1 0.2 5 0.0465113 0.00267654
4.1 1.25 1 0.4 5 0.0544573 0.00545086
4.1 1.25 1 0.6 5 0.0678411 0.00810754
4.1 1.25 1 0.8 5 0.0868644 0.0117045
4.1 1.25 1 1 5 0.113138 0.0150942

4.2 1.25 1 0 5 0.0431616 7.16876e-09
4.2 1.25 1 0.2 5 0.0456813 0.00259237
4.2 1.25 1 0.4 5 0.0533814 0.00550349
4.2 1.25 1 0.6 5 0.0659941 0.00820521
4.2 1.25 1 0.8 5 0.0854894 0.0112497
4.2 1.25 1 1 5 0.112294 0.0148845

4.3 1.25 1 0 5 0.042343 -nan
4.3 1.25 1 0.2 5 0.0448107 0.00252992
4.3 1.25 1 0.4 5 0.0523853 0.00514636
4.3 1.25 1 0.6 5 0.065833 0.00850266
4.3 1.25 1 0.8 5 0.0856023 0.0112928
4.3 1.25 1 1 5 0.110268 0.0149352

4.4 1.25 1 0 5 0.041555 6.1777e-09
4.4 1.25 1 0.2 5 0.0440001 0.00257805
4.4 1.25 1 0.4 5 0.0516143 0.00518771
4.4 1.25 1 0.6 5 0.0643061 0.00805817
4.4 1.25 1 0.8 5 0.0837701 0.011371
4.4 1.25 1 1 5 0.109661 0.0142373

4.5 1.25 1 0 5 0.040796 6.40178e-09
4.5 1.25 1 0.2 5 0.0432679 0.00254974
4.5 1.25 1 0.4 5 0.0507223 0.00509813
4.5 1.25 1 0.6 5 0.0632263 0.00740506
4.5 1.25 1 0.8 5 0.0823771 0.0109523
4.5 1.25 1 1 5 0.109652 0.0138558

4.6 1.25 1 0 5 0.0401363 4.77161e-09
4.6 1.25 1 0.2 5 0.0425629 0.00252695
4.6 1.25 1 0.4 5 0.0497427 0.00507644
4.6 1.25 1 0.6 5 0.0631877 0.00805066
4.6 1.25 1 0.8 5 0.0819327 0.010935
4.6 1.25 1 1 5 0.107671 0.0152647

4.7 1.25 1 0 5 0.0394281 2.46405e-09
4.7 1.25 1 0.2 5 0.0419199 0.00239713
4.7 1.25 1 0.4 5 0.0491825 0.00483919
4.7 1.25 1 0.6 5 0.0621801 0.00767262
4.7 1.25 1 0.8 5 0.0811181 0.0107378
4.7 1.25 1 1 5 0.107354 0.0142277

4.8 1.25 1 0 5 0.0387446 2.13393e-09
4.8 1.25 1 0.2 5 0.0411498 0.00234129
4.8 1.25 1 0.4 5 0.0488269 0.00483051
4.8 1.25 1 0.6 5 0.0615774 0.00748453
4.8 1.25 1 0.8 5 0.0803073 0.0100476
4.8 1.25 1 1 5 0.106178 0.0142345

4.9 1.25 1 0 5 0.0380846 -nan
4.9 1.25 1 0.2 5 0.0405772 0.00234566
4.9 1.25 1 0.4 5 0.0478777 0.00484032
4.9 1.25 1 0.6 5 0.0604188 0.00726899
4.9 1.25 1 0.8 5 0.0793882 0.0103196
4.9 1.25 1 1 5 0.105354 0.0133373

5 1.25 1 0 5 0.0374467 -nan
5 1.25 1 0.2 5 0.0397748 0.00228243
5 1.25 1 0.4 5 0.0472055 0.00464054
5 1.25 1 0.6 5 0.0598883 0.00740793
5 1.25 1 0.8 5 0.0787261 0.00986883
5 1.25 1 1 5 0.10446 0.0136281

5.1 1.25 1 0 5 0.03683 -nan
5.1 1.25 1 0.2 5 0.0392825 0.0023395
5.1 1.25 1 0.4 5 0.0462403 0.00453907
5.1 1.25 1 0.6 5 0.0586962 0.00725231
5.1 1.25 1 0.8 5 0.0768078 0.00998975
5.1 1.25 1 1 5 0.103593 0.0128824

5.2 1.25 1 0 5 0.0362334 -nan
5.2 1.25 1 0.2 5 0.0385284 0.00215531
5.2 1.25 1 0.4 5 0.0461353 0.00454499
5.2 1.25 1 0.6 5 0.0583321 0.00701566
5.2 1.25 1 0.8 5 0.07699 0.00999459
5.2 1.25 1 1 5 0.101874 0.0132308

5.3 1.25 1 0 5 0.035656 -nan
5.3 1.25 1 0.2 5 0.0378544 0.00219256
5.3 1.25 1 0.4 5 0.0452309 0.00448151
5.3 1.25 1 0.6 5 0.0574217 0.00701268
5.3 1.25 1 0.8 5 0.0760306 0.00963242
5.3 1.25 1 1 5 0.101313 0.0132332

5.4 1.25 1 0 5 0.0350967 -nan
5.4 1.25 1 0.2 5 0.0375154 0.00218345
5.4 1.25 1 0.4 5 0.0445405 0.00442854
5.4 1.25 1 0.6 5 0.0564729 0.00688076
5.4 1.25 1 0.8 5 0.0751662 0.00956984
5.4 1.25 1 1 5 0.10182 0.012771

5.5 1.25 1 0 5 0.0345548 3.48469e-09
5.5 1.25 1 0.2 5 0.0369135 0.00212816
5.5 1.25 1 0.4 5 0.0439939 0.00424253
5.5 1.25 1 0.6 5 0.0565379 0.00662231
5.5 1.25 1 0.8 5 0.0746216 0.00922159
5.5 1.25 1 1 5 0.0999243 0.0123282

5.6 1.25 1 0 5 0.0340295 -nan
5.6 1.25 1 0.2 5 0.0363767 0.00210698
5.6 1.25 1 0.4 5 0.0435061 0.00443722
5.6 1.25 1 0.6 5 0.0553461 0.00653565
5.6 1.25 1 0.8 5 0.0735116 0.00959299
5.6 1.25 1 1 5 0.0992809 0.0124505

5.7 1.25 1 0 5 0.03352 -nan
5.7 1.25 1 0.2 5 0.035773 0.00210176
5.7 1.25 1 0.4 5 0.0431098 0.00417319
5.7 1.25 1 0.6 5 0.055031 0.00679339
5.7 1.25 1 0.8 5 0.0731698 0.00919646
5.7 1.25 1 1 5 0.0984141 0.0123196

5.8 1.25 1 0 5 0.0330256 -nan
5.8 1.25 1 0.2 5 0.0353589 0.00197419
5.8 1.25 1 0.4 5 0.0422317 0.00400421
5.8 1.25 1 0.6 5 0.0540758 0.00657724
5.8 1.25 1 0.8 5 0.0722573 0.0090279
5.8 1.25 1 1 5 0.0968877 0.0120643

5.9 1.25 1 0 5 0.0325457 6.51926e-09
5.9 1.25 1 0.2 5 0.0348842 0.00205008
5.9 1.25 1 0.4 5 0.0417639 0.00415649
5.9 1.25 1 0.6 5 0.0536893 0.00619288
5.9 1.25 1 0.8 5 0.0714009 0.00942072
5.9 1.25 1 1 5 0.0970277 0.0119472

6 1.25 1 0 5 0.0320796 -nan
6 1.25 1 0.2 5 0.0342655 0.00202543
6 1.25 1 0.4 5 0.0410012 0.00421562
6 1.25 1 0.6 5 0.0531504 0.00614957
6 1.25 1 0.8 5 0.0711178 0.0089435
6 1.25 1 1 5 0.0962252 0.0119639

6.1 1.25 1 0 5 0.0316268 -nan
6.1 1.25 1 0.2 5 0.0337699 0.00196033
6.1 1.25 1 0.4 5 0.0406855 0.00386156
6.1 1.25 1 0.6 5 0.0523201 0.00621912
6.1 1.25 1 0.8 5 0.0699528 0.00879746
6.1 1.25 1 1 5 0.0950109 0.0117428

6.2 1.25 1 0 5 0.0311866 6.50261e-09
6.2 1.25 1 0.2 5 0.0333063 0.00198764
6.2 1.25 1 0.4 5 0.0400988 0.00396003
6.2 1.25 1 0.6 5 0.0518352 0.006217
6.2 1.25 1 0.8 5 0.069643 0.00867068
6.2 1.25 1 1 5 0.0947341 0.0114886

6.3 1.25 1 0 5 0.0307585 4.45431e-09
6.3 1.25 1 0.2 5 0.0329595 0.00196034
6.3 1.25 1 0.4 5 0.0397443 0.00380034
6.3 1.25 1 0.6 5 0.0513899 0.00614183
6.3 1.25 1 0.8 5 0.0687291 0.00844535
6.3 1.25 1 1 5 0.094237 0.0116297

6.4 1.25 1 0 5 0.0303422 -nan
6.4 1.25 1 0.2 5 0.0325265 0.00180747
6.4 1.25 1 0.4 5 0.03912 0.00384698
6.4 1.25 1 0.6 5 0.0508427 0.00615194
6.4 1.25 1 0.8 5 0.0682657 0.00836556
6.4 1.25 1 1 5 0.093539 0.0117282

6.5 1.25 1 0 5 0.029937 4.7374e-09
6.5 1.25 1 0.2 5 0.0321725 0.00192486
6.5 1.25 1 0.4 5 0.0387912 0.00389354
6.5 1.25 1 0.6 5 0.0504406 0.00593901
6.5 1.25 1 0.8 5 0.0677771 0.00832563
6.5 1.25 1 1 5 0.0922519 0.0107987

6.6 1.25 1 0 5 0.0295425 6.20396e-09
6.6 1.25 1 0.2 5 0.0317489 0.00186767
6.6 1.25 1 0.4 5 0.0387112 0.00366917
6.6 1.25 1 0.6 5 0.0497595 0.00589145
6.6 1.25 1 0.8 5 0.0673846 0.00794503
6.6 1.25 1 1 5 0.0915529 0.0112809

6.7 1.25 1 0 5 0.0291584 4.64496e-09
6.7 1.25 1 0.2 5 0.0311768 0.00172083
6.7 1.25 1 0.4 5 0.0378828 0.00381177
6.7 1.25 1 0.6 5 0.0492275 0.00566975
6.7 1.25 1 0.8 5 0.0666311 0.00805825
6.7 1.25 1 1 5 0.0914009 0.011076

6.8 1.25 1 0 5 0.0287842 -nan
6.8 1.25 1 0.2 5 0.0308748 0.00179405
6.8 1.25 1 0.4 5 0.0374987 0.00365289
6.8 1.25 1 0.6 5 0.0484106 0.00564925
6.8 1.25 1 0.8 5 0.0656895 0.00832845
6.8 1.25 1 1 5 0.0907262 0.0109907

6.9 1.25 1 0 5 0.0284195 3.85403e-09
6.9 1.25 1 0.2 5 0.0305262 0.0017481
6.9 1.25 1 0.4 5 0.036884 0.0035518
6.9 1.25 1 0.6 5 0.0483757 0.00579001
6.9 1.25 1 0.8 5 0.0660098 0.00821873
6.9 1.25 1 1 5 0.0894988 0.0109999

7 1.25 1 0 5 0.028064 -nan
7 1.25 1 0.2 5 0.03019 0.00181611
7 1.25 1 0.4 5 0.0366362 0.00370191
7 1.25 1 0.6 5 0.0479935 0.00554706
7 1.25 1 0.8 5 0.06555 0.00789672
7 1.25 1 1 5 0.0893158 0.0108097

7.1 1.25 1 0 5 0.0277173 -nan
7.1 1.25 1 0.2 5 0.0298048 0.00176165
7.1 1.25 1 0.4 5 0.0361346 0.00337311
7.1 1.25 1 0.6 5 0.0476359 0.00567882
7.1 1.25 1 0.8 5 0.0640429 0.00817011
7.1 1.25 1 1 5 0.0885369 0.0105247

7.2 1.25 1 0 5 0.0273791 4.3309e-09
7.2 1.25 1 0.2 5 0.029462 0.00173658
7.2 1.25 1 0.4 5 0.0357237 0.0035486
7.2 1.25 1 0.6 5 0.0469973 0.00555896
7.2 1.25 1 0.8 5 0.064009 0.0076261
7.2 1.25 1 1 5 0.0879361 0.0104072

7.3 1.25 1 0 5 0.0270491 4.74883e-09
7.3 1.25 1 0.2 5 0.0292008 0.00163467
7.3 1.25 1 0.4 5 0.0356363 0.00335096
7.3 1.25 1 0.6 5 0.0470713 0.00536604
7.3 1.25 1 0.8 5 0.0633382 0.00785588
7.3 1.25 1 1 5 0.0878533 0.0111233

7.4 1.25 1 0 5 0.0267271 2.71525e-09
7.4 1.25 1 0.2 5 0.0287874 0.00166351
7.4 1.25 1 0.4 5 0.0350271 0.00334177
7.4 1.25 1 0.6 5 0.0458513 0.00542449
7.4 1.25 1 0.8 5 0.062739 0.00754205
7.4 1.25 1 1 5 0.0866908 0.00995117

7.5 1.25 1 0 5 0.0264126 -nan
7.5 1.25 1 0.2 5 0.0284403 0.00164478
7.5 1.25 1 0.4 5 0.0346823 0.00334721
7.5 1.25 1 0.6 5 0.0456526 0.0052211
7.5 1.25 1 0.8 5 0.0624022 0.00780795
7.5 1.25 1 1 5 0.0858739 0.0102534

7.6 1.25 1 0 5 0.0261055 -nan
7.6 1.25 1 0.2 5 0.0280292 0.00169304
7.6 1.25 1 0.4 5 0.0344627 0.00343693
7.6 1.25 1 0.6 5 0.045365 0.00531489
7.6 1.25 1 0.8 5 0.061408 0.00745429
7.6 1.25 1 1 5 0.0851875 0.010102

7.7 1.25 1 0 5 0.0258056 4.86165e-09
7.7 1.25 1 0.2 5 0.0277873 0.00157371
7.7 1.25 1 0.4 5 0.0341636 0.0033721
7.7 1.25 1 0.6 5 0.0446973 0.00517537
7.7 1.25 1 0.8 5 0.0610355 0.0073767
7.7 1.25 1 1 5 0.0851135 0.0103761

7.8 1.25 1 0 5 0.0255124 -nan
7.8 1.25 1 0.2 5 0.027503 0.00161593
7.8 1.25 1 0.4 5 0.0337844 0.00336087
7.8 1.25 1 0.6 5 0.0443118 0.0052617
7.8 1.25 1 0.8 5 0.0603518 0.00737696
7.8 1.25 1 1 5 0.0844643 0.0105939

7.9 1.25 1 0 5 0.0252259 -nan
7.9 1.25 1 0.2 5 0.0272578 0.00159625
7.9 1.25 1 0.4 5 0.0334547 0.00311795
7.9 1.25 1 0.6 5 0.0436254 0.0049896
7.9 1.25 1 0.8 5 0.060511 0.00730099
7.9 1.25 1 1 5 0.083543 0.010052

8 1.25 1 0 5 0.0249458 4.82808e-09
8 1.25 1 0.2 5 0.0269431 0.00153904
8 1.25 1 0.4 5 0.0328872 0.00326765
8 1.25 1 0.6 5 0.0435775 0.00518292
8 1.25 1 0.8 5 0.0597817 0.00718518
8 1.25 1 1 5 0.0834082 0.0100868

8.1 1.25 1 0 5 0.0246719 -nan
8.1 1.25 1 0.2 5 0.0266869 0.00151734
8.1 1.25 1 0.4 5 0.0325379 0.00301709
8.1 1.25 1 0.6 5 0.0433133 0.00523344
8.1 1.25 1 0.8 5 0.0593954 0.00716077
8.1 1.25 1 1 5 0.0825577 0.00994501

8.2 1.25 1 0 5 0.0244039 -nan
8.2 1.25 1 0.2 5 0.0263431 0.00155283
8.2 1.25 1 0.4 5 0.0321769 0.00307852
8.2 1.25 1 0.6 5 0.0429342 0.0051859
8.2 1.25 1 0.8 5 0.0592838 0.00710286
8.2 1.25 1 1 5 0.0817768 0.0101415

8.3 1.25 1 0 5 0.0241418 -nan
8.3 1.25 1 0.2 5 0.0260223 0.0015012
8.3 1.25 1 0.4 5 0.0320763 0.00318863
8.3 1.25 1 0.6 5 0.0424099 0.00512722
8.3 1.25 1 0.8 5 0.0582014 0.00699795
8.3 1.25 1 1 5 0.0814211 0.00976963

8.4 1.25 1 0 5 0.0238852 1.39698e-09
8.4 1.25 1 0.2 5 0.0257413 0.0014913
8.4 1.25 1 0.4 5 0.0315728 0.00312939
8.4 1.25 1 0.6 5 0.0420781 0.00496498
8.4 1.25 1 0.8 5 0.0577626 0.00687929
8.4 1.25 1 1 5 0.0813212 0.00954858

8.5 1.25 1 0 5 0.0236341 5.18538e-09
8.5 1.25 1 0.2 5 0.0255303 0.00152707
8.5 1.25 1 0.4 5 0.0312724 0.00295791
8.5 1.25 1 0.6 5 0.0416556 0.00481148
8.5 1.25 1 0.8 5 0.0579335 0.00708386
8.5 1.25 1 1 5 0.0806222 0.00960685

8.6 1.25 1 0 5 0.0233883 -nan
8.6 1.25 1 0.2 5 0.0252548 0.00152311
8.6 1.25 1 0.4 5 0.0311521 0.00304323
8.6 1.25 1 0.6 5 0.041532 0.00474304
