alpha b d0 sigma tau Gmean Gstd
2 1.25 1 0.6 1.5 0.512076 0.0122842
2 1.25 1 0.8 1.5 0.535779 0.0159125
2 1.25 1 1 1.5 0.56686 0.0203243

2.1 1.25 1 0.4 1.5 0.483132 0.00777657
2.1 1.25 1 0.6 1.5 0.501718 0.0116127
2.1 1.25 1 0.8 1.5 0.525755 0.0162442
2.1 1.25 1 1 1.5 0.558132 0.0201276

2.2 1.25 1 0.4 1.5 0.472766 0.00760903
2.2 1.25 1 0.6 1.5 0.491733 0.0118583
2.2 1.25 1 0.8 1.5 0.516599 0.0152185
2.2 1.25 1 1 1.5 0.548168 0.0203721

2.3 1.25 1 0.4 1.5 0.462819 0.00765104
2.3 1.25 1 0.6 1.5 0.481484 0.0113683
2.3 1.25 1 0.8 1.5 0.50796 0.0155165
2.3 1.25 1 1 1.5 0.540503 0.0195631

2.4 1.25 1 0.4 1.5 0.453594 0.00770857
2.4 1.25 1 0.6 1.5 0.472508 0.0117259
2.4 1.25 1 0.8 1.5 0.499248 0.0154671
2.4 1.25 1 1 1.5 0.532085 0.0191199

2.5 1.25 1 0.4 1.5 0.444425 0.00775183
2.5 1.25 1 0.6 1.5 0.463953 0.0116511
2.5 1.25 1 0.8 1.5 0.492028 0.0157583
2.5 1.25 1 1 1.5 0.524803 0.0194328

2.6 1.25 1 0.4 1.5 0.436759 0.00741743
2.6 1.25 1 0.6 1.5 0.456378 0.0107653
2.6 1.25 1 0.8 1.5 0.483654 0.0149217
2.6 1.25 1 1 1.5 0.516679 0.0186425

2.7 1.25 1 0.4 1.5 0.428477 0.00736949
2.7 1.25 1 0.6 1.5 0.449067 0.0111997
2.7 1.25 1 0.8 1.5 0.476995 0.0151169
2.7 1.25 1 1 1.5 0.508929 0.019609

2.8 1.25 1 0.4 1.5 0.421125 0.00730296
2.8 1.25 1 0.6 1.5 0.440585 0.0112112
2.8 1.25 1 0.8 1.5 0.469214 0.0150971
2.8 1.25 1 1 1.5 0.502759 0.0187533

2.9 1.25 1 0.4 1.5 0.413945 0.00740572
2.9 1.25 1 0.6 1.5 0.434207 0.0112854
2.9 1.25 1 0.8 1.5 0.461661 0.0153283
2.9 1.25 1 1 1.5 0.497246 0.0195014

3 1.25 1 0.4 1.5 0.406702 0.00728134
3 1.25 1 0.6 1.5 0.427849 0.0108111
3 1.25 1 0.8 1.5 0.456394 0.0150804
3 1.25 1 1 1.5 0.491482 0.01869

3.1 1.25 1 0.4 1.5 0.399941 0.00730145
3.1 1.25 1 0.6 1.5 0.420978 0.0111385
3.1 1.25 1 0.8 1.5 0.449881 0.015457
3.1 1.25 1 1 1.5 0.484818 0.0193331

3.2 1.25 1 0.4 1.5 0.393621 0.00692499
3.2 1.25 1 0.6 1.5 0.415692 0.0112223
3.2 1.25 1 0.8 1.5 0.443762 0.0146345
3.2 1.25 1 1 1.5 0.479024 0.0188478

3.3 1.25 1 0.4 1.5 0.387526 0.00705384
3.3 1.25 1 0.6 1.5 0.409289 0.0111153
3.3 1.25 1 0.8 1.5 0.438809 0.0148326
3.3 1.25 1 1 1.5 0.473814 0.0184682

3.4 1.25 1 0.4 1.5 0.381892 0.0070627
3.4 1.25 1 0.6 1.5 0.403648 0.0110457
3.4 1.25 1 0.8 1.5 0.431848 0.0143375
3.4 1.25 1 1 1.5 0.468206 0.0186641

3.5 1.25 1 0.4 1.5 0.37615 0.0068738
3.5 1.25 1 0.6 1.5 0.398176 0.0102408
3.5 1.25 1 0.8 1.5 0.427109 0.0152265
3.5 1.25 1 1 1.5 0.462765 0.0181562

3.6 1.25 1 0.4 1.5 0.370615 0.00693287
3.6 1.25 1 0.6 1.5 0.393531 0.010966
3.6 1.25 1 0.8 1.5 0.422874 0.0146302
3.6 1.25 1 1 1.5 0.45708 0.0189105

3.7 1.25 1 0.4 1.5 0.365246 0.00687485
3.7 1.25 1 0.6 1.5 0.387356 0.0107284
3.7 1.25 1 0.8 1.5 0.416832 0.0143611
3.7 1.25 1 1 1.5 0.452349 0.0181082

3.8 1.25 1 0.4 1.5 0.360916 0.00670447
3.8 1.25 1 0.6 1.5 0.383111 0.0109207
3.8 1.25 1 0.8 1.5 0.412659 0.014217
3.8 1.25 1 1 1.5 0.447699 0.0182765

3.9 1.25 1 0.4 1.5 0.355647 0.00677541
3.9 1.25 1 0.6 1.5 0.378116 0.011081
3.9 1.25 1 0.8 1.5 0.408515 0.0142056
3.9 1.25 1 1 1.5 0.444218 0.01805

4 1.25 1 0.4 1.5 0.351321 0.00688184
4 1.25 1 0.6 1.5 0.373052 0.0105346
4 1.25 1 0.8 1.5 0.404068 0.0143508
4 1.25 1 1 1.5 0.440495 0.0176657

4.1 1.25 1 0.4 1.5 0.34693 0.00686517
4.1 1.25 1 0.6 1.5 0.369373 0.0103172
4.1 1.25 1 0.8 1.5 0.399391 0.0144251
4.1 1.25 1 1 1.5 0.434639 0.0187633

4.2 1.25 1 0.4 1.5 0.342335 0.00693683
4.2 1.25 1 0.6 1.5 0.364908 0.0103466
4.2 1.25 1 0.8 1.5 0.394835 0.0137984
4.2 1.25 1 1 1.5 0.43131 0.0184982

4.3 1.25 1 0.4 1.5 0.337552 0.00681523
4.3 1.25 1 0.6 1.5 0.360428 0.0104991
4.3 1.25 1 0.8 1.5 0.391231 0.0140446
4.3 1.25 1 1 1.5 0.427532 0.0181051

4.4 1.25 1 0.4 1.5 0.333787 0.00673022
4.4 1.25 1 0.6 1.5 0.356974 0.0108674
4.4 1.25 1 0.8 1.5 0.387135 0.0143474
4.4 1.25 1 1 1.5 0.422956 0.0180166

4.5 1.25 1 0.4 1.5 0.329864 0.00678067
4.5 1.25 1 0.6 1.5 0.353283 0.01032
4.5 1.25 1 0.8 1.5 0.382842 0.0141742
4.5 1.25 1 1 1.5 0.418718 0.0182881

4.6 1.25 1 0.4 1.5 0.326806 0.0066044
4.6 1.25 1 0.6 1.5 0.34986 0.0105857
4.6 1.25 1 0.8 1.5 0.38126 0.0143569
4.6 1.25 1 1 1.5 0.41762 0.017601

4.7 1.25 1 0.4 1.5 0.322679 0.0067868
4.7 1.25 1 0.6 1.5 0.346255 0.0101748
4.7 1.25 1 0.8 1.5 0.376839 0.0140769
4.7 1.25 1 1 1.5 0.412391 0.0184542

4.8 1.25 1 0.4 1.5 0.319013 0.00652341
4.8 1.25 1 0.6 1.5 0.342799 0.0105212
4.8 1.25 1 0.8 1.5 0.372992 0.0142611
4.8 1.25 1 1 1.5 0.408744 0.0180556

4.9 1.25 1 0.4 1.5 0.315305 0.00656844
4.9 1.25 1 0.6 1.5 0.338948 0.0100993
4.9 1.25 1 0.8 1.5 0.369358 0.014232
4.9 1.25 1 1 1.5 0.406365 0.0178651

5 1.25 1 0.4 1.5 0.311825 0.0066592
5 1.25 1 0.6 1.5 0.335719 0.00998994
5 1.25 1 0.8 1.5 0.365711 0.0142211
5 1.25 1 1 1.5 0.401359 0.018062

5.1 1.25 1 0.4 1.5 0.30891 0.00648487
5.1 1.25 1 0.6 1.5 0.331969 0.0101479
5.1 1.25 1 0.8 1.5 0.363107 0.0137504
5.1 1.25 1 1 1.5 0.398649 0.0179537

5.2 1.25 1 0.4 1.5 0.305565 0.00662708
5.2 1.25 1 0.6 1.5 0.329204 0.0103807
5.2 1.25 1 0.8 1.5 0.360388 0.014637
5.2 1.25 1 1 1.5 0.395505 0.0181945

5.3 1.25 1 0.4 1.5 0.302306 0.00663411
5.3 1.25 1 0.6 1.5 0.326355 0.0103442
5.3 1.25 1 0.8 1.5 0.357022 0.0133239
5.3 1.25 1 1 1.5 0.393237 0.0174912

5.4 1.25 1 0.4 1.5 0.299321 0.00659362
5.4 1.25 1 0.6 1.5 0.322964 0.00987252
5.4 1.25 1 0.8 1.5 0.35431 0.0135402
5.4 1.25 1 1 1.5 0.389571 0.0179693

5.5 1.25 1 0.4 1.5 0.296073 0.00665551
5.5 1.25 1 0.6 1.5 0.320071 0.0102333
5.5 1.25 1 0.8 1.5 0.350769 0.014077
5.5 1.25 1 1 1.5 0.386666 0.0171282

5.6 1.25 1 0.4 1.5 0.293315 0.0064133
5.6 1.25 1 0.6 1.5 0.317167 0.0103969
5.6 1.25 1 0.8 1.5 0.347867 0.0141692
5.6 1.25 1 1 1.5 0.383329 0.0178202

5.7 1.25 1 0.4 1.5 0.290392 0.0066735
5.7 1.25 1 0.6 1.5 0.314241 0.0106094
5.7 1.25 1 0.8 1.5 0.345193 0.013505
5.7 1.25 1 1 1.5 0.380455 0.0178798

5.8 1.25 1 0.4 1.5 0.287798 0.00680912
5.8 1.25 1 0.6 1.5 0.311675 0.010016
5.8 1.25 1 0.8 1.5 0.341772 0.0139106
5.8 1.25 1 1 1.5 0.378545 0.0175309

5.9 1.25 1 0.4 1.5 0.284774 0.0063938
5.9 1.25 1 0.6 1.5 0.308341 0.00982269
5.9 1.25 1 0.8 1.5 0.340291 0.013922
5.9 1.25 1 1 1.5 0.37602 0.0178693

6 1.25 1 0.4 1.5 0.282379 0.00637069
6 1.25 1 0.6 1.5 0.305947 0.00975134
6 1.25 1 0.8 1.5 0.338066 0.0137474
6 1.25 1 1 1.5 0.372315 0.017347

6.1 1.25 1 0.4 1.5 0.280211 0.0064446
6.1 1.25 1 0.6 1.5 0.303555 0.0102407
6.1 1.25 1 0.8 1.5 0.33435 0.013702
6.1 1.25 1 1 1.5 0.370251 0.0180246

6.2 1.25 1 0.4 1.5 0.277081 0.0065631
6.2 1.25 1 0.6 1.5 0.300687 0.00990379
6.2 1.25 1 0.8 1.5 0.331929 0.0140579
6.2 1.25 1 1 1.5 0.368111 0.0180898

6.3 1.25 1 0.4 1.5 0.274512 0.00620221
6.3 1.25 1 0.6 1.5 0.298618 0.00986612
6.3 1.25 1 0.8 1.5 0.329362 0.0138317
6.3 1.25 1 1 1.5 0.365081 0.0176116

6.4 1.25 1 0.4 1.5 0.272472 0.00616777
6.4 1.25 1 0.6 1.5 0.295521 0.00954273
6.4 1.25 1 0.8 1.5 0.326737 0.0140197
6.4 1.25 1 1 1.5 0.362446 0.0174699

6.5 1.25 1 0.4 1.5 0.270192 0.0064225
6.5 1.25 1 0.6 1.5 0.293741 0.00983573
6.5 1.25 1 0.8 1.5 0.324849 0.0141033
6.5 1.25 1 1 1.5 0.360031 0.0177562

6.6 1.25 1 0.4 1.5 0.267723 0.00650324
6.6 1.25 1 0.6 1.5 0.291515 0.010016
6.6 1.25 1 0.8 1.5 0.32251 0.0137238
6.6 1.25 1 1 1.5 0.3578 0.0181599

6.7 1.25 1 0.4 1.5 0.265561 0.00640109
6.7 1.25 1 0.6 1.5 0.289926 0.00987103
6.7 1.25 1 0.8 1.5 0.320742 0.0141763
6.7 1.25 1 1 1.5 0.355647 0.0177976

6.8 1.25 1 0.4 1.5 0.262882 0.00620044
6.8 1.25 1 0.6 1.5 0.2873 0.0099666
6.8 1.25 1 0.8 1.5 0.318358 0.0142431
6.8 1.25 1 1 1.5 0.353484 0.0179544

6.9 1.25 1 0.4 1.5 0.260963 0.00595898
6.9 1.25 1 0.6 1.5 0.284823 0.00987405
6.9 1.25 1 0.8 1.5 0.316316 0.0131887
6.9 1.25 1 1 1.5 0.350834 0.0176417

7 1.25 1 0.4 1.5 0.258749 0.00606097
7 1.25 1 0.6 1.5 0.283184 0.0100425
7 1.25 1 0.8 1.5 0.31441 0.0136329
7 1.25 1 1 1.5 0.348701 0.018117

7.1 1.25 1 0.4 1.5 0.256832 0.00638557
7.1 1.25 1 0.6 1.5 0.281529 0.00970787
7.1 1.25 1 0.8 1.5 0.311277 0.0139348
7.1 1.25 1 1 1.5 0.347369 0.0174573

7.2 1.25 1 0.4 1.5 0.254615 0.00638358
7.2 1.25 1 0.6 1.5 0.279091 0.009643
7.2 1.25 1 0.8 1.5 0.309424 0.0137131
7.2 1.25 1 1 1.5 0.34572 0.017765

7.3 1.25 1 0.4 1.5 0.253034 0.0064506
7.3 1.25 1 0.6 1.5 0.276853 0.00952341
7.3 1.25 1 0.8 1.5 0.308157 0.0135652
7.3 1.25 1 1 1.5 0.342894 0.0179161

7.4 1.25 1 0.4 1.5 0.251368 0.00617523
7.4 1.25 1 0.6 1.5 0.275005 0.0099663
7.4 1.25 1 0.8 1.5 0.305554 0.0136615
7.4 1.25 1 1 1.5 0.340601 0.0175579

7.5 1.25 1 0.4 1.5 0.248976 0.00642922
7.5 1.25 1 0.6 1.5 0.273452 0.0100895
7.5 1.25 1 0.8 1.5 0.303941 0.0134479
7.5 1.25 1 1 1.5 0.338914 0.0177558

7.6 1.25 1 0.4 1.5 0.247542 0.00604484
7.6 1.25 1 0.6 1.5 0.271673 0.00978107
7.6 1.25 1 0.8 1.5 0.302318 0.0138129
7.6 1.25 1 1 1.5 0.336903 0.0185253

7.7 1.25 1 0.4 1.5 0.24522 0.00631532
7.7 1.25 1 0.6 1.5 0.269841 0.010223
7.7 1.25 1 0.8 1.5 0.299639 0.0135142
7.7 1.25 1 1 1.5 0.334618 0.0176181

7.8 1.25 1 0.4 1.5 0.243611 0.00580481
7.8 1.25 1 0.6 1.5 0.26748 0.0102021
7.8 1.25 1 0.8 1.5 0.297561 0.0137851
7.8 1.25 1 1 1.5 0.334506 0.0176661

7.9 1.25 1 0.4 1.5 0.241688 0.00619799
7.9 1.25 1 0.6 1.5 0.265936 0.0099701
7.9 1.25 1 0.8 1.5 0.295989 0.0131599
7.9 1.25 1 1 1.5 0.329843 0.017681

8 1.25 1 0.4 1.5 0.240131 0.00622439
8 1.25 1 0.6 1.5 0.263861 0.0101213
8 1.25 1 0.8 1.5 0.294163 0.0132112
8 1.25 1 1 1.5 0.330012 0.0175524

8.1 1.25 1 0.4 1.5 0.238318 0.00604215
8.1 1.25 1 0.6 1.5 0.262412 0.00968853
8.1 1.25 1 0.8 1.5 0.292951 0.0140953
8.1 1.25 1 1 1.5 0.328174 0.0186452

8.2 1.25 1 0.4 1.5 0.236641 0.00608469
8.2 1.25 1 0.6 1.5 0.260628 0.00976505
8.2 1.25 1 0.8 1.5 0.291621 0.0135104
8.2 1.25 1 1 1.5 0.326469 0.0182889

8.3 1.25 1 0.4 1.5 0.235238 0.00629923
8.3 1.25 1 0.6 1.5 0.259458 0.0099265
8.3 1.25 1 0.8 1.5 0.289012 0.0135997
8.3 1.25 1 1 1.5 0.324016 0.0178884

8.4 1.25 1 0.4 1.5 0.233427 0.00616793
8.4 1.25 1 0.6 1.5 0.257349 0.00977864
8.4 1.25 1 0.8 1.5 0.287832 0.0135233
8.4 1.25 1 1 1.5 0.323565 0.0179353

8.5 1.25 1 0.4 1.5 0.231714 0.00611657
8.5 1.25 1 0.6 1.5 0.256216 0.00962538
8.5 1.25 1 0.8 1.5 0.286192 0.0139355
8.5 1.25 1 1 1.5 0.321207 0.0179466

8.6 1.25 1 0.4 1.5 0.230603 0.00608793
8.6 1.25 1 0.6 1.5 0.254221 0.00938221
8.6 1.25 1 0.8 1.5 0.283871 0.013514
8.6 1.25 1 1 1.5 0.319417 0.0178971

8.7 1.25 1 0.4 1.5 0.228691 0.00623991
8.7 1.25 1 0.6 1.5 0.252881 0.00959268
8.7 1.25 1 0.8 1.5 0.283653 0.0132104
8.7 1.25 1 1 1.5 0.317511 0.0178945

8.8 1.25 1 0.4 1.5 0.227152 0.00613083
8.8 1.25 1 0.6 1.5 0.251481 0.00944232
8.8 1.25 1 0.8 1.5 0.28154 0.0134464
8.8 1.25 1 1 1.5 0.316434 0.0173629

8.9 1.25 1 0.4 1.5 0.22593 0.00591165
8.9 1.25 1 0.6 1.5 0.249702 0.00997631
8.9 1.25 1 0.8 1.5 0.280003 0.0141652
8.9 1.25 1 1 1.5 0.314617 0.0171493

9 1.25 1 0.4 1.5 0.224356 0.00588987
9 1.25 1 0.6 1.5 0.24838 0.00968704
9 1.25 1 0.8 1.5 0.278572 0.0135932
9 1.25 1 1 1.5 0.312605 0.0178554

9.1 1.25 1 0.4 1.5 0.223287 0.00616093
9.1 1.25 1 0.6 1.5 0.247084 0.00946146
9.1 1.25 1 0.8 1.5 0.276482 0.0134782
9.1 1.25 1 1 1.5 0.310813 0.0179502

9.2 1.25 1 0.4 1.5 0.221795 0.00603179
9.2 1.25 1 0.6 1.5 0.245752 0.0100006
9.2 1.25 1 0.8 1.5 0.276106 0.0143072
9.2 1.25 1 1 1.5 0.310118 0.0181342

9.3 1.25 1 0.4 1.5 0.22003 0.00596552
9.3 1.25 1 0.6 1.5 0.243762 0.00980301
9.3 1.25 1 0.8 1.5 0.274221 0.0134237
9.3 1.25 1 1 1.5 0.309143 0.0172557

9.4 1.25 1 0.4 1.5 0.218905 0.00600868
9.4 1.25 1 0.6 1.5 0.242917 0.00989612
9.4 1.25 1 0.8 1.5 0.273029 0.013332
9.4 1.25 1 1 1.5 0.307545 0.0175449

9.5 1.25 1 0.4 1.5 0.217629 0.00596896
9.5 1.25 1 0.6 1.5 0.241573 0.00985147
9.5 1.25 1 0.8 1.5 0.271312 0.0138496
9.5 1.25 1 1 1.5 0.304341 0.017831

9.6 1.25 1 0.4 1.5 0.216205 0.00593762
9.6 1.25 1 0.6 1.5 0.240138 0.0096528
9.6 1.25 1 0.8 1.5 0.269764 0.0136563
9.6 1.25 1 1 1.5 0.305155 0.0172781

9.7 1.25 1 0.4 1.5 0.215034 0.00597706
9.7 1.25 1 0.6 1.5 0.238884 0.00959387
9.7 1.25 1 0.8 1.5 0.26907 0.0140501
9.7 1.25 1 1 1.5 0.303154 0.0172398

9.8 1.25 1 0.4 1.5 0.213739 0.00607009
9.8 1.25 1 0.6 1.5 0.238284 0.00991368
9.8 1.25 1 0.8 1.5 0.268268 0.0143003
9.8 1.25 1 1 1.5 0.30085 0.0180341

9.9 1.25 1 0.4 1.5 0.212775 0.0061172
9.9 1.25 1 0.6 1.5 0.23656 0.00994435
9.9 1.25 1 0.8 1.5 0.266469 0.0137001
9.9 1.25 1 1 1.5 0.300253 0.0175457

10 1.25 1 0.4 1.5 0.211318 0.0059214
10 1.25 1 0.6 1.5 0.235548 0.00950855
10 1.25 1 0.8 1.5 0.265202 0.0136454
10 1.25 1 1 1.5 0.300299 0.0174786

