alpha b d0 sigma tau Gmean Gstd
8 1.25 1 0.2 0.5 0.0257011 0.00053363
8 1.25 1 0.4 0.5 0.0279726 0.00110975
8 1.25 1 0.6 0.5 0.0318196 0.00170418
8 1.25 1 0.8 0.5 0.0370711 0.00236375
8 1.25 1 1 0.5 0.0443826 0.00313312

8.1 1.25 1 0 0.5 0.0246719 -nan
8.1 1.25 1 0.2 0.5 0.0253929 0.000549621
8.1 1.25 1 0.4 0.5 0.0276898 0.00106032
8.1 1.25 1 0.6 0.5 0.0315006 0.00162126
8.1 1.25 1 0.8 0.5 0.0368922 0.00220282
8.1 1.25 1 1 0.5 0.0436756 0.00310779

8.2 1.25 1 0 0.5 0.0244039 -nan
8.2 1.25 1 0.2 0.5 0.025088 0.000522182
8.2 1.25 1 0.4 0.5 0.0273913 0.00107552
8.2 1.25 1 0.6 0.5 0.0311988 0.00166495
8.2 1.25 1 0.8 0.5 0.0362657 0.0023367
8.2 1.25 1 1 0.5 0.0434635 0.00318872

8.3 1.25 1 0 0.5 0.0241418 -nan
8.3 1.25 1 0.2 0.5 0.0248766 0.000523249
8.3 1.25 1 0.4 0.5 0.0270859 0.00107796
8.3 1.25 1 0.6 0.5 0.0307916 0.00168749
8.3 1.25 1 0.8 0.5 0.0361197 0.002438
8.3 1.25 1 1 0.5 0.0429467 0.00313307

8.4 1.25 1 0 0.5 0.0238852 1.39698e-09
8.4 1.25 1 0.2 0.5 0.0246314 0.000529663
8.4 1.25 1 0.4 0.5 0.0268701 0.00107859
8.4 1.25 1 0.6 0.5 0.0305047 0.00171468
8.4 1.25 1 0.8 0.5 0.0357326 0.00225571
8.4 1.25 1 1 0.5 0.0425199 0.00311255

8.5 1.25 1 0 0.5 0.0236341 5.18538e-09
8.5 1.25 1 0.2 0.5 0.0243496 0.000494515
8.5 1.25 1 0.4 0.5 0.0265058 0.00107174
8.5 1.25 1 0.6 0.5 0.0301128 0.0016691
8.5 1.25 1 0.8 0.5 0.0353614 0.00222903
8.5 1.25 1 1 0.5 0.0420483 0.00314649

8.6 1.25 1 0 0.5 0.0233883 -nan
8.6 1.25 1 0.2 0.5 0.0240839 0.000522719
8.6 1.25 1 0.4 0.5 0.026229 0.0010221
8.6 1.25 1 0.6 0.5 0.0298696 0.00161473
8.6 1.25 1 0.8 0.5 0.0349832 0.00221716
8.6 1.25 1 1 0.5 0.0417123 0.00285332

8.7 1.25 1 0 0.5 0.0231475 6.58545e-10
8.7 1.25 1 0.2 0.5 0.0238421 0.000495062
8.7 1.25 1 0.4 0.5 0.0259959 0.00101794
8.7 1.25 1 0.6 0.5 0.0295772 0.00160417
8.7 1.25 1 0.8 0.5 0.0346816 0.00221613
8.7 1.25 1 1 0.5 0.0412801 0.00302486

8.8 1.25 1 0 0.5 0.0229116 4.90605e-09
8.8 1.25 1 0.2 0.5 0.0236006 0.000510121
8.8 1.25 1 0.4 0.5 0.0257358 0.000995488
8.8 1.25 1 0.6 0.5 0.029348 0.00161624
8.8 1.25 1 0.8 0.5 0.0343309 0.00235322
8.8 1.25 1 1 0.5 0.0409702 0.00299581

8.9 1.25 1 0 0.5 0.0226806 8.71172e-10
8.9 1.25 1 0.2 0.5 0.0233804 0.000510894
8.9 1.25 1 0.4 0.5 0.0254525 0.00102376
8.9 1.25 1 0.6 0.5 0.0289492 0.00159886
8.9 1.25 1 0.8 0.5 0.033868 0.00225007
8.9 1.25 1 1 0.5 0.0407366 0.00292907

9 1.25 1 0 0.5 0.0224542 0
9 1.25 1 0.2 0.5 0.0231354 0.000497141
9 1.25 1 0.4 0.5 0.025179 0.000990107
9 1.25 1 0.6 0.5 0.0286091 0.00160852
9 1.25 1 0.8 0.5 0.0337477 0.00227072
9 1.25 1 1 0.5 0.0400805 0.00300614

9.1 1.25 1 0 0.5 0.0222323 4.24238e-09
9.1 1.25 1 0.2 0.5 0.022916 0.000513642
9.1 1.25 1 0.4 0.5 0.0249934 0.00100043
9.1 1.25 1 0.6 0.5 0.0284892 0.00150919
9.1 1.25 1 0.8 0.5 0.0333481 0.00218048
9.1 1.25 1 1 0.5 0.0400194 0.00283431

9.2 1.25 1 0 0.5 0.0220148 -nan
9.2 1.25 1 0.2 0.5 0.0227197 0.00049858
9.2 1.25 1 0.4 0.5 0.0247308 0.000996791
9.2 1.25 1 0.6 0.5 0.0282198 0.00159209
9.2 1.25 1 0.8 0.5 0.0330651 0.00219822
9.2 1.25 1 1 0.5 0.0395073 0.00308412

9.3 1.25 1 0 0.5 0.0218015 2.65468e-09
9.3 1.25 1 0.2 0.5 0.0224596 0.000470005
9.3 1.25 1 0.4 0.5 0.0244859 0.000985916
9.3 1.25 1 0.6 0.5 0.0279175 0.00154265
9.3 1.25 1 0.8 0.5 0.0326739 0.00223563
9.3 1.25 1 1 0.5 0.0392564 0.00299879

9.4 1.25 1 0 0.5 0.0215923 -nan
9.4 1.25 1 0.2 0.5 0.0222546 0.000481312
9.4 1.25 1 0.4 0.5 0.024285 0.000948695
9.4 1.25 1 0.6 0.5 0.0276061 0.00155351
9.4 1.25 1 0.8 0.5 0.0325027 0.00207691
9.4 1.25 1 1 0.5 0.0389554 0.00291686

9.5 1.25 1 0 0.5 0.0213871 1.72672e-09
9.5 1.25 1 0.2 0.5 0.0220454 0.00048651
9.5 1.25 1 0.4 0.5 0.0240075 0.000965702
9.5 1.25 1 0.6 0.5 0.0274126 0.00151471
9.5 1.25 1 0.8 0.5 0.0322335 0.00221192
9.5 1.25 1 1 0.5 0.0383553 0.00284202

9.6 1.25 1 0 0.5 0.0211858 3.80448e-09
9.6 1.25 1 0.2 0.5 0.0217999 0.000480124
9.6 1.25 1 0.4 0.5 0.0238727 0.000967624
9.6 1.25 1 0.6 0.5 0.0271487 0.00152932
9.6 1.25 1 0.8 0.5 0.0318812 0.00209096
9.6 1.25 1 1 0.5 0.0380367 0.00294899

9.7 1.25 1 0 0.5 0.0209883 3.07125e-09
9.7 1.25 1 0.2 0.5 0.0216534 0.000491443
9.7 1.25 1 0.4 0.5 0.0236206 0.00096589
9.7 1.25 1 0.6 0.5 0.026944 0.00152657
9.7 1.25 1 0.8 0.5 0.0315892 0.00216949
9.7 1.25 1 1 0.5 0.0378314 0.00282299

9.8 1.25 1 0 0.5 0.0207945 4.13233e-09
9.8 1.25 1 0.2 0.5 0.0214622 0.000476337
9.8 1.25 1 0.4 0.5 0.023389 0.00096466
9.8 1.25 1 0.6 0.5 0.0266379 0.00149707
9.8 1.25 1 0.8 0.5 0.0313441 0.00206507
9.8 1.25 1 1 0.5 0.0374578 0.00290126

9.9 1.25 1 0 0.5 0.0206042 -nan
9.9 1.25 1 0.2 0.5 0.0212337 0.000463013
9.9 1.25 1 0.4 0.5 0.0232147 0.000980853
9.9 1.25 1 0.6 0.5 0.0265025 0.00149853
9.9 1.25 1 0.8 0.5 0.031232 0.00213811
9.9 1.25 1 1 0.5 0.0371332 0.00267892

10 1.25 1 0 0.5 0.0204174 1.23202e-09
10 1.25 1 0.2 0.5 0.0210205 0.00044025
10 1.25 1 0.4 0.5 0.0229905 0.000945823
10 1.25 1 0.6 0.5 0.0262356 0.0014773
10 1.25 1 0.8 0.5 0.030779 0.00206936
10 1.25 1 1 0.5 0.0368379 0.00279765

