alpha b d0 sigma tau Gmean Gstd
3.6 1.25 1 0.2 2 0.0511404 0.00189303
3.6 1.25 1 0.4 2 0.0585465 0.00403584
3.6 1.25 1 0.6 2 0.0709561 0.00595236
3.6 1.25 1 0.8 2 0.0879143 0.00790848
3.6 1.25 1 1 2 0.110916 0.0104611

3.7 1.25 1 0 2 0.0477844 4.83929e-09
3.7 1.25 1 0.2 2 0.0501001 0.00188008
3.7 1.25 1 0.4 2 0.0573823 0.00358567
3.7 1.25 1 0.6 2 0.0693633 0.00566487
3.7 1.25 1 0.8 2 0.0868336 0.007625
3.7 1.25 1 1 2 0.110129 0.010175

3.8 1.25 1 0 2 0.0467817 -nan
3.8 1.25 1 0.2 2 0.0492001 0.0017823
3.8 1.25 1 0.4 2 0.0563336 0.00365221
3.8 1.25 1 0.6 2 0.0687526 0.00556666
3.8 1.25 1 0.8 2 0.0853947 0.00772654
3.8 1.25 1 1 2 0.107916 0.0102113

3.9 1.25 1 0 2 0.0458205 4.79428e-09
3.9 1.25 1 0.2 2 0.0481071 0.00178644
3.9 1.25 1 0.4 2 0.0551832 0.00361094
3.9 1.25 1 0.6 2 0.0671848 0.00559978
3.9 1.25 1 0.8 2 0.0841049 0.0078002
3.9 1.25 1 1 2 0.107009 0.00967999

4 1.25 1 0 2 0.0448983 -nan
4 1.25 1 0.2 2 0.0471219 0.00173996
4 1.25 1 0.4 2 0.054223 0.00365641
4 1.25 1 0.6 2 0.0660943 0.00537545
4 1.25 1 0.8 2 0.0833325 0.00734201
4 1.25 1 1 2 0.10546 0.00974082

4.1 1.25 1 0 2 0.0440127 3.32549e-09
4.1 1.25 1 0.2 2 0.0463569 0.00171315
4.1 1.25 1 0.4 2 0.0533485 0.00349682
4.1 1.25 1 0.6 2 0.064901 0.00503245
4.1 1.25 1 0.8 2 0.0823694 0.00732999
4.1 1.25 1 1 2 0.10427 0.00961946

4.2 1.25 1 0 2 0.0431616 7.16876e-09
4.2 1.25 1 0.2 2 0.0453868 0.00169847
4.2 1.25 1 0.4 2 0.0522818 0.0033727
4.2 1.25 1 0.6 2 0.0641654 0.005253
4.2 1.25 1 0.8 2 0.0805245 0.00726497
4.2 1.25 1 1 2 0.103112 0.00995376

4.3 1.25 1 0 2 0.042343 -nan
4.3 1.25 1 0.2 2 0.0445731 0.00161863
4.3 1.25 1 0.4 2 0.0515331 0.0033099
4.3 1.25 1 0.6 2 0.0626922 0.00511244
4.3 1.25 1 0.8 2 0.0798487 0.00722813
4.3 1.25 1 1 2 0.101697 0.00942187

4.4 1.25 1 0 2 0.041555 6.1777e-09
4.4 1.25 1 0.2 2 0.0437383 0.00162523
4.4 1.25 1 0.4 2 0.050716 0.00326251
4.4 1.25 1 0.6 2 0.061977 0.00511286
4.4 1.25 1 0.8 2 0.0783963 0.00706318
4.4 1.25 1 1 2 0.100733 0.00906929

4.5 1.25 1 0 2 0.040796 6.40178e-09
4.5 1.25 1 0.2 2 0.0430109 0.00159708
4.5 1.25 1 0.4 2 0.0501061 0.00330577
4.5 1.25 1 0.6 2 0.0612116 0.0050684
4.5 1.25 1 0.8 2 0.0775868 0.00696111
4.5 1.25 1 1 2 0.0996282 0.00930139

4.6 1.25 1 0 2 0.0401363 4.77161e-09
4.6 1.25 1 0.2 2 0.042316 0.00154692
4.6 1.25 1 0.4 2 0.0491896 0.00316214
4.6 1.25 1 0.6 2 0.0602018 0.00492439
4.6 1.25 1 0.8 2 0.0767004 0.00673812
4.6 1.25 1 1 2 0.0987157 0.00907828

4.7 1.25 1 0 2 0.0394281 2.46405e-09
4.7 1.25 1 0.2 2 0.041604 0.00157196
4.7 1.25 1 0.4 2 0.0482561 0.00305448
4.7 1.25 1 0.6 2 0.0595378 0.00469269
4.7 1.25 1 0.8 2 0.0757218 0.00679944
4.7 1.25 1 1 2 0.0975283 0.00876951

4.8 1.25 1 0 2 0.0387446 2.13393e-09
4.8 1.25 1 0.2 2 0.0409324 0.00154294
4.8 1.25 1 0.4 2 0.0474027 0.00306625
4.8 1.25 1 0.6 2 0.0586468 0.00461591
4.8 1.25 1 0.8 2 0.0746383 0.00648827
4.8 1.25 1 1 2 0.0955435 0.00862873

4.9 1.25 1 0 2 0.0380846 -nan
4.9 1.25 1 0.2 2 0.0402566 0.00146773
4.9 1.25 1 0.4 2 0.0468318 0.00297291
4.9 1.25 1 0.6 2 0.0579846 0.00469771
4.9 1.25 1 0.8 2 0.073508 0.00647147
4.9 1.25 1 1 2 0.0946973 0.00869061

5 1.25 1 0 2 0.0374467 -nan
5 1.25 1 0.2 2 0.0395693 0.00145157
5 1.25 1 0.4 2 0.0461097 0.00301559
5 1.25 1 0.6 2 0.0572389 0.00457992
5 1.25 1 0.8 2 0.0729671 0.00621848
5 1.25 1 1 2 0.0940678 0.00872745

5.1 1.25 1 0 2 0.03683 -nan
5.1 1.25 1 0.2 2 0.038954 0.00145468
5.1 1.25 1 0.4 2 0.0452936 0.00275577
5.1 1.25 1 0.6 2 0.0562292 0.00453747
5.1 1.25 1 0.8 2 0.0718906 0.00650774
5.1 1.25 1 1 2 0.092767 0.00855603

5.2 1.25 1 0 2 0.0362334 -nan
5.2 1.25 1 0.2 2 0.0383001 0.00136635
5.2 1.25 1 0.4 2 0.0445986 0.00286945
5.2 1.25 1 0.6 2 0.0556818 0.00450448
5.2 1.25 1 0.8 2 0.071405 0.00618885
5.2 1.25 1 1 2 0.0918352 0.00811893

5.3 1.25 1 0 2 0.035656 -nan
5.3 1.25 1 0.2 2 0.0377069 0.00135512
5.3 1.25 1 0.4 2 0.0441878 0.00291427
5.3 1.25 1 0.6 2 0.0548018 0.00456155
5.3 1.25 1 0.8 2 0.0700876 0.00627152
5.3 1.25 1 1 2 0.0906652 0.00850419

5.4 1.25 1 0 2 0.0350967 -nan
5.4 1.25 1 0.2 2 0.0371751 0.0014058
5.4 1.25 1 0.4 2 0.0434199 0.00282639
5.4 1.25 1 0.6 2 0.0540629 0.00433276
5.4 1.25 1 0.8 2 0.0694764 0.00622113
5.4 1.25 1 1 2 0.089788 0.00829918

5.5 1.25 1 0 2 0.0345548 3.48469e-09
5.5 1.25 1 0.2 2 0.0366001 0.00135178
5.5 1.25 1 0.4 2 0.0428391 0.00285797
5.5 1.25 1 0.6 2 0.053303 0.00430938
5.5 1.25 1 0.8 2 0.0686902 0.00655061
5.5 1.25 1 1 2 0.0891224 0.00803613

5.6 1.25 1 0 2 0.0340295 -nan
5.6 1.25 1 0.2 2 0.0360471 0.00135106
5.6 1.25 1 0.4 2 0.0422254 0.00277446
5.6 1.25 1 0.6 2 0.0525624 0.00445259
5.6 1.25 1 0.8 2 0.0681341 0.00610179
5.6 1.25 1 1 2 0.0878402 0.00806983

5.7 1.25 1 0 2 0.03352 -nan
5.7 1.25 1 0.2 2 0.0355502 0.00132195
5.7 1.25 1 0.4 2 0.0416803 0.00263761
5.7 1.25 1 0.6 2 0.0520335 0.00417932
5.7 1.25 1 0.8 2 0.0665339 0.00599562
5.7 1.25 1 1 2 0.086535 0.0079896

5.8 1.25 1 0 2 0.0330256 -nan
5.8 1.25 1 0.2 2 0.0349404 0.00126702
5.8 1.25 1 0.4 2 0.0410404 0.00283027
5.8 1.25 1 0.6 2 0.0513406 0.0042489
5.8 1.25 1 0.8 2 0.0663515 0.00569952
5.8 1.25 1 1 2 0.0863573 0.00759005

5.9 1.25 1 0 2 0.0325457 6.51926e-09
5.9 1.25 1 0.2 2 0.0344878 0.00123272
5.9 1.25 1 0.4 2 0.0404769 0.00258035
5.9 1.25 1 0.6 2 0.0506126 0.00421393
5.9 1.25 1 0.8 2 0.0655048 0.00598383
5.9 1.25 1 1 2 0.0856619 0.00786173

6 1.25 1 0 2 0.0320796 -nan
6 1.25 1 0.2 2 0.0340894 0.00122393
6 1.25 1 0.4 2 0.0400678 0.00255828
6 1.25 1 0.6 2 0.0501518 0.00417291
6 1.25 1 0.8 2 0.0646865 0.0055631
6 1.25 1 1 2 0.0844954 0.00790936

6.1 1.25 1 0 2 0.0316268 -nan
6.1 1.25 1 0.2 2 0.0336037 0.00127382
6.1 1.25 1 0.4 2 0.0392851 0.00263723
6.1 1.25 1 0.6 2 0.049489 0.00406632
6.1 1.25 1 0.8 2 0.0641022 0.00587003
6.1 1.25 1 1 2 0.0834122 0.00759018

6.2 1.25 1 0 2 0.0311866 6.50261e-09
6.2 1.25 1 0.2 2 0.0331194 0.00123048
6.2 1.25 1 0.4 2 0.0389546 0.00252123
6.2 1.25 1 0.6 2 0.0488585 0.00380372
6.2 1.25 1 0.8 2 0.0631125 0.00552773
6.2 1.25 1 1 2 0.082873 0.00732777

6.3 1.25 1 0 2 0.0307585 4.45431e-09
6.3 1.25 1 0.2 2 0.0326029 0.00121832
6.3 1.25 1 0.4 2 0.0385581 0.00242636
6.3 1.25 1 0.6 2 0.0482589 0.00393017
6.3 1.25 1 0.8 2 0.0623828 0.00563798
6.3 1.25 1 1 2 0.0821856 0.00768131

6.4 1.25 1 0 2 0.0303422 -nan
6.4 1.25 1 0.2 2 0.0321785 0.00119033
6.4 1.25 1 0.4 2 0.0379998 0.00250326
6.4 1.25 1 0.6 2 0.0478613 0.0038962
6.4 1.25 1 0.8 2 0.0615394 0.00538794
6.4 1.25 1 1 2 0.0811345 0.00759217

6.5 1.25 1 0 2 0.029937 4.7374e-09
6.5 1.25 1 0.2 2 0.0317995 0.00117959
6.5 1.25 1 0.4 2 0.037578 0.00240134
6.5 1.25 1 0.6 2 0.0471813 0.0039396
6.5 1.25 1 0.8 2 0.0615862 0.00542952
6.5 1.25 1 1 2 0.0798329 0.0070479

6.6 1.25 1 0 2 0.0295425 6.20396e-09
6.6 1.25 1 0.2 2 0.0314324 0.00117092
6.6 1.25 1 0.4 2 0.0370487 0.0024381
6.6 1.25 1 0.6 2 0.0467367 0.0037904
6.6 1.25 1 0.8 2 0.060638 0.00542721
6.6 1.25 1 1 2 0.0789246 0.00716382

6.7 1.25 1 0 2 0.0291584 4.64496e-09
6.7 1.25 1 0.2 2 0.0309983 0.00111466
6.7 1.25 1 0.4 2 0.0365948 0.00246098
6.7 1.25 1 0.6 2 0.0461509 0.00380063
6.7 1.25 1 0.8 2 0.0600848 0.00524173
6.7 1.25 1 1 2 0.0789812 0.00737012

6.8 1.25 1 0 2 0.0287842 -nan
6.8 1.25 1 0.2 2 0.0306429 0.0011424
6.8 1.25 1 0.4 2 0.0361816 0.00239274
6.8 1.25 1 0.6 2 0.0455621 0.0037425
6.8 1.25 1 0.8 2 0.0593924 0.00505678
6.8 1.25 1 1 2 0.0780616 0.00736451

6.9 1.25 1 0 2 0.0284195 3.85403e-09
6.9 1.25 1 0.2 2 0.0302204 0.00115295
6.9 1.25 1 0.4 2 0.0357897 0.00236415
6.9 1.25 1 0.6 2 0.0449764 0.00363958
6.9 1.25 1 0.8 2 0.0586022 0.00530648
6.9 1.25 1 1 2 0.0772019 0.00667708

7 1.25 1 0 2 0.028064 -nan
7 1.25 1 0.2 2 0.029901 0.00111291
7 1.25 1 0.4 2 0.0353958 0.00233154
7 1.25 1 0.6 2 0.0448599 0.00373351
7 1.25 1 0.8 2 0.0579423 0.00508129
7 1.25 1 1 2 0.0766306 0.00687892

7.1 1.25 1 0 2 0.0277173 -nan
7.1 1.25 1 0.2 2 0.0295007 0.00109564
7.1 1.25 1 0.4 2 0.0349764 0.00223895
7.1 1.25 1 0.6 2 0.0442538 0.00357548
7.1 1.25 1 0.8 2 0.0576156 0.00521583
7.1 1.25 1 1 2 0.0757741 0.00681394

7.2 1.25 1 0 2 0.0273791 4.3309e-09
7.2 1.25 1 0.2 2 0.0292057 0.00109291
7.2 1.25 1 0.4 2 0.0344957 0.00227924
7.2 1.25 1 0.6 2 0.0435809 0.00366135
7.2 1.25 1 0.8 2 0.0570993 0.00497105
7.2 1.25 1 1 2 0.0746636 0.00723157

7.3 1.25 1 0 2 0.0270491 4.74883e-09
7.3 1.25 1 0.2 2 0.0287549 0.00109778
7.3 1.25 1 0.4 2 0.0341998 0.00226713
7.3 1.25 1 0.6 2 0.0433614 0.0034222
7.3 1.25 1 0.8 2 0.0563819 0.00491486
7.3 1.25 1 1 2 0.0740729 0.00676278

7.4 1.25 1 0 2 0.0267271 2.71525e-09
7.4 1.25 1 0.2 2 0.0284934 0.00107645
7.4 1.25 1 0.4 2 0.0338377 0.00226198
7.4 1.25 1 0.6 2 0.0429171 0.00338178
7.4 1.25 1 0.8 2 0.0560202 0.00505571
7.4 1.25 1 1 2 0.073682 0.00663891

7.5 1.25 1 0 2 0.0264126 -nan
7.5 1.25 1 0.2 2 0.0281957 0.00107204
7.5 1.25 1 0.4 2 0.0334978 0.00223087
7.5 1.25 1 0.6 2 0.0421382 0.00352303
7.5 1.25 1 0.8 2 0.0556217 0.00491295
7.5 1.25 1 1 2 0.0732261 0.00680229

7.6 1.25 1 0 2 0.0261055 -nan
7.6 1.25 1 0.2 2 0.0278599 0.00107185
7.6 1.25 1 0.4 2 0.032988 0.0021873
7.6 1.25 1 0.6 2 0.0421117 0.00345474
7.6 1.25 1 0.8 2 0.0549373 0.00490014
7.6 1.25 1 1 2 0.0725781 0.00648581

7.7 1.25 1 0 2 0.0258056 4.86165e-09
7.7 1.25 1 0.2 2 0.0275201 0.00103083
7.7 1.25 1 0.4 2 0.0327175 0.00220871
7.7 1.25 1 0.6 2 0.0414816 0.00343302
7.7 1.25 1 0.8 2 0.0542696 0.00471517
7.7 1.25 1 1 2 0.0720458 0.00656097

7.8 1.25 1 0 2 0.0255124 -nan
7.8 1.25 1 0.2 2 0.0272798 0.00101673
7.8 1.25 1 0.4 2 0.0322792 0.00221017
7.8 1.25 1 0.6 2 0.0408615 0.00341263
7.8 1.25 1 0.8 2 0.0537086 0.00484183
7.8 1.25 1 1 2 0.0711368 0.0065561

7.9 1.25 1 0 2 0.0252259 -nan
7.9 1.25 1 0.2 2 0.0269276 0.00102415
7.9 1.25 1 0.4 2 0.0320626 0.00213618
7.9 1.25 1 0.6 2 0.0407463 0.00329724
7.9 1.25 1 0.8 2 0.0532002 0.00468126
7.9 1.25 1 1 2 0.0704495 0.00650985

8 1.25 1 0 2 0.0249458 4.82808e-09
8 1.25 1 0.2 2 0.0266302 0.00101354
8 1.25 1 0.4 2 0.0316303 0.00201739
8 1.25 1 0.6 2 0.0404038 0.00337275
8 1.25 1 0.8 2 0.0529402 0.00457689
8 1.25 1 1 2 0.0699901 0.00656211

8.1 1.25 1 0 2 0.0246719 -nan
8.1 1.25 1 0.2 2 0.0263062 0.000992354
8.1 1.25 1 0.4 2 0.0313591 0.00202686
8.1 1.25 1 0.6 2 0.0399031 0.0033525
8.1 1.25 1 0.8 2 0.0524312 0.00462743
8.1 1.25 1 1 2 0.0695107 0.00619742

8.2 1.25 1 0 2 0.0244039 -nan
8.2 1.25 1 0.2 2 0.0260459 0.000954745
8.2 1.25 1 0.4 2 0.0310135 0.00197144
8.2 1.25 1 0.6 2 0.0394585 0.0032486
8.2 1.25 1 0.8 2 0.0521953 0.00470376
8.2 1.25 1 1 2 0.0690294 0.00633497

8.3 1.25 1 0 2 0.0241418 -nan
8.3 1.25 1 0.2 2 0.0257685 0.000950368
8.3 1.25 1 0.4 2 0.0307706 0.00203142
8.3 1.25 1 0.6 2 0.0391222 0.00331621
8.3 1.25 1 0.8 2 0.0515902 0.00467704
8.3 1.25 1 1 2 0.0681708 0.00610952

8.4 1.25 1 0 2 0.0238852 1.39698e-09
8.4 1.25 1 0.2 2 0.0255193 0.000947877
8.4 1.25 1 0.4 2 0.0304313 0.00201776
8.4 1.25 1 0.6 2 0.038684 0.00321246
8.4 1.25 1 0.8 2 0.0514478 0.00478291
8.4 1.25 1 1 2 0.0674884 0.00608057

8.5 1.25 1 0 2 0.0236341 5.18538e-09
8.5 1.25 1 0.2 2 0.025207 0.00097844
8.5 1.25 1 0.4 2 0.030114 0.00197036
8.5 1.25 1 0.6 2 0.0384488 0.00318117
8.5 1.25 1 0.8 2 0.0505707 0.00469501
8.5 1.25 1 1 2 0.0665067 0.00646784

8.6 1.25 1 0 2 0.0233883 -nan
8.6 1.25 1 0.2 2 0.0249956 0.000932387
8.6 1.25 1 0.4 2 0.0298048 0.00198968
8.6 1.25 1 0.6 2 0.0381314 0.00314351
