0  0 0.2 2.84615e-06
0  0.025 0.199956 0.00533462
0  0.05 0.199852 0.0106544
0  0.075 0.199699 0.0159646
0  0.1 0.19942 0.0212429
0  0.125 0.199141 0.0264983
0  0.15 0.198728 0.0317401
0  0.175 0.198302 0.0369308
0  0.2 0.197772 0.0420341
0  0.225 0.197204 0.0471051
0  0.25 0.19645 0.0520876
0  0.275 0.195868 0.057072
0  0.3 0.195198 0.0618937
0  0.325 0.19416 0.0667094
0  0.35 0.193431 0.0714008
0  0.375 0.192595 0.0760402
0  0.4 0.191624 0.0806059
0  0.425 0.190861 0.084923
0  0.45 0.189778 0.0893182
0  0.475 0.188382 0.093508
0  0.5 0.18763 0.0975033
0  0.525 0.186456 0.101523
0  0.55 0.18493 0.10543
0  0.575 0.184023 0.109154
0  0.6 0.183058 0.112813
0  0.625 0.181646 0.116338
0  0.65 0.180589 0.120033
0  0.675 0.179085 0.12321
0  0.7 0.177885 0.126462
0  0.725 0.176465 0.12953
0  0.75 0.175345 0.132743
0  0.775 0.173967 0.135608
0  0.8 0.17311 0.138552
0  0.825 0.171446 0.14126
0  0.85 0.170132 0.143739
0  0.875 0.168997 0.146285
0  0.9 0.167832 0.148922
0  0.925 0.166175 0.151237
0  0.95 0.164955 0.153454
0  0.975 0.163702 0.155947
0  1 0.162621 0.157987
0  1.025 0.16145 0.16008
0  1.05 0.159947 0.162005
0  1.075 0.158622 0.164108
0  1.1 0.157184 0.165735
0  1.125 0.156241 0.16766
0  1.15 0.154494 0.169165
0  1.175 0.153624 0.171015
0  1.2 0.152064 0.172565
0  1.225 0.151283 0.174171
0  1.25 0.150009 0.175634

0.2  0 0.2 2.84615e-06
0.2  0.025 0.19994 0.00490539
0.2  0.05 0.19973 0.00981065
0.2  0.075 0.199372 0.0146991
0.2  0.1 0.198909 0.0195727
0.2  0.125 0.198329 0.0244098
0.2  0.15 0.19752 0.0292411
0.2  0.175 0.196735 0.0340323
0.2  0.2 0.195691 0.0387733
0.2  0.225 0.194519 0.0434561
0.2  0.25 0.193346 0.0480984
0.2  0.275 0.191892 0.0527137
0.2  0.3 0.190288 0.0572599
0.2  0.325 0.188598 0.0616816
0.2  0.35 0.187077 0.0661503
0.2  0.375 0.185 0.0703282
0.2  0.4 0.182908 0.0744802
0.2  0.425 0.180949 0.0785685
0.2  0.45 0.178531 0.0827677
0.2  0.475 0.17601 0.0864161
0.2  0.5 0.173325 0.0902862
0.2  0.525 0.171019 0.0939327
0.2  0.55 0.167974 0.0972506
0.2  0.575 0.164618 0.100671
0.2  0.6 0.16231 0.104068
0.2  0.625 0.158586 0.107091
0.2  0.65 0.155505 0.110001
0.2  0.675 0.152367 0.112817
0.2  0.7 0.148691 0.115352
0.2  0.725 0.145053 0.117747
0.2  0.75 0.141473 0.120126
0.2  0.775 0.137753 0.122076
0.2  0.8 0.133248 0.123835
0.2  0.825 0.129917 0.125591
0.2  0.85 0.125138 0.126975
0.2  0.875 0.121302 0.128231
0.2  0.9 0.116571 0.129032
0.2  0.925 0.111947 0.129748
0.2  0.95 0.107106 0.129962
0.2  0.975 0.103011 0.130354
0.2  1 0.0978753 0.130055
0.2  1.025 0.092155 0.129213
0.2  1.05 0.0874542 0.128672
0.2  1.075 0.0817674 0.12702
0.2  1.1 0.0768021 0.125456
0.2  1.125 0.0717644 0.123652
0.2  1.15 0.0658015 0.120975
0.2  1.175 0.0597293 0.117581
0.2  1.2 0.0539154 0.113771
0.2  1.225 0.0488364 0.110074
0.2  1.25 0.0425856 0.104841

0.4  0 0.2 2.84615e-06
0.4  0.025 0.19992 0.00457293
0.4  0.05 0.199691 0.00913439
0.4  0.075 0.199299 0.0136742
0.4  0.1 0.198754 0.0182107
0.4  0.125 0.197998 0.0227434
0.4  0.15 0.197181 0.0272261
0.4  0.175 0.196106 0.0317259
0.4  0.2 0.194917 0.0360889
0.4  0.225 0.193618 0.0405867
0.4  0.25 0.19214 0.044889
0.4  0.275 0.190338 0.0491314
0.4  0.3 0.188595 0.0533486
0.4  0.325 0.186545 0.0575635
0.4  0.35 0.184436 0.0616334
0.4  0.375 0.181977 0.0656992
0.4  0.4 0.179596 0.0695941
0.4  0.425 0.176869 0.0735071
0.4  0.45 0.173967 0.0771639
0.4  0.475 0.170953 0.0808072
0.4  0.5 0.167869 0.0844887
0.4  0.525 0.164568 0.0878519
0.4  0.55 0.161284 0.0911827
0.4  0.575 0.157746 0.0941419
0.4  0.6 0.153587 0.0969849
0.4  0.625 0.149396 0.0998016
0.4  0.65 0.145274 0.102447
0.4  0.675 0.140885 0.104791
0.4  0.7 0.135935 0.106955
0.4  0.725 0.131238 0.109018
0.4  0.75 0.126254 0.110527
0.4  0.775 0.121458 0.112148
0.4  0.8 0.115833 0.113084
0.4  0.825 0.110187 0.113833
0.4  0.85 0.103777 0.11417
0.4  0.875 0.0981412 0.114358
0.4  0.9 0.0920938 0.114005
0.4  0.925 0.0860664 0.113085
0.4  0.95 0.0790055 0.111496
0.4  0.975 0.0724546 0.10984
0.4  1 0.0645663 0.106522
0.4  1.025 0.0568268 0.102392
0.4  1.05 0.0494752 0.0981565
0.4  1.075 0.040517 0.0911672
0.4  1.1 0.0333384 0.0843075
0.4  1.125 0.0241609 0.0738191
0.4  1.15 0.0154722 0.0603401
0.4  1.175 0.00837458 0.0454534
0.4  1.2 0.00276966 0.0264713
0.4  1.225 0.000690198 0.0131983
0.4  1.25 9.76971e-05 0.00483372

0.6  0 0.2 2.84615e-06
0.6  0.025 0.199912 0.00429105
0.6  0.05 0.199654 0.00856799
0.6  0.075 0.199274 0.0128491
0.6  0.1 0.198655 0.0171096
0.6  0.125 0.197934 0.0213915
0.6  0.15 0.19712 0.0256104
0.6  0.175 0.195914 0.0297678
0.6  0.2 0.194573 0.0339909
0.6  0.225 0.193338 0.0381572
0.6  0.25 0.191594 0.0422296
0.6  0.275 0.189931 0.0462934
0.6  0.3 0.187961 0.0503101
0.6  0.325 0.186056 0.0542384
0.6  0.35 0.183665 0.0581829
0.6  0.375 0.181113 0.0619582
0.6  0.4 0.178544 0.0656584
0.6  0.425 0.175841 0.0694122
0.6  0.45 0.172446 0.072955
0.6  0.475 0.169527 0.0764503
0.6  0.5 0.166038 0.0797249
0.6  0.525 0.162423 0.0830149
0.6  0.55 0.158517 0.0861315
0.6  0.575 0.154992 0.0890303
0.6  0.6 0.150621 0.0918457
0.6  0.625 0.146201 0.0944068
